,janus_male,janus_female,tuple,cap_male,cap_female,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,0.080359414,-0.29399398,"('unsociable', 'sociable')",1.0377159,0.94685966,0.92889434,0.7313859,-0.3046612,-0.41030994,0.4355771,0.2434854,-0.1920917
1,-2.0489733,-2.1639354,"('unfriendly', 'friendly')",-0.43649155,-0.46336138,-0.7671138,-0.9356987,1.7560629,1.5810916,-0.374129,-0.495476,-0.121347
2,0.4949469,0.44085175,"('unlikable', 'likable')",0.64413106,0.6400252,1.2821555,1.2202008,0.54053855,0.5819541,0.740443,0.720758,-0.019685
3,-0.4469975,-0.46493974,"('repellent', 'pleasant')",-0.6569688,-0.6009963,0.48078305,0.58614,0.0971556,0.16979471,-0.1315069,-0.0775004,0.0540065
4,-0.52710056,-0.5415128,"('disliked', 'liked')",-1.2363518,-1.1883061,0.07009658,-0.0434532,-6.217291,-6.257536,-1.9776616,-2.0077019,-0.0300403
5,-1.7747037,-1.6572664,"('distant', 'outgoing')",-1.8158771,-1.6688987,-1.709018,-1.573229,-0.1546138,-0.17301236,-1.3635532,-1.2681016,0.0954516
6,-2.3192341,-2.1396441,"('distant', 'open')",-2.3165877,-2.1130846,-2.1814225,-2.0388377,0.32157543,0.29621613,-1.6239172,-1.4988375,0.1250797
7,-0.63632685,-0.72764844,"('insensitive', 'sensitive')",0.49311945,0.490645,-0.31183577,-0.23013435,0.6791931,0.75910884,0.0560375,0.0729928,0.0169553
8,-1.2502689,-1.238406,"('unaffectionate', 'affectionate')",-1.3303655,-1.2834327,-0.30354202,-0.40170577,0.7148609,0.58254945,-0.542329,-0.5852487,-0.0429197
9,-1.5488935,-1.6087502,"('unaffectionate', 'caring')",-0.7882294,-0.7592565,-0.29475915,-0.37367493,1.205587,1.1317388,-0.3565738,-0.4024857,-0.0459119
10,-0.6267748,-0.90938354,"('unsympathetic', 'sympathetic')",0.19375485,0.12510665,-0.49840736,-0.5015161,-0.16412911,-0.16831157,-0.2738891,-0.3635262,-0.0896371
11,0.34454465,0.101729676,"('unhelpful', 'helpful')",0.7536209,0.56798106,0.010143887,-0.123931885,2.0566442,2.0064569,0.7912384,0.6380589,-0.1531795
12,-0.35539898,-0.39512333,"('unsupportive', 'supportive')",0.48735338,0.53608924,0.32892644,0.46946925,-1.6585472,-1.6095812,-0.2994166,-0.2497865,0.0496301
13,0.6527443,0.3409172,"('impolite', 'polite')",1.0910654,0.933406,-0.0011743531,-0.034111477,-0.0683928,-0.030881431,0.4185607,0.3023326,-0.1162281
14,0.85897034,0.67827296,"('antisocial', 'social')",2.6509056,2.6180072,1.933268,1.9004523,-0.18052924,-0.24222541,1.3156537,1.2386267,-0.077027
15,0.03735707,-0.056982085,"('boring', 'funny')",0.81665033,0.78389287,-0.62271094,-0.75535524,0.4954154,0.45015258,0.181678,0.105427,-0.076251
16,-0.59711015,-0.5924141,"('unpopular', 'popular')",-1.0458033,-1.0099256,0.019218206,-0.00023121387,0.6997763,0.7105366,-0.2309797,-0.2230086,0.0079711
17,-0.34677866,-0.36352584,"('nasty', 'nice')",-0.57210964,-0.55629176,-0.4384352,-0.441027,-0.48015714,-0.45996806,-0.4593702,-0.4552032,0.004167
18,-0.1120204,-0.1370886,"('disagreeable', 'welcoming')",-0.8200002,-0.7857843,-0.67907745,-0.6861819,-0.5087559,-0.59915346,-0.5299635,-0.5520521,-0.0220886
19,-1.4114442,-1.3804573,"('inhospitable', 'hospitable')",-1.893404,-1.8827227,-2.0628674,-2.1328785,-0.3171725,-0.26158673,-1.4212221,-1.4144113,0.0068108
20,-0.061695956,-0.111823454,"('rough', 'thoughtful')",0.07767285,0.0836635,1.2428955,1.2715307,1.1626576,1.1560737,0.6053825,0.5998611,-0.0055214
21,0.83512086,0.5688634,"('immoral', 'moral')",0.7990638,0.679454,0.57800084,0.4805776,-0.7504985,-0.73962015,0.3654217,0.2473187,-0.118103
22,0.58015585,0.38678524,"('untrustworthy', 'trustworthy')",0.49093825,0.35859108,0.8755027,0.7605884,-1.0752666,-1.0679827,0.2178325,0.1094955,-0.108337
23,-0.4340386,-0.7537534,"('insincere', 'sincere')",0.17362992,-0.016822072,0.07026643,0.013063502,5.68145,5.5654798,1.3728269,1.2019919,-0.170835
24,-0.60097015,-0.6978784,"('dishonest', 'honest')",-0.10187361,-0.15157983,-0.50759465,-0.53245765,0.5381091,0.51454926,-0.1680823,-0.2168416,-0.0487593
25,-0.8057734,-0.6485137,"('egoistic', 'altruistic')",-1.284176,-1.1568756,-0.13471434,-0.22094369,1.388735,1.3107458,-0.2089822,-0.1788968,0.0300854
26,-0.6355012,-0.6525496,"('hardhearted', 'benevolent')",1.4718863,1.4805425,0.7891377,0.6989257,1.6458759,1.4728204,0.8178497,0.7499348,-0.0679149
