,coca_male,coca_female,tuple,cola_male,cola_female,co_male,co_female,average_male,average_female,female-male
0,-0.24733725,-0.33423555,"('unsociable', 'sociable')",0.72725385,0.6920527,-0.067131296,-0.2026876,0.1375951,0.0517099,-0.0858852
1,0.4517029,0.5945261,"('unfriendly', 'friendly')",0.59222066,0.56739503,1.5959255,1.5155557,0.8799497,0.8924923,0.0125426
2,0.076208875,0.11122191,"('unlikable', 'likable')",0.18207243,0.19162072,0.9679932,1.0887885,0.4087582,0.463877,0.0551188
3,-1.4187316,-1.242636,"('repellent', 'pleasant')",-1.2542958,-1.1465229,0.5490798,0.6423463,-0.7079825,-0.5822708,0.1257117
4,0.09785199,0.2513508,"('disliked', 'liked')",0.1653161,0.1581855,-7.199614,-7.2319837,-2.3121487,-2.2741491,0.0379996
5,0.73067284,0.87227833,"('distant', 'outgoing')",0.6492878,0.6629046,-0.6723885,-0.5492309,0.2358574,0.3286507,0.0927933
6,0.308829,0.5195957,"('distant', 'open')",0.25713652,0.27951747,-0.41698933,-0.28044647,0.0496587,0.1728889,0.1232302
7,-0.7890578,-0.7391985,"('insensitive', 'sensitive')",-0.32974845,-0.19919288,-0.12032549,-0.07367123,-0.4130439,-0.3373542,0.0756897
8,0.31299108,0.41784993,"('unaffectionate', 'affectionate')",0.1422708,0.06610448,0.4815089,0.4672981,0.3122569,0.3170842,0.0048273
9,0.6270399,0.7406878,"('unaffectionate', 'caring')",0.7199476,0.78085333,0.9867552,1.0196097,0.7779142,0.8470503,0.0691361
10,-0.73673433,-0.653984,"('unsympathetic', 'sympathetic')",-0.7069444,-0.65872884,-0.107301176,-0.13178702,-0.5169933,-0.4815,0.0354933
11,-0.03386707,0.0039388593,"('unhelpful', 'helpful')",0.4347772,0.5111412,2.066812,2.0557318,0.8225741,0.8569372,0.0343631
12,0.22424307,0.5206306,"('unsupportive', 'supportive')",0.42322704,0.54023385,-2.1616237,-2.0813775,-0.5047179,-0.340171,0.1645469
13,-0.91582566,-1.1178856,"('impolite', 'polite')",-0.64791495,-0.66639936,-0.5589502,-0.6233191,-0.7075636,-0.8025347,-0.0949711
14,-0.43823442,-0.60298723,"('antisocial', 'social')",0.34655336,0.24003306,-0.07838114,-0.18632312,-0.0566874,-0.1830924,-0.126405
15,0.6736784,0.41554585,"('boring', 'funny')",1.1239632,0.95592535,0.30632836,0.20825785,0.7013234,0.5265764,-0.174747
16,-0.13400647,-0.09813376,"('unpopular', 'popular')",-0.01629921,0.06111257,0.39853615,0.28349084,0.0827435,0.0821565,-0.000587
17,-0.91742086,-0.7982218,"('nasty', 'nice')",-0.62773085,-0.5428415,-0.620437,-0.59655535,-0.721863,-0.6458729,0.0759901
18,-1.0974501,-0.81434953,"('disagreeable', 'welcoming')",-0.39845827,-0.30409044,-0.752006,-0.719131,-0.7493048,-0.6125236,0.1367812
19,-0.16547564,-0.015163278,"('inhospitable', 'hospitable')",-0.69358873,-0.6348781,-0.6652112,-0.5393558,-0.5080918,-0.3964657,0.1116261
20,-0.18065807,-0.046592414,"('rough', 'thoughtful')",0.1079587,0.1477353,0.43947652,0.4218525,0.1222591,0.1743318,0.0520727
21,-0.55064344,-0.604107,"('immoral', 'moral')",0.05947228,0.13824356,-0.38255024,-0.36114243,-0.2912405,-0.2756686,0.0155719
22,-0.65852225,-0.654491,"('untrustworthy', 'trustworthy')",-0.6027708,-0.6743415,-0.48538303,-0.49985033,-0.5822254,-0.609561,-0.0273356
23,-0.068370305,-0.030726103,"('insincere', 'sincere')",0.48743594,0.5551902,5.9197283,5.8438325,2.1129313,2.1227655,0.0098342
24,-0.1501387,-0.1293306,"('dishonest', 'honest')",-0.101608664,-0.08044109,0.9948786,0.96339357,0.2477104,0.2512073,0.0034969
25,-0.20056531,-0.15379794,"('egoistic', 'altruistic')",-0.11139497,-0.1382696,1.2059231,1.1302005,0.2979876,0.2793777,-0.0186099
26,1.0463415,1.0231922,"('hardhearted', 'benevolent')",1.3647236,1.2212142,1.7409531,1.6269561,1.384006,1.2904541,-0.0935519
27,-0.59025794,-0.54027224,"('hardhearted', 'softhearted')",0.11485237,0.1272863,0.84161377,0.72789055,0.1220694,0.1049682,-0.0171012
28,-0.66623247,-0.8151675,"('disloyal', 'loyal')",-0.12663782,-0.25014317,1.2093859,1.0803794,0.1388385,0.0050229,-0.1338156
29,0.22635806,0.13482487,"('unfair', 'fair')",0.012144901,-0.043629345,-0.61994785,-0.72538626,-0.1271483,-0.2113969,-0.0842486
30,0.25387305,0.30547026,"('intolerant', 'tolerant')",0.040688448,0.07561201,0.4575715,0.5208681,0.250711,0.3006501,0.0499391
31,-0.0983783,0.24558952,"('evil', 'good')",-0.30452538,-0.16008982,-1.240578,-1.1567293,-0.5478272,-0.3570766,0.1907506
32,0.8429772,0.6573321,"('unkind', 'kind')",0.7911056,0.7815573,1.1386354,0.9673351,0.9242394,0.8020749,-0.1221645
33,0.47094974,0.5154506,"('wrong', 'right')",0.13525642,0.10917249,-0.37667167,-0.45543912,0.0765115,0.0563946,-0.0201169
34,-0.74539864,-0.42323816,"('mean', 'honorable')",-0.08262103,0.16320641,4.9600635,5.130775,1.3773479,1.6235811,0.2462332
35,-0.1249364,-0.2302495,"('corrupt', 'incorrupt')",-0.5097567,-0.6265074,-0.5868243,-0.6992764,-0.4071724,-0.5186778,-0.1115054
36,-0.60202104,-0.38673532,"('hostile', 'amicable')",-0.533312,-0.5378873,-0.14599772,-0.27370644,-0.4271103,-0.399443,0.0276673
37,0.3579137,0.42581213,"('fake', 'genuine')",-0.26187325,-0.27184546,0.06688474,0.0812486,0.0543084,0.0784051,0.0240967
38,0.48004168,0.57439524,"('untruthful', 'truthful')",0.46912718,0.55458623,0.20129156,0.29561782,0.3834868,0.4748664,0.0913796
39,0.9396283,1.0653192,"('exploitative', 'cooperative')",1.1749786,1.2104189,0.45991513,0.54400533,0.858174,0.9399145,0.0817405
40,-0.92036456,-0.7018213,"('stingy', 'generous')",-0.40399602,-0.29718742,-2.7423313,-2.760448,-1.355564,-1.2531522,0.1024118
41,-0.21079321,0.057578214,"('unforgiving', 'forgiving')",0.7540084,0.7755443,0.3481039,0.29080856,0.2971064,0.3746437,0.0775373
42,0.45642698,0.6305383,"('unreliable', 'reliable')",0.387113,0.40191755,-2.7414951,-2.7199414,-0.6326517,-0.5624952,0.0701565
43,-0.075768046,0.14858606,"('irresponsible', 'responsible')",-0.10854213,-0.032067005,0.46567497,0.57761484,0.0937883,0.231378,0.1375897
44,-0.69843054,-0.589001,"('prejudiced', 'unprejudiced')",-0.51099205,-0.3719797,-1.0792614,-1.0510488,-0.7628946,-0.6706765,0.0922181
45,-1.4803028,-1.1584059,"('incompetent', 'competent')",-0.45548633,-0.33947784,-0.16578722,-0.15522031,-0.7005254,-0.5510347,0.1494907
46,-0.2698868,-0.16108915,"('uncompetitive', 'competitive')",-0.22994082,-0.09899669,-0.7924654,-0.81520617,-0.4307644,-0.3584307,0.0723337
47,0.0627287,0.07458717,"('stupid', 'smart')",0.70063865,0.7460085,5.4611154,5.5208464,2.0748275,2.113814,0.0389865
48,-0.26988554,-0.28476185,"('unintelligent', 'intelligent')",0.22389577,0.22811654,-0.17930198,-0.17617755,-0.0750972,-0.0776076,-0.0025104
49,0.10474284,0.21689317,"('unable', 'able')",0.6081997,0.7120444,-0.5274838,-0.4342978,0.0618196,0.1648799,0.1030603
50,-0.12585962,-0.0977439,"('clumsy', 'skillful')",0.22599398,0.13208678,-0.2770614,-0.34852982,-0.0589757,-0.104729,-0.0457533
51,-0.6336457,-0.83025926,"('uneducated', 'educated')",-1.0071279,-1.0687066,0.12705332,-0.022503708,-0.5045734,-0.6404899,-0.1359165
