,wellcare_male,wellcare_female,tuple,health_male,health_female,plans_male,plans_female,inc_male,inc_female,average_male,average_female,female-male
0,0.4863772,0.44280824,"('unsociable', 'sociable')",0.28845358,0.17128366,0.8552475,0.7832296,-0.43032777,-0.5621543,0.2999376,0.2087918,-0.0911458
1,-1.2979136,-1.1841402,"('unfriendly', 'friendly')",0.94149846,0.88107955,-0.13353099,-0.28662366,2.1690226,2.1097744,0.4197691,0.3800225,-0.0397466
2,0.4489161,0.48713574,"('unlikable', 'likable')",1.3199033,1.2533643,2.1304388,2.1464517,0.5591982,0.64918864,1.1146141,1.1340351,0.019421
3,-0.061233196,0.038842864,"('repellent', 'pleasant')",-0.9246504,-0.6188313,0.6225316,0.75255156,0.26865968,0.32640463,-0.0236731,0.1247419,0.148415
4,-0.14098114,-0.01630347,"('disliked', 'liked')",1.0204686,1.0709119,-0.56142235,-0.53301215,-6.521257,-6.573204,-1.5507979,-1.5129019,0.037896
5,-0.37016588,-0.24418172,"('distant', 'outgoing')",0.80882573,0.93499696,-0.6701728,-0.6889935,0.11102232,0.10746986,-0.0301227,0.0273229,0.0574456
6,-0.5408584,-0.37770313,"('distant', 'open')",0.806905,0.9761143,-1.1249026,-1.0797787,0.8483841,0.87484723,-0.002618,0.0983699,0.1009879
7,0.30595124,0.31421417,"('insensitive', 'sensitive')",-0.20570964,-0.1462146,0.93660855,1.0033832,0.7706082,0.7847912,0.4518646,0.4890435,0.0371789
8,-1.3360395,-1.3046626,"('unaffectionate', 'affectionate')",0.08672628,0.013458373,-0.61219287,-0.67500675,1.1617577,1.1543372,-0.1749371,-0.2029684,-0.0280313
9,0.12892048,0.19367921,"('unaffectionate', 'caring')",1.1225713,1.0940971,0.9742596,0.90580755,1.5575745,1.6169548,0.9458315,0.9526347,0.0068032
10,0.6710577,0.7077787,"('unsympathetic', 'sympathetic')",-0.09659091,0.011888746,0.9098754,0.9849144,-0.1817693,-0.19340187,0.3256432,0.377795,0.0521518
11,0.94154793,0.96071804,"('unhelpful', 'helpful')",0.23360324,0.24630854,0.8251373,0.9078464,1.6719567,1.7627254,0.9180613,0.9693996,0.0513383
12,2.0068033,2.1862147,"('unsupportive', 'supportive')",2.862798,3.0651574,2.0092301,2.112854,-1.7212104,-1.7228839,1.2894052,1.4103355,0.1209303
13,1.3636315,1.3191695,"('impolite', 'polite')",0.38951778,0.25519446,1.1183476,1.1252179,-0.24565054,-0.3595962,0.6564616,0.5849964,-0.0714652
14,0.26478326,0.24121791,"('antisocial', 'social')",-0.025119642,-0.0018409211,1.8548014,1.8214346,-0.7562935,-0.8246184,0.3345429,0.3090483,-0.0254946
15,-0.13606128,-0.1714024,"('boring', 'funny')",0.5255998,0.33022928,0.13749792,0.07262952,0.3673547,0.3232051,0.2235978,0.1386654,-0.0849324
16,-0.6868717,-0.6281325,"('unpopular', 'popular')",-0.08060474,-0.02060493,-1.0195615,-0.94614553,0.50237775,0.5176917,-0.3211651,-0.2692978,0.0518673
17,0.29053873,0.40357322,"('nasty', 'nice')",-0.13931654,0.0916366,0.36035705,0.46386802,-0.32931462,-0.22904268,0.0455661,0.1825088,0.1369427
18,-0.52233446,-0.46188697,"('disagreeable', 'welcoming')",-0.15837535,-0.085972436,-0.13594592,-0.055056415,-0.041258708,-0.037658177,-0.2144786,-0.1601435,0.0543351
19,-0.37118748,-0.23398106,"('inhospitable', 'hospitable')",0.37330264,0.40092498,-0.7183966,-0.6693044,0.26204863,0.38202178,-0.1135582,-0.0300847,0.0834735
20,-0.41844395,-0.40075463,"('rough', 'thoughtful')",-0.5842235,-0.41168,-0.36097783,-0.34426916,1.0504156,1.0291386,-0.0783074,-0.0318913,0.0464161
