,red_male,red_female,tuple,hat_male,hat_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.99814814,-0.9870127,"('unsociable', 'sociable')",-0.0933199,-0.11141415,-0.3873603,-0.5285115,-0.4929428,-0.5423128,-0.04937
1,-0.30617222,-0.5969295,"('unfriendly', 'friendly')",0.97418594,0.6741084,2.0094938,1.8479675,0.8925025,0.6417154,-0.2507871
2,-0.17567657,-0.047485296,"('unlikable', 'likable')",-0.31782842,-0.16172701,-0.017387062,0.07221817,-0.1702973,-0.0456647,0.1246326
3,-0.9197482,-0.7066222,"('repellent', 'pleasant')",-0.7418212,-0.5581688,0.30718306,0.36110863,-0.4514621,-0.3012275,0.1502346
4,0.6123248,0.47528496,"('disliked', 'liked')",0.96787554,1.0117594,-6.361412,-6.5313816,-1.5937373,-1.6814458,-0.0877085
5,-0.41587615,-0.4977719,"('distant', 'outgoing')",0.2305806,0.13102812,0.08797951,0.04283741,-0.0324387,-0.1079688,-0.0755301
6,-0.89587075,-0.9378368,"('distant', 'open')",-0.40623677,-0.5179664,0.40041235,0.36527187,-0.3005651,-0.3635104,-0.0629453
7,-1.0045756,-0.72511095,"('insensitive', 'sensitive')",-0.5871609,-0.39072868,0.5588332,0.66545606,-0.3443011,-0.1501278,0.1941733
8,-0.7082869,-0.8474239,"('unaffectionate', 'affectionate')",-0.103917256,-0.2954146,1.1559114,1.0645772,0.1145691,-0.0260871,-0.1406562
9,0.004217118,-0.06280206,"('unaffectionate', 'caring')",-0.05396287,-0.18403646,1.1998867,1.1708312,0.3833803,0.3079976,-0.0753827
10,-1.2582967,-1.0096704,"('unsympathetic', 'sympathetic')",-0.7884172,-0.65915906,-0.8131049,-0.7801133,-0.9532729,-0.8163142,0.1369587
11,-0.18243535,-0.049112,"('unhelpful', 'helpful')",-0.59524596,-0.41670612,1.3322115,1.5126711,0.1848434,0.348951,0.1641076
12,0.007674031,0.20917575,"('unsupportive', 'supportive')",0.3111374,0.50928986,-1.8730019,-1.8530896,-0.5180635,-0.378208,0.1398555
13,-0.6614014,-0.63032377,"('impolite', 'polite')",-0.5611826,-0.43128008,-0.9312197,-0.84436613,-0.7179346,-0.6353233,0.0826113
14,-0.94153035,-0.71506304,"('antisocial', 'social')",-0.09819049,-0.02738533,-0.706841,-0.71695685,-0.5821873,-0.4864684,0.0957189
15,0.44617784,0.28074187,"('boring', 'funny')",0.5558766,0.4188371,0.5836876,0.55699843,0.5285807,0.4188592,-0.1097215
16,-0.45985496,-0.49373978,"('unpopular', 'popular')",-0.2424453,-0.13260163,0.18427113,0.2329413,-0.1726764,-0.1311334,0.041543
17,-0.44681692,-0.40467095,"('nasty', 'nice')",0.10158376,0.1905865,-0.47083113,-0.45590413,-0.2720214,-0.2233295,0.0486919
18,-0.052622855,0.08414497,"('disagreeable', 'welcoming')",-0.6238051,-0.55417,-0.49892876,-0.54598,-0.3917856,-0.3386683,0.0531173
19,0.021942085,-0.012103368,"('inhospitable', 'hospitable')",0.3761311,0.34350312,0.033907093,0.056220423,0.1439934,0.1292067,-0.0147867
20,-0.5020242,-0.435652,"('rough', 'thoughtful')",0.69019914,0.7366488,1.1274068,1.0900935,0.4385273,0.4636968,0.0251695
21,-0.48755273,-0.2583215,"('immoral', 'moral')",0.15605131,0.325572,-0.90440804,-0.75630236,-0.4119698,-0.229684,0.1822858
22,-0.32854605,-0.30780748,"('untrustworthy', 'trustworthy')",-0.67465514,-0.5846464,-0.9921701,-1.0122983,-0.6651238,-0.6349174,0.0302064
23,-0.7283526,-0.5679305,"('insincere', 'sincere')",-0.23212092,-0.1357336,5.6646676,5.7663393,1.5680647,1.6875583,0.1194936
24,-0.51899505,-0.48116452,"('dishonest', 'honest')",-0.426347,-0.37158698,0.5624683,0.52250004,-0.1276246,-0.1100838,0.0175408
25,-0.09615811,-0.14102349,"('egoistic', 'altruistic')",0.46574295,0.39614922,1.8132911,1.7588373,0.7276253,0.671321,-0.0563043
26,-0.31833497,-0.46525934,"('hardhearted', 'benevolent')",1.2573416,0.9433929,1.6616222,1.5822996,0.8668763,0.686811,-0.1800653
27,-0.37398115,-0.32203323,"('hardhearted', 'softhearted')",-0.2201553,-0.2607279,1.661619,1.5197704,0.3558275,0.3123364,-0.0434911
28,-0.30065274,-0.31001744,"('disloyal', 'loyal')",-0.12694956,-0.21944909,0.8483572,0.7589287,0.1402516,0.0764874,-0.0637642
29,0.3785277,0.32687116,"('unfair', 'fair')",-0.21771742,-0.26599628,0.07637222,-0.11501136,0.0790608,-0.0180455,-0.0971063
30,-0.6719686,-0.48547083,"('intolerant', 'tolerant')",0.1443701,0.16649869,0.7498859,0.778082,0.0740958,0.1530366,0.0789408
31,-0.91432583,-1.0922388,"('evil', 'good')",0.020050064,0.01834308,-0.45200002,-0.6598681,-0.4487586,-0.5779213,-0.1291627
32,-0.5211486,-0.488173,"('unkind', 'kind')",0.7205273,0.70943356,0.72572374,0.6356076,0.3083675,0.2856227,-0.0227448
33,0.75555,0.6090186,"('wrong', 'right')",0.8757349,0.7638297,-0.32608148,-0.4131344,0.4350678,0.3199046,-0.1151632
34,-0.7566652,-0.54229724,"('mean', 'honorable')",0.6875707,0.82028496,5.734474,6.0049806,1.8884598,2.0943228,0.205863
35,0.07418524,-0.2744021,"('corrupt', 'incorrupt')",0.37789932,0.12491824,0.1522442,-0.08860135,0.2014429,-0.0793617,-0.2808046
36,-1.2391365,-1.6088842,"('hostile', 'amicable')",-0.30224028,-0.5417109,0.25951123,-0.00022561103,-0.4272885,-0.7169402,-0.2896517
37,-0.41905868,-0.29385048,"('fake', 'genuine')",-0.004342571,0.1071547,0.468392,0.46740302,0.0149969,0.0935691,0.0785722
38,-0.28163928,-0.22852439,"('untruthful', 'truthful')",-0.056220792,0.047731146,-0.37353623,-0.29417998,-0.2371321,-0.1583244,0.0788077
39,0.7333302,0.8035489,"('exploitative', 'cooperative')",1.3283746,1.3298942,0.116546385,0.13334396,0.7260838,0.7555957,0.0295119
40,-0.8172453,-0.69833845,"('stingy', 'generous')",-0.5875574,-0.40248275,-1.4853363,-1.6149642,-0.9633797,-0.9052618,0.0581179
41,-0.41445673,-0.34695098,"('unforgiving', 'forgiving')",0.11027022,0.27311444,-0.15130447,-0.29669702,-0.1518303,-0.1235112,0.0283191
42,0.013909074,0.4305013,"('unreliable', 'reliable')",-0.44410947,-0.15173554,-3.6064205,-3.4595528,-1.3455404,-1.0602624,0.285278
43,-0.4334778,-0.21309432,"('irresponsible', 'responsible')",-0.4312213,-0.30429953,0.34814578,0.41334727,-0.1721844,-0.0346822,0.1375022
44,0.52863556,0.55687386,"('prejudiced', 'unprejudiced')",-0.4408744,-0.41392618,-1.4452181,-1.4145144,-0.4524856,-0.4238556,0.02863
