,columbia_male,columbia_female,tuple,pipeline_male,pipeline_female,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.5559169,-1.5332913,"('unsociable', 'sociable')",-0.2696505,-0.26233712,0.06531589,-0.06910287,-0.6877121,-0.7878126,-0.6119909,-0.663136,-0.0511451
1,0.10295391,0.15690362,"('unfriendly', 'friendly')",2.1257071,2.084841,0.0056522656,-0.166109,2.1817417,2.1214373,1.1040137,1.0492682,-0.0547455
2,0.9850175,1.0675076,"('unlikable', 'likable')",1.0094965,1.0218748,1.3759604,1.4307787,0.90207696,1.0279323,1.0681379,1.1370233,0.0688854
3,0.063559055,0.16219163,"('repellent', 'pleasant')",-0.6425355,-0.48933798,1.156973,1.1812217,0.08985039,0.12949309,0.1669617,0.2458921,0.0789304
4,-0.16287254,-0.19136125,"('disliked', 'liked')",0.5002634,0.34172046,-0.52335584,-0.58078456,-6.256255,-6.306405,-1.6105551,-1.6842076,-0.0736525
5,0.63106287,0.6258376,"('distant', 'outgoing')",0.14943403,0.079540715,-1.4366748,-1.4514067,-0.14279312,-0.103375226,-0.1997428,-0.2123509,-0.0126081
6,0.7887413,0.8109343,"('distant', 'open')",0.1954375,0.11973239,-1.6113609,-1.6764039,0.6703286,0.67636764,0.0107866,-0.0173424,-0.028129
7,0.26964474,0.36435872,"('insensitive', 'sensitive')",0.593262,0.7379574,0.3402298,0.3516715,0.9118276,0.9148234,0.5287411,0.5922028,0.0634617
8,0.22440334,0.2543333,"('unaffectionate', 'affectionate')",0.39326337,0.26767588,-0.57513183,-0.70450586,0.7863501,0.72181237,0.2072212,0.1348289,-0.0723923
9,1.0611794,1.1216928,"('unaffectionate', 'caring')",0.88807034,0.8090065,-0.07839616,-0.20152017,1.406794,1.4172823,0.8194119,0.7866154,-0.0327965
10,-0.0026806449,0.09275752,"('unsympathetic', 'sympathetic')",-1.058723,-0.95334595,-0.09135845,-0.12052847,-0.3864727,-0.38490695,-0.3848087,-0.3415059,0.0433028
11,-0.26134196,-0.22455826,"('unhelpful', 'helpful')",-0.6669676,-0.5815972,-0.14971907,-0.102697425,1.8327714,1.9047649,0.1886857,0.248978,0.0602923
12,1.2582649,1.3335142,"('unsupportive', 'supportive')",1.1008275,1.164116,1.0136703,1.0591165,-1.5429425,-1.5151181,0.457455,0.5104071,0.0529521
13,-1.0367322,-1.1171842,"('impolite', 'polite')",-0.32071885,-0.21729922,0.15284464,0.1739887,-0.58618313,-0.58189684,-0.4476974,-0.4355979,0.0120995
14,-1.0960401,-1.0752087,"('antisocial', 'social')",-0.6737021,-0.5971627,0.5124591,0.5513836,-0.965147,-0.9687875,-0.5556076,-0.5224438,0.0331638
15,-0.443874,-0.5025979,"('boring', 'funny')",0.8013979,0.6936851,-1.2160965,-1.2667807,0.39134586,0.37081292,-0.1168067,-0.1762202,-0.0594135
16,-0.81085825,-0.83664596,"('unpopular', 'popular')",-0.39216012,-0.5230003,-0.33342332,-0.37681302,0.40338245,0.3729174,-0.2832648,-0.3408855,-0.0576207
17,0.24260049,0.26404607,"('nasty', 'nice')",-0.82887155,-0.8344754,-0.97881544,-0.973896,-0.43904456,-0.40506896,-0.5010328,-0.4873486,0.0136842
18,0.21176426,0.2537974,"('disagreeable', 'welcoming')",-0.518463,-0.4458973,-0.9624188,-0.95162135,-0.501223,-0.5138072,-0.4425852,-0.4143821,0.0282031
