,trane_male,trane_female,tuple,technologies_male,technologies_female,plc_male,plc_female,average_male,average_female,female-male
0,-0.11327483,-0.17322297,"('unsociable', 'sociable')",-0.28584954,-0.36949793,-0.37219307,-0.5040192,-0.2571058,-0.3489134,-0.0918076
1,-1.8020511,-1.861396,"('unfriendly', 'friendly')",-0.27315265,-0.4471333,1.4842664,1.3555623,-0.1969791,-0.3176557,-0.1206766
2,0.687697,0.717546,"('unlikable', 'likable')",0.3632673,0.39024723,0.97499436,1.0311025,0.6753196,0.7129653,0.0376457
3,-0.57604176,-0.47274953,"('repellent', 'pleasant')",-0.069629736,0.009772306,-0.558454,-0.5119491,-0.4013751,-0.3249755,0.0763996
4,-0.55926985,-0.5945559,"('disliked', 'liked')",-0.15506272,-0.20762923,-2.4802816,-2.4241996,-1.0648714,-1.0754615,-0.0105901
5,-1.7770704,-1.7208499,"('distant', 'outgoing')",-0.7856453,-0.7503612,0.24812613,0.23271777,-0.7715299,-0.7461644,0.0253655
6,-1.9683859,-1.8939228,"('distant', 'open')",-1.2673707,-1.249171,0.1789797,0.14522214,-1.0189257,-0.9992905,0.0196352
7,0.30515605,0.28648397,"('insensitive', 'sensitive')",0.42893907,0.47668156,-0.2938538,-0.25356886,0.1467471,0.1698656,0.0231185
8,-1.0424857,-1.0702174,"('unaffectionate', 'affectionate')",0.016085684,-0.07923595,0.42936045,0.3372563,-0.1990132,-0.2707323,-0.0717191
9,-1.5157977,-1.5351846,"('unaffectionate', 'caring')",0.06937352,-0.0349821,0.8311796,0.7431587,-0.2050815,-0.2756693,-0.0705878
10,-0.457336,-0.48155686,"('unsympathetic', 'sympathetic')",-0.61407024,-0.65967494,-1.1427646,-1.1270324,-0.738057,-0.7560881,-0.0180311
11,-0.1092298,-0.12739652,"('unhelpful', 'helpful')",1.2208271,1.2153976,0.6100469,0.55854124,0.5738814,0.5488474,-0.025034
12,-0.25907883,-0.18259048,"('unsupportive', 'supportive')",0.8222631,0.9338182,-1.27387,-1.1447692,-0.2368952,-0.1311805,0.1057147
13,0.43152782,0.46572006,"('impolite', 'polite')",0.0055872034,0.04186175,-0.55669034,-0.58675134,-0.0398584,-0.0263898,0.0134686
14,0.8952065,0.9234048,"('antisocial', 'social')",1.1953098,1.2749774,0.6946192,0.7652535,0.9283785,0.9878786,0.0595001
15,0.70676404,0.5768054,"('boring', 'funny')",0.28282672,0.18030763,0.7918412,0.63993627,0.5938106,0.4656831,-0.1281275
16,-0.6978173,-0.69301003,"('unpopular', 'popular')",-0.11680716,-0.161484,0.2034826,0.08134972,-0.203714,-0.2577148,-0.0540008
17,-0.093582734,-0.06951565,"('nasty', 'nice')",-0.68711144,-0.6331229,-0.8566488,-0.908298,-0.545781,-0.5369789,0.0088021
18,-0.50062937,-0.46464485,"('disagreeable', 'welcoming')",0.26252282,0.30932775,-0.8671695,-0.8921668,-0.3684254,-0.3491613,0.0192641
19,-1.5006769,-1.533374,"('inhospitable', 'hospitable')",-1.1459444,-1.2388539,-0.5363123,-0.580745,-1.0609779,-1.1176576,-0.0566797
20,0.19844612,0.23354766,"('rough', 'thoughtful')",0.52955323,0.6218374,0.6810403,0.6612552,0.4696799,0.5055467,0.0358668
21,0.7917703,0.685475,"('immoral', 'moral')",0.5679316,0.50726867,-1.0822012,-1.0440348,0.0925002,0.0495696,-0.0429306
22,0.27806428,0.35265097,"('untrustworthy', 'trustworthy')",-0.55200195,-0.5530089,-0.5281086,-0.5073036,-0.2673488,-0.2358872,0.0314616
23,-0.780873,-0.8307677,"('insincere', 'sincere')",-0.32740062,-0.39054754,2.7586274,2.5440087,0.5501179,0.4408978,-0.1092201
24,-0.52220726,-0.48506102,"('dishonest', 'honest')",-1.3603506,-1.3908464,0.2029878,0.16587149,-0.5598567,-0.570012,-0.0101553
25,-1.1479659,-1.1136441,"('egoistic', 'altruistic')",0.26269442,0.1917075,1.2728691,1.168913,0.1291992,0.0823255,-0.0468737
26,-0.2664008,-0.29430974,"('hardhearted', 'benevolent')",0.7290487,0.7781109,2.793937,2.7264962,1.0855283,1.0700991,-0.0154292
27,-1.0886328,-0.9868365,"('hardhearted', 'softhearted')",-0.14436768,-0.14872727,-0.14221798,-0.31501368,-0.4584062,-0.4835258,-0.0251196
28,-0.7313385,-0.8506828,"('disloyal', 'loyal')",0.15694585,0.0069680903,0.65355295,0.4642901,0.0263868,-0.1264749,-0.1528617
29,-0.14469038,-0.14637229,"('unfair', 'fair')",-0.9928084,-1.007688,-0.8083011,-0.93991315,-0.6485999,-0.6979912,-0.0493913
30,0.82841825,0.80056703,"('intolerant', 'tolerant')",1.7936352,1.7518044,0.5533605,0.54647195,1.0584714,1.0329479,-0.0255235
31,-1.4405209,-1.2815913,"('evil', 'good')",-0.50871295,-0.46814528,-0.06365953,-0.001790572,-0.6709644,-0.5838424,0.087122
