,wingtip_male,wingtip_female,tuple,average_male,average_female,female-male
0,0.8801813,0.5889611,"('unsociable', 'sociable')",0.8801813,0.5889611,-0.2912202
1,-1.013861,-1.2290664,"('unfriendly', 'friendly')",-1.0138609,-1.2290664,-0.2152055
2,0.093401775,0.1146658,"('unlikable', 'likable')",0.0934018,0.1146658,0.021264
3,0.12562425,0.2978961,"('repellent', 'pleasant')",0.1256243,0.2978961,0.1722718
4,-3.829081,-3.8414426,"('disliked', 'liked')",-3.8290811,-3.8414426,-0.0123615
5,-2.3655803,-2.4555082,"('distant', 'outgoing')",-2.3655803,-2.4555082,-0.0899279
6,-2.6172712,-2.666832,"('distant', 'open')",-2.6172712,-2.666832,-0.0495608
7,1.4388586,1.538414,"('insensitive', 'sensitive')",1.4388586,1.538414,0.0995554
8,-0.6758638,-0.7857375,"('unaffectionate', 'affectionate')",-0.6758638,-0.7857375,-0.1098737
9,-0.49731058,-0.5845492,"('unaffectionate', 'caring')",-0.4973106,-0.5845492,-0.0872386
10,1.0864165,0.9917571,"('unsympathetic', 'sympathetic')",1.0864165,0.9917571,-0.0946594
11,1.4518466,1.4222938,"('unhelpful', 'helpful')",1.4518466,1.4222938,-0.0295528
12,-0.838692,-0.72823554,"('unsupportive', 'supportive')",-0.838692,-0.7282355,0.1104565
13,0.7170446,0.56742054,"('impolite', 'polite')",0.7170446,0.5674205,-0.1496241
14,1.816704,1.7751023,"('antisocial', 'social')",1.816704,1.7751023,-0.0416017
15,0.035554074,-0.18472861,"('boring', 'funny')",0.0355541,-0.1847286,-0.2202827
16,-1.118645,-1.1063163,"('unpopular', 'popular')",-1.118645,-1.1063163,0.0123287
17,-0.66994584,-0.60565853,"('nasty', 'nice')",-0.6699458,-0.6056585,0.0642873
18,-0.6970093,-0.6168242,"('disagreeable', 'welcoming')",-0.6970093,-0.6168242,0.0801851
19,-1.527354,-1.5404404,"('inhospitable', 'hospitable')",-1.527354,-1.5404404,-0.0130864
20,0.60345,0.68720967,"('rough', 'thoughtful')",0.60345,0.6872097,0.0837597
21,1.0384521,1.0878165,"('immoral', 'moral')",1.0384521,1.0878165,0.0493644
22,0.90372884,0.75549924,"('untrustworthy', 'trustworthy')",0.9037288,0.7554992,-0.1482296
23,3.112889,3.0922298,"('insincere', 'sincere')",3.1128891,3.0922298,-0.0206593
24,0.4170542,0.16823652,"('dishonest', 'honest')",0.4170542,0.1682365,-0.2488177
25,-0.7190599,-0.77614695,"('egoistic', 'altruistic')",-0.7190599,-0.7761469,-0.057087
