,motor_male,motor_female,tuple,average_male,average_female,female-male
0,-0.39789623,-0.38490352,"('unsociable', 'sociable')",-0.3978962,-0.3849035,0.0129927
1,2.1178837,1.8026536,"('unfriendly', 'friendly')",2.1178837,1.8026536,-0.3152301
2,0.40950814,0.5637438,"('unlikable', 'likable')",0.4095081,0.5637438,0.1542357
3,-0.16061832,0.03052314,"('repellent', 'pleasant')",-0.1606183,0.0305231,0.1911414
4,-6.596333,-6.9335933,"('disliked', 'liked')",-6.596333,-6.9335933,-0.3372603
5,0.4459427,0.24369195,"('distant', 'outgoing')",0.4459427,0.243692,-0.2022507
6,0.57611394,0.3559058,"('distant', 'open')",0.5761139,0.3559058,-0.2202081
7,0.08252062,0.1972033,"('insensitive', 'sensitive')",0.0825206,0.1972033,0.1146827
8,1.7374367,1.4898869,"('unaffectionate', 'affectionate')",1.7374367,1.4898869,-0.2475498
9,2.1920564,2.050153,"('unaffectionate', 'caring')",2.1920564,2.050153,-0.1419034
10,0.07980847,0.28105485,"('unsympathetic', 'sympathetic')",0.0798085,0.2810549,0.2012464
11,2.1936276,2.259349,"('unhelpful', 'helpful')",2.1936276,2.2593491,0.0657215
12,-1.6890907,-1.7916846,"('unsupportive', 'supportive')",-1.6890907,-1.7916846,-0.1025939
13,-0.48334128,-0.32630414,"('impolite', 'polite')",-0.4833413,-0.3263041,0.1570372
14,-0.3436308,-0.19024026,"('antisocial', 'social')",-0.3436308,-0.1902403,0.1533905
15,0.5665969,0.48774236,"('boring', 'funny')",0.5665969,0.4877424,-0.0788545
16,0.046550646,-0.05219824,"('unpopular', 'popular')",0.0465506,-0.0521982,-0.0987488
17,0.2293413,0.2926989,"('nasty', 'nice')",0.2293413,0.2926989,0.0633576
18,-0.42841697,-0.42846262,"('disagreeable', 'welcoming')",-0.428417,-0.4284626,-4.56e-05
19,0.1868427,0.07094299,"('inhospitable', 'hospitable')",0.1868427,0.070943,-0.1158997
20,0.23048064,0.17122151,"('rough', 'thoughtful')",0.2304806,0.1712215,-0.0592591
21,-0.9157607,-0.44740146,"('immoral', 'moral')",-0.9157607,-0.4474015,0.4683592
22,-1.0628214,-1.036786,"('untrustworthy', 'trustworthy')",-1.0628214,-1.036786,0.0260354
23,6.002675,6.2103443,"('insincere', 'sincere')",6.0026751,6.2103443,0.2076692
24,1.3588111,1.3748269,"('dishonest', 'honest')",1.3588111,1.3748269,0.0160158
25,0.64753205,0.48577467,"('egoistic', 'altruistic')",0.647532,0.4857747,-0.1617573
26,1.3514493,1.0465113,"('hardhearted', 'benevolent')",1.3514493,1.0465113,-0.304938
27,1.4175673,1.2861924,"('hardhearted', 'softhearted')",1.4175673,1.2861924,-0.1313749
28,1.5330867,1.4332314,"('disloyal', 'loyal')",1.5330867,1.4332314,-0.0998553
29,0.040753916,-0.25600445,"('unfair', 'fair')",0.0407539,-0.2560045,-0.2967584
30,0.14378361,0.5064956,"('intolerant', 'tolerant')",0.1437836,0.5064956,0.362712
31,-0.62775314,-1.040118,"('evil', 'good')",-0.6277531,-1.040118,-0.4123649
32,1.1981429,1.1318965,"('unkind', 'kind')",1.1981429,1.1318965,-0.0662464
33,0.52002513,0.29546767,"('wrong', 'right')",0.5200251,0.2954677,-0.2245574
34,4.63528,4.9482794,"('mean', 'honorable')",4.6352801,4.9482794,0.3129993
35,-0.3141046,-0.7443011,"('corrupt', 'incorrupt')",-0.3141046,-0.7443011,-0.4301965
36,0.009664739,-0.32336417,"('hostile', 'amicable')",0.0096647,-0.3233642,-0.3330289
37,0.8887011,0.81543237,"('fake', 'genuine')",0.8887011,0.8154324,-0.0732687
38,0.8111262,0.6784237,"('untruthful', 'truthful')",0.8111262,0.6784237,-0.1327025
39,-0.04337333,0.006186409,"('exploitative', 'cooperative')",-0.0433733,0.0061864,0.0495597
40,-2.1383972,-2.3731515,"('stingy', 'generous')",-2.1383972,-2.3731515,-0.2347543
41,0.32112357,0.30876464,"('unforgiving', 'forgiving')",0.3211236,0.3087646,-0.012359
42,-3.2334576,-3.0059235,"('unreliable', 'reliable')",-3.2334576,-3.0059235,0.2275341
43,0.85366267,0.9822205,"('irresponsible', 'responsible')",0.8536627,0.9822205,0.1285578
44,-1.0985262,-1.1117461,"('prejudiced', 'unprejudiced')",-1.0985262,-1.1117461,-0.0132199
45,-0.21937366,-0.3292754,"('incompetent', 'competent')",-0.2193737,-0.3292754,-0.1099017
46,-1.2127261,-1.1516504,"('uncompetitive', 'competitive')",-1.2127261,-1.1516504,0.0610757
47,5.1860065,5.468171,"('stupid', 'smart')",5.1860065,5.4681711,0.2821646
48,0.22946787,0.32656756,"('unintelligent', 'intelligent')",0.2294679,0.3265676,0.0970997
49,-0.12806985,0.083536595,"('unable', 'able')",-0.1280698,0.0835366,0.2116064
50,0.17060193,0.029439088,"('clumsy', 'skillful')",0.1706019,0.0294391,-0.1411628
51,-0.18556714,0.014717266,"('uneducated', 'educated')",-0.1855671,0.0147173,0.2002844
52,0.7023397,0.35149908,"('irrational', 'rational')",0.7023397,0.3514991,-0.3508406
53,0.49579275,0.3215244,"('uncreative', 'creative')",0.4957927,0.3215244,-0.1742683
54,1.4590844,1.4526575,"('incapable', 'capable')",1.4590844,1.4526575,-0.0064269
55,-0.40798056,-0.077394634,"('incompetent', 'clever')",-0.4079806,-0.0773946,0.330586
56,0.3062935,0.427497,"('impractical', 'practical')",0.3062935,0.427497,0.1212035
57,-2.9482498,-3.0719106,"('unimaginative', 'imaginative')",-2.9482498,-3.0719106,-0.1236608
58,0.4249776,0.34228247,"('undiscriminating', 'discriminating')",0.4249776,0.3422825,-0.0826951
59,1.13887,0.90279126,"('foolish', 'wise')",1.13887,0.9027913,-0.2360787
60,-0.095328026,0.44993573,"('inefficient', 'efficient')",-0.095328,0.4499357,0.5452637
61,0.31978187,0.2339921,"('illogical', 'logical')",0.3197819,0.2339921,-0.0857898
62,0.09537558,0.40959162,"('incompetent', 'brilliant')",0.0953756,0.4095916,0.314216
63,-0.15536179,0.005538866,"('unperceptive', 'insightful')",-0.1553618,0.0055389,0.1609007
64,-6.402769,-6.359129,"('shy', 'confident')",-6.4027691,-6.359129,0.0436401
65,-0.6923031,-0.39942017,"('insecure', 'secure')",-0.6923031,-0.3994202,0.2928829
