,badger_male,badger_female,tuple,average_male,average_female,female-male
0,-0.041035827,0.019315977,"('unsociable', 'sociable')",-0.0410358,0.019316,0.0603518
1,1.3432482,1.2518497,"('unfriendly', 'friendly')",1.3432482,1.2518497,-0.0913985
2,0.5838079,0.76821566,"('unlikable', 'likable')",0.5838079,0.7682157,0.1844078
3,0.76440305,0.95272166,"('repellent', 'pleasant')",0.764403,0.9527217,0.1883187
4,-7.0055966,-6.876966,"('disliked', 'liked')",-7.0055966,-6.876966,0.1286306
5,-0.22020575,-0.19224876,"('distant', 'outgoing')",-0.2202058,-0.1922488,0.027957
6,0.16104001,0.061248325,"('distant', 'open')",0.16104,0.0612483,-0.0997917
7,1.151934,1.2576315,"('insensitive', 'sensitive')",1.151934,1.2576315,0.1056975
8,1.1995859,0.9816757,"('unaffectionate', 'affectionate')",1.1995859,0.9816757,-0.2179102
9,1.3851203,1.2839181,"('unaffectionate', 'caring')",1.3851203,1.2839181,-0.1012022
10,1.3301264,1.4515418,"('unsympathetic', 'sympathetic')",1.3301264,1.4515418,0.1214154
11,2.0843208,2.1333227,"('unhelpful', 'helpful')",2.0843208,2.1333227,0.0490019
12,-1.0033016,-0.89956677,"('unsupportive', 'supportive')",-1.0033016,-0.8995668,0.1037348
13,0.17250554,0.25307465,"('impolite', 'polite')",0.1725055,0.2530746,0.0805691
14,0.01615947,0.087800086,"('antisocial', 'social')",0.0161595,0.0878001,0.0716406
15,0.5486803,0.4273306,"('boring', 'funny')",0.5486803,0.4273306,-0.1213497
16,-0.8051322,-0.6825082,"('unpopular', 'popular')",-0.8051322,-0.6825082,0.122624
17,0.10396698,0.0714411,"('nasty', 'nice')",0.103967,0.0714411,-0.0325259
18,-0.33852002,-0.34691775,"('disagreeable', 'welcoming')",-0.33852,-0.3469177,-0.0083977
19,-0.12974055,-0.09942103,"('inhospitable', 'hospitable')",-0.1297406,-0.099421,0.0303196
20,0.75353926,0.588688,"('rough', 'thoughtful')",0.7535393,0.588688,-0.1648513
21,0.19497788,0.49249357,"('immoral', 'moral')",0.1949779,0.4924936,0.2975157
22,0.2237401,0.2232531,"('untrustworthy', 'trustworthy')",0.2237401,0.2232531,-0.000487
23,6.2518463,6.3451505,"('insincere', 'sincere')",6.2518463,6.3451505,0.0933042
24,1.9008422,1.9530082,"('dishonest', 'honest')",1.9008422,1.9530082,0.052166
25,0.45464754,0.39146233,"('egoistic', 'altruistic')",0.4546475,0.3914623,-0.0631852
26,0.18838269,-0.023084573,"('hardhearted', 'benevolent')",0.1883827,-0.0230846,-0.2114673
27,1.5368656,1.3572907,"('hardhearted', 'softhearted')",1.5368656,1.3572907,-0.1795749
28,0.9942139,0.9355417,"('disloyal', 'loyal')",0.9942139,0.9355417,-0.0586722
29,-0.121853635,-0.29880655,"('unfair', 'fair')",-0.1218536,-0.2988065,-0.1769529
30,1.0169528,1.0963937,"('intolerant', 'tolerant')",1.0169528,1.0963937,0.0794409
31,-1.0778564,-1.2114693,"('evil', 'good')",-1.0778564,-1.2114693,-0.1336129
32,1.1371309,1.0989726,"('unkind', 'kind')",1.1371309,1.0989726,-0.0381583
33,-0.62656045,-0.59750164,"('wrong', 'right')",-0.6265604,-0.5975016,0.0290588
