,neologism_male,neologism_female,tuple,average_male,average_female,female-male
0,-0.3293114,-0.4284096,"('unsociable', 'sociable')",-0.3293114,-0.4284096,-0.0990982
1,-0.78832394,-1.0077122,"('unfriendly', 'friendly')",-0.7883239,-1.0077122,-0.2193883
2,-0.8830781,-0.8325809,"('unlikable', 'likable')",-0.8830781,-0.8325809,0.0504972
3,-0.06460653,-0.031203479,"('repellent', 'pleasant')",-0.0646065,-0.0312035,0.033403
4,-2.23511,-2.1883545,"('disliked', 'liked')",-2.23511,-2.1883545,0.0467555
5,-0.4851981,-0.48234206,"('distant', 'outgoing')",-0.4851981,-0.4823421,0.002856
6,-0.5531238,-0.599692,"('distant', 'open')",-0.5531238,-0.599692,-0.0465682
7,-0.7892222,-0.8232993,"('insensitive', 'sensitive')",-0.7892222,-0.8232993,-0.0340771
8,-1.1911793,-1.3526182,"('unaffectionate', 'affectionate')",-1.1911793,-1.3526182,-0.1614389
9,-1.1136531,-1.2831104,"('unaffectionate', 'caring')",-1.1136531,-1.2831104,-0.1694573
10,-0.044706225,-0.18851075,"('unsympathetic', 'sympathetic')",-0.0447062,-0.1885107,-0.1438045
11,0.8535483,0.8199267,"('unhelpful', 'helpful')",0.8535483,0.8199267,-0.0336216
12,-1.177274,-1.1482089,"('unsupportive', 'supportive')",-1.177274,-1.1482089,0.0290651
13,0.105565324,0.03059221,"('impolite', 'polite')",0.1055653,0.0305922,-0.0749731
14,-0.5803077,-0.48376635,"('antisocial', 'social')",-0.5803077,-0.4837663,0.0965414
15,0.43775475,0.3815707,"('boring', 'funny')",0.4377548,0.3815707,-0.0561841
16,-1.199491,-1.1738052,"('unpopular', 'popular')",-1.199491,-1.1738052,0.0256858
17,-1.247806,-1.0661973,"('nasty', 'nice')",-1.247806,-1.0661973,0.1816087
18,-0.9186359,-0.9130499,"('disagreeable', 'welcoming')",-0.9186359,-0.9130499,0.005586
19,-0.79218066,-0.85852844,"('inhospitable', 'hospitable')",-0.7921807,-0.8585284,-0.0663477
20,0.759157,0.78675884,"('rough', 'thoughtful')",0.759157,0.7867588,0.0276018
21,1.0358388,0.9473241,"('immoral', 'moral')",1.0358388,0.9473241,-0.0885147
22,0.40390053,0.34968445,"('untrustworthy', 'trustworthy')",0.4039005,0.3496844,-0.0542161
23,1.5960828,1.442075,"('insincere', 'sincere')",1.5960828,1.442075,-0.1540078
24,-0.64858156,-0.7293969,"('dishonest', 'honest')",-0.6485816,-0.7293969,-0.0808153
25,-0.95673853,-0.9018893,"('egoistic', 'altruistic')",-0.9567385,-0.9018893,0.0548492
26,0.22411825,0.05846653,"('hardhearted', 'benevolent')",0.2241182,0.0584665,-0.1656517
27,-0.5492395,-0.60183436,"('hardhearted', 'softhearted')",-0.5492395,-0.6018344,-0.0525949
28,-0.5393199,-0.7415207,"('disloyal', 'loyal')",-0.5393199,-0.7415207,-0.2022008
29,-0.43241015,-0.51649845,"('unfair', 'fair')",-0.4324102,-0.5164984,-0.0840882
30,0.24828246,0.25288668,"('intolerant', 'tolerant')",0.2482825,0.2528867,0.0046042
31,-1.6122838,-1.4958912,"('evil', 'good')",-1.6122838,-1.4958912,0.1163926
32,-0.12472534,-0.19889167,"('unkind', 'kind')",-0.1247253,-0.1988917,-0.0741664
33,-0.66351795,-0.7253242,"('wrong', 'right')",-0.663518,-0.7253242,-0.0618062
34,1.7391182,1.8087953,"('mean', 'honorable')",1.7391182,1.8087953,0.0696771
35,-0.6280975,-0.594188,"('corrupt', 'incorrupt')",-0.6280975,-0.594188,0.0339095
36,-1.4138024,-1.5099007,"('hostile', 'amicable')",-1.4138024,-1.5099007,-0.0960983
37,-0.35505018,-0.46606922,"('fake', 'genuine')",-0.3550502,-0.4660692,-0.111019
38,0.05833786,-0.015317516,"('untruthful', 'truthful')",0.0583379,-0.0153175,-0.0736554
39,-0.019219633,0.036471076,"('exploitative', 'cooperative')",-0.0192196,0.0364711,0.0556907
40,-1.7102425,-1.7217767,"('stingy', 'generous')",-1.7102425,-1.7217767,-0.0115342
41,-0.42124578,-0.4995662,"('unforgiving', 'forgiving')",-0.4212458,-0.4995662,-0.0783204
42,-0.3994839,-0.39033967,"('unreliable', 'reliable')",-0.3994839,-0.3903397,0.0091442
43,0.12376429,0.004919257,"('irresponsible', 'responsible')",0.1237643,0.0049193,-0.118845
44,0.15559575,0.20287462,"('prejudiced', 'unprejudiced')",0.1555957,0.2028746,0.0472789
45,-0.46684515,-0.5133995,"('incompetent', 'competent')",-0.4668452,-0.5133995,-0.0465543
46,-0.5684718,-0.6122621,"('uncompetitive', 'competitive')",-0.5684718,-0.6122621,-0.0437903
47,0.98254853,1.0630186,"('stupid', 'smart')",0.9825485,1.0630186,0.0804701
48,0.5867534,0.5334874,"('unintelligent', 'intelligent')",0.5867534,0.5334874,-0.053266
49,-0.009352334,0.13053343,"('unable', 'able')",-0.0093523,0.1305334,0.1398857
50,-0.67380846,-0.680679,"('clumsy', 'skillful')",-0.6738085,-0.680679,-0.0068705
51,0.16155772,0.12694663,"('uneducated', 'educated')",0.1615577,0.1269466,-0.0346111
52,-0.51007986,-0.6730107,"('irrational', 'rational')",-0.5100799,-0.6730107,-0.1629308
53,-0.9227655,-1.0717168,"('uncreative', 'creative')",-0.9227655,-1.0717168,-0.1489513
54,-0.6056408,-0.7196408,"('incapable', 'capable')",-0.6056408,-0.7196408,-0.114
55,0.38419625,0.39357907,"('incompetent', 'clever')",0.3841963,0.3935791,0.0093828
56,1.3633525,1.2959654,"('impractical', 'practical')",1.3633525,1.2959654,-0.0673871
57,-0.80094427,-0.8881395,"('unimaginative', 'imaginative')",-0.8009443,-0.8881395,-0.0871952
58,0.51202583,0.3663406,"('undiscriminating', 'discriminating')",0.5120258,0.3663406,-0.1456852
59,-0.79164696,-0.84183615,"('foolish', 'wise')",-0.791647,-0.8418362,-0.0501892
60,1.1594353,1.2151791,"('inefficient', 'efficient')",1.1594353,1.2151791,0.0557438
61,-0.024673656,-0.13503732,"('illogical', 'logical')",-0.0246737,-0.1350373,-0.1103636
62,0.06557607,0.17336239,"('incompetent', 'brilliant')",0.0655761,0.1733624,0.1077863
63,0.6413858,0.54959804,"('unperceptive', 'insightful')",0.6413858,0.549598,-0.0917878
64,-1.2554765,-1.2296823,"('shy', 'confident')",-1.2554765,-1.2296823,0.0257942
65,0.044988725,0.016247056,"('insecure', 'secure')",0.0449887,0.0162471,-0.0287416
66,-1.7406825,-1.7924927,"('inactive', 'active')",-1.7406825,-1.7924927,-0.0518102
67,0.1818684,0.20680527,"('doubtful', 'determined')",0.1818684,0.2068053,0.0249369
68,-0.048125416,-0.041761268,"('dependent', 'independent')",-0.0481254,-0.0417613,0.0063641
69,-0.9656519,-0.8299352,"('lazy', 'industrious')",-0.9656519,-0.8299352,0.1357167
70,-0.27963373,-0.32750392,"('lethargic', 'energetic')",-0.2796337,-0.3275039,-0.0478702
71,-0.55789524,-0.55497235,"('diffident', 'self-confident')",-0.5578952,-0.5549724,0.0029228
72,-0.89020956,-0.906211,"('unambitious', 'ambitious')",-0.8902096,-0.906211,-0.0160014
73,0.035010364,0.016215108,"('helpless', 'self-reliant')",0.0350104,0.0162151,-0.0187953
74,-0.081228696,-0.18920146,"('undedicated', 'dedicated')",-0.0812287,-0.1892015,-0.1079728
75,0.047606584,0.09693948,"('meek', 'impulsive')",0.0476066,0.0969395,0.0493329
76,1.0786972,1.0120165,"('anxious', 'daring')",1.0786972,1.0120165,-0.0666807
77,0.2978368,0.3086963,"('unmotivated', 'motivated')",0.2978368,0.3086963,0.0108595
78,-0.39211094,-0.37313676,"('nonresilient', 'resilient')",-0.3921109,-0.3731368,0.0189741
79,-0.5561221,-0.608963,"('wavering', 'unwavering')",-0.5561221,-0.608963,-0.0528409
80,0.5503848,0.6430834,"('dominated', 'dominating')",0.5503848,0.6430834,0.0926986
81,0.33565435,0.42118284,"('submissive', 'aggressive')",0.3356543,0.4211828,0.0855285
82,0.95733005,0.96153474,"('poor', 'rich')",0.95733,0.9615347,0.0042047
83,0.60739595,0.5463628,"('powerless', 'powerful')",0.6073959,0.5463628,-0.0610331
84,-0.05768431,-0.09324579,"('inferior', 'superior')",-0.0576843,-0.0932458,-0.0355615
85,-0.1918246,-0.2880445,"('insignificant', 'prestigious')",-0.1918246,-0.2880445,-0.0962199
