,m&t_male,m&t_female,tuple,bank_male,bank_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.7926198,-0.933851,"('unsociable', 'sociable')",-1.6411862,-1.8623519,-0.23673451,-0.4366923,-0.8901801,-1.0776317,-0.1874516
1,-1.684103,-1.6682003,"('unfriendly', 'friendly')",-0.6617067,-0.6452987,-0.52199477,-0.5764831,-0.9559348,-0.9633273,-0.0073925
2,1.4125537,1.5154254,"('unlikable', 'likable')",1.4988086,1.66185,1.4941978,1.5538181,1.46852,1.5770311,0.1085111
3,1.06317,1.1496913,"('repellent', 'pleasant')",-1.5271503,-1.4970922,-0.9604297,-0.94894,-0.4748034,-0.4321136,0.0426898
4,1.4682027,1.4936618,"('disliked', 'liked')",0.59636533,0.6373543,0.40080413,0.40872332,0.8217907,0.8465798,0.0247891
5,0.6979806,0.78181547,"('distant', 'outgoing')",1.0678747,1.2029377,0.45001203,0.63708425,0.7386224,0.8739458,0.1353234
6,0.41636688,0.5628605,"('distant', 'open')",1.30422,1.5446702,0.06504058,0.28572682,0.5952091,0.7977525,0.2025434
7,-0.14635693,-0.19190258,"('insensitive', 'sensitive')",-1.1513492,-1.1726998,-0.29025263,-0.39755124,-0.5293196,-0.5873845,-0.0580649
8,-1.9011934,-1.7460796,"('unaffectionate', 'affectionate')",0.18317683,0.38815492,0.40070933,0.4288707,-0.4391024,-0.3096847,0.1294177
9,-1.2929968,-1.2313036,"('unaffectionate', 'caring')",-0.417922,-0.33525997,0.61102986,0.60336214,-0.3666296,-0.3210672,0.0455624
10,-0.9490705,-1.060244,"('unsympathetic', 'sympathetic')",-1.7380512,-1.8313468,-0.44888207,-0.72357136,-1.0453346,-1.205054,-0.1597194
11,-0.15535668,-0.29476404,"('unhelpful', 'helpful')",-1.5928688,-1.8079917,0.69265574,0.5980967,-0.3518565,-0.501553,-0.1496965
12,0.07949878,0.12084228,"('unsupportive', 'supportive')",-0.6187219,-0.49675173,1.2341988,1.3490816,0.2316586,0.3243907,0.0927321
13,-0.25647974,-0.39256537,"('impolite', 'polite')",-1.4053795,-1.503245,0.11652623,0.09087665,-0.515111,-0.6016446,-0.0865336
14,0.38443676,0.2225285,"('antisocial', 'social')",-0.72770834,-0.9012065,0.5509424,0.41040897,0.0692236,-0.089423,-0.1586466
15,0.73496187,0.54921615,"('boring', 'funny')",1.3448453,1.130748,0.9978292,0.7462472,1.0258788,0.8087371,-0.2171417
16,0.46004096,0.5237352,"('unpopular', 'popular')",0.1623913,0.25152135,-0.75120634,-0.7580564,-0.0429247,0.0057334,0.0486581
17,0.56457853,0.5840306,"('nasty', 'nice')",-0.37846217,-0.28043547,-0.04109551,-0.0027778847,0.0483403,0.1002724,0.0519321
18,-0.9350115,-0.71380377,"('disagreeable', 'welcoming')",0.34337404,0.68913,-0.39217165,-0.20496781,-0.3279364,-0.0765472,0.2513892
19,0.11114167,0.20215009,"('inhospitable', 'hospitable')",0.57061183,0.77332777,0.022412024,0.08531318,0.2347218,0.353597,0.1188752
20,-1.0245569,-0.98158425,"('rough', 'thoughtful')",-1.0248967,-0.87338084,-1.4531171,-1.365913,-1.1675236,-1.073626,0.0938976
21,0.12264689,0.11968455,"('immoral', 'moral')",-0.6129703,-0.6734859,-0.20055823,-0.29568788,-0.2302939,-0.2831631,-0.0528692
22,-0.9096084,-0.88448954,"('untrustworthy', 'trustworthy')",-0.33467376,-0.33387643,-0.52892625,-0.47474295,-0.5910695,-0.5643696,0.0266999
23,-0.9151963,-0.99133396,"('insincere', 'sincere')",-1.6935956,-1.8245085,0.13801947,0.014132692,-0.8235908,-0.9339033,-0.1103125
24,-1.3721226,-1.3251295,"('dishonest', 'honest')",-0.73569494,-0.7135421,0.79572916,0.7682053,-0.4373628,-0.4234887,0.0138741
25,-0.42402965,-0.35678408,"('egoistic', 'altruistic')",-0.15781766,-0.13581105,-0.10790092,-0.12456712,-0.2299161,-0.2057207,0.0241954
26,-0.23388255,-0.36533344,"('hardhearted', 'benevolent')",1.6971682,1.5961136,0.6510553,0.5885137,0.7047803,0.6064312,-0.0983491
27,-1.3028076,-1.2161447,"('hardhearted', 'softhearted')",-1.0091114,-0.89013827,-0.123205125,-0.0049274713,-0.8117081,-0.7037368,0.1079713
28,-0.7096242,-0.84534615,"('disloyal', 'loyal')",-0.5871868,-0.6769477,-0.15324757,-0.3840412,-0.4833529,-0.635445,-0.1520921
29,0.5954836,0.65297455,"('unfair', 'fair')",0.3599546,0.38316742,-0.45234486,-0.3764773,0.1676978,0.2198882,0.0521904
30,0.28376663,0.19968438,"('intolerant', 'tolerant')",-0.87465674,-0.9491146,0.061769187,-0.020084132,-0.1763736,-0.2565048,-0.0801312
31,-0.55646247,-0.36906663,"('evil', 'good')",0.899689,1.1227938,-0.1016508,0.12930515,0.0805252,0.2943441,0.2138189
