,refuse_male,refuse_female,tuple,average_male,average_female,female-male
0,-0.2381127,-0.27341735,"('unsociable', 'sociable')",-0.2381127,-0.2734174,-0.0353047
1,0.8587338,0.90192,"('unfriendly', 'friendly')",0.8587338,0.90192,0.0431862
2,-0.2968799,-0.114039235,"('unlikable', 'likable')",-0.2968799,-0.1140392,0.1828407
3,0.527997,0.6475516,"('repellent', 'pleasant')",0.527997,0.6475516,0.1195546
4,-7.929477,-7.8275623,"('disliked', 'liked')",-7.9294772,-7.8275623,0.1019149
5,-0.9058035,-0.76343155,"('distant', 'outgoing')",-0.9058035,-0.7634315,0.142372
6,-0.31957662,-0.28565642,"('distant', 'open')",-0.3195766,-0.2856564,0.0339202
7,1.0153648,1.0392106,"('insensitive', 'sensitive')",1.0153648,1.0392106,0.0238458
8,1.1407071,1.1221038,"('unaffectionate', 'affectionate')",1.1407071,1.1221038,-0.0186033
9,1.4059589,1.4023046,"('unaffectionate', 'caring')",1.4059589,1.4023046,-0.0036543
10,1.4490253,1.3681996,"('unsympathetic', 'sympathetic')",1.4490253,1.3681996,-0.0808257
11,1.8698024,1.8751693,"('unhelpful', 'helpful')",1.8698024,1.8751693,0.0053669
12,-1.8122513,-1.7123709,"('unsupportive', 'supportive')",-1.8122513,-1.7123709,0.0998804
13,-0.23153175,-0.18506795,"('impolite', 'polite')",-0.2315318,-0.185068,0.0464638
14,-0.092181474,-0.046909533,"('antisocial', 'social')",-0.0921815,-0.0469095,0.045272
15,0.17845365,0.1833982,"('boring', 'funny')",0.1784537,0.1833982,0.0049445
16,-1.5050576,-1.3743238,"('unpopular', 'popular')",-1.5050576,-1.3743238,0.1307338
17,-0.5053236,-0.5031129,"('nasty', 'nice')",-0.5053236,-0.5031129,0.0022107
18,-1.2170267,-1.0879093,"('disagreeable', 'welcoming')",-1.2170267,-1.0879093,0.1291174
19,-0.74540865,-0.7028352,"('inhospitable', 'hospitable')",-0.7454087,-0.7028352,0.0425735
20,0.6066664,0.49602857,"('rough', 'thoughtful')",0.6066664,0.4960286,-0.1106378
21,-0.06360033,0.068762586,"('immoral', 'moral')",-0.0636003,0.0687626,0.1323629
22,-0.42533565,-0.3632081,"('untrustworthy', 'trustworthy')",-0.4253356,-0.3632081,0.0621275
23,6.275017,6.2920976,"('insincere', 'sincere')",6.2750168,6.2920976,0.0170808
24,1.8182262,1.8060911,"('dishonest', 'honest')",1.8182262,1.8060911,-0.0121351
25,-0.045930803,-0.09815991,"('egoistic', 'altruistic')",-0.0459308,-0.0981599,-0.0522291
26,1.0049266,0.79740465,"('hardhearted', 'benevolent')",1.0049266,0.7974046,-0.207522
27,1.6049198,1.453607,"('hardhearted', 'softhearted')",1.6049198,1.453607,-0.1513128
28,1.3034636,1.1642678,"('disloyal', 'loyal')",1.3034636,1.1642678,-0.1391958
29,-0.45089114,-0.58263904,"('unfair', 'fair')",-0.4508911,-0.582639,-0.1317479
30,0.83393556,0.8488845,"('intolerant', 'tolerant')",0.8339356,0.8488845,0.0149489
31,-1.6467341,-1.5822911,"('evil', 'good')",-1.6467341,-1.5822911,0.064443
32,0.92952096,0.81812567,"('unkind', 'kind')",0.929521,0.8181257,-0.1113953
33,-0.899473,-0.9041126,"('wrong', 'right')",-0.899473,-0.9041126,-0.0046396
34,4.189841,4.370076,"('mean', 'honorable')",4.1898408,4.3700762,0.1802354
35,-1.2769729,-1.4767469,"('corrupt', 'incorrupt')",-1.2769729,-1.4767469,-0.199774
36,-0.9119253,-1.0714489,"('hostile', 'amicable')",-0.9119253,-1.0714489,-0.1595236
37,0.74117917,0.73468,"('fake', 'genuine')",0.7411792,0.73468,-0.0064992
38,-0.45479488,-0.4453233,"('untruthful', 'truthful')",-0.4547949,-0.4453233,0.0094716
39,-0.060227662,-0.07847954,"('exploitative', 'cooperative')",-0.0602277,-0.0784795,-0.0182518
40,-1.3992524,-1.4680051,"('stingy', 'generous')",-1.3992524,-1.4680051,-0.0687527
41,0.057637304,-0.09014036,"('unforgiving', 'forgiving')",0.0576373,-0.0901404,-0.1477777
42,-2.2693007,-2.2122235,"('unreliable', 'reliable')",-2.2693007,-2.2122235,0.0570772
43,1.2206155,1.3029644,"('irresponsible', 'responsible')",1.2206155,1.3029644,0.0823489
44,-1.3055608,-1.3199599,"('prejudiced', 'unprejudiced')",-1.3055608,-1.3199599,-0.0143991
45,0.20677799,0.15625802,"('incompetent', 'competent')",0.206778,0.156258,-0.05052
46,-0.5092848,-0.5176213,"('uncompetitive', 'competitive')",-0.5092848,-0.5176213,-0.0083365
47,5.2371154,5.380767,"('stupid', 'smart')",5.2371154,5.3807669,0.1436515
48,0.65632683,0.6688968,"('unintelligent', 'intelligent')",0.6563268,0.6688968,0.01257
49,-0.8189049,-0.58667594,"('unable', 'able')",-0.8189049,-0.5866759,0.232229
50,-0.79127145,-0.753742,"('clumsy', 'skillful')",-0.7912714,-0.753742,0.0375294
51,-0.08512927,-0.038279187,"('uneducated', 'educated')",-0.0851293,-0.0382792,0.0468501
52,-0.5052474,-0.5423548,"('irrational', 'rational')",-0.5052474,-0.5423548,-0.0371074
53,0.019788137,0.02088622,"('uncreative', 'creative')",0.0197881,0.0208862,0.0010981
54,0.43680617,0.540266,"('incapable', 'capable')",0.4368062,0.540266,0.1034598
55,0.65280336,0.75092906,"('incompetent', 'clever')",0.6528034,0.7509291,0.0981257
56,0.7176236,0.77800983,"('impractical', 'practical')",0.7176236,0.7780098,0.0603862
57,-2.6023579,-2.591203,"('unimaginative', 'imaginative')",-2.6023579,-2.591203,0.0111549
58,0.18640439,0.08335324,"('undiscriminating', 'discriminating')",0.1864044,0.0833532,-0.1030512
59,-0.46339378,-0.3578956,"('foolish', 'wise')",-0.4633938,-0.3578956,0.1054982
60,0.20251182,0.3858841,"('inefficient', 'efficient')",0.2025118,0.3858841,0.1833723
61,0.42250997,0.27635852,"('illogical', 'logical')",0.42251,0.2763585,-0.1461515
62,0.517591,0.7577481,"('incompetent', 'brilliant')",0.517591,0.7577481,0.2401571
63,0.25466132,0.335996,"('unperceptive', 'insightful')",0.2546613,0.335996,0.0813347
64,-6.4996057,-6.2689557,"('shy', 'confident')",-6.4996057,-6.2689557,0.23065
65,0.75912875,0.80084544,"('insecure', 'secure')",0.7591287,0.8008454,0.0417167
66,-0.13634506,-0.1926912,"('inactive', 'active')",-0.1363451,-0.1926912,-0.0563461
67,-0.6539082,-0.60607624,"('doubtful', 'determined')",-0.6539082,-0.6060762,0.047832
68,-0.9860337,-0.9071613,"('dependent', 'independent')",-0.9860337,-0.9071613,0.0788724
69,-2.365639,-2.308271,"('lazy', 'industrious')",-2.365639,-2.3082709,0.0573681
70,1.4739995,1.5094368,"('lethargic', 'energetic')",1.4739995,1.5094368,0.0354373
