,cummins_male,cummins_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.40448004,-0.4544432,"('unsociable', 'sociable')",-0.24893391,-0.34541667,-0.326707,-0.3999299,-0.0732229
1,0.33777538,0.08752592,"('unfriendly', 'friendly')",1.8862172,1.6634343,1.1119963,0.8754801,-0.2365162
2,0.3918726,0.47097653,"('unlikable', 'likable')",0.26996273,0.33638644,0.3309177,0.4036815,0.0727638
3,-0.7174768,-0.5591357,"('repellent', 'pleasant')",0.17260465,0.25443324,-0.2724361,-0.1523512,0.1200849
4,0.39815885,0.19446033,"('disliked', 'liked')",-6.115096,-6.0829387,-2.8584685,-2.9442391,-0.0857706
5,0.4445173,0.23647906,"('distant', 'outgoing')",-0.13956037,-0.2907681,0.1524785,-0.0271445,-0.179623
6,-0.48998538,-0.65009314,"('distant', 'open')",0.48464492,0.27478036,-0.0026702,-0.1876564,-0.1849862
7,-0.5203997,-0.32644078,"('insensitive', 'sensitive')",0.93788016,0.94908667,0.2087402,0.3113229,0.1025827
8,-0.88720423,-1.0364035,"('unaffectionate', 'affectionate')",0.8332885,0.6679893,-0.0269579,-0.1842071,-0.1572492
9,-0.004244294,-0.1157327,"('unaffectionate', 'caring')",1.3672446,1.219471,0.6815001,0.5518692,-0.1296309
10,-0.84447336,-0.6606048,"('unsympathetic', 'sympathetic')",0.25716853,0.32368588,-0.2936524,-0.1684594,0.125193
11,0.017325155,0.13613611,"('unhelpful', 'helpful')",1.9679911,2.0186083,0.9926581,1.0773722,0.0847141
12,-0.04746641,0.036058187,"('unsupportive', 'supportive')",-1.6055272,-1.523767,-0.8264968,-0.7438544,0.0826424
13,-0.02279212,0.062286686,"('impolite', 'polite')",-0.3437,-0.26280394,-0.1832461,-0.1002586,0.0829875
14,-0.46432686,-0.3726154,"('antisocial', 'social')",-0.6540974,-0.59005976,-0.5592121,-0.4813376,0.0778745
15,-0.018963024,-0.167712,"('boring', 'funny')",0.45105326,0.38136473,0.2160451,0.1068264,-0.1092187
16,-0.6573108,-0.6678908,"('unpopular', 'popular')",0.2876023,0.34951165,-0.1848542,-0.1591896,0.0256646
17,-0.61734116,-0.58952564,"('nasty', 'nice')",-0.23800433,-0.18829739,-0.4276727,-0.3889115,0.0387612
18,-1.2721092,-1.2673994,"('disagreeable', 'welcoming')",-0.6880156,-0.7411495,-0.9800624,-1.0042745,-0.0242121
