,bowler_male,bowler_female,tuple,average_male,average_female,female-male
0,0.37088037,0.30188674,"('unsociable', 'sociable')",0.3708804,0.3018867,-0.0689937
1,0.90014195,0.90172106,"('unfriendly', 'friendly')",0.900142,0.9017211,0.0015791
2,0.37607783,0.53360283,"('unlikable', 'likable')",0.3760778,0.5336028,0.157525
3,0.9823673,1.0390558,"('repellent', 'pleasant')",0.9823673,1.0390558,0.0566885
4,-7.224193,-7.202034,"('disliked', 'liked')",-7.2241931,-7.202034,0.0221591
5,-0.5305483,-0.46919185,"('distant', 'outgoing')",-0.5305483,-0.4691918,0.0613565
6,-0.08952817,-0.09813105,"('distant', 'open')",-0.0895282,-0.0981311,-0.0086029
7,1.5158547,1.4766904,"('insensitive', 'sensitive')",1.5158547,1.4766904,-0.0391643
8,1.0535145,0.94267315,"('unaffectionate', 'affectionate')",1.0535145,0.9426731,-0.1108414
9,1.276871,1.2741289,"('unaffectionate', 'caring')",1.276871,1.2741289,-0.0027421
10,1.9586042,1.7778583,"('unsympathetic', 'sympathetic')",1.9586042,1.7778583,-0.1807459
11,2.0080013,1.9843502,"('unhelpful', 'helpful')",2.0080013,1.9843502,-0.0236511
12,-1.0502083,-1.0321747,"('unsupportive', 'supportive')",-1.0502083,-1.0321747,0.0180336
13,0.30259997,0.3044597,"('impolite', 'polite')",0.3026,0.3044597,0.0018597
14,0.26950747,0.32975718,"('antisocial', 'social')",0.2695075,0.3297572,0.0602497
15,0.22665118,0.236668,"('boring', 'funny')",0.2266512,0.236668,0.0100168
16,-0.7319912,-0.57850325,"('unpopular', 'popular')",-0.7319912,-0.5785033,0.1534879
17,0.31891906,0.24810633,"('nasty', 'nice')",0.3189191,0.2481063,-0.0708128
18,-0.50790715,-0.44811714,"('disagreeable', 'welcoming')",-0.5079072,-0.4481171,0.0597901
19,-0.35241345,-0.38434005,"('inhospitable', 'hospitable')",-0.3524134,-0.38434,-0.0319266
20,0.7461403,0.58285934,"('rough', 'thoughtful')",0.7461403,0.5828593,-0.163281
21,0.2722903,0.39650494,"('immoral', 'moral')",0.2722903,0.3965049,0.1242146
22,0.27856976,0.27416435,"('untrustworthy', 'trustworthy')",0.2785698,0.2741643,-0.0044055
23,6.2456613,6.303611,"('insincere', 'sincere')",6.2456613,6.3036108,0.0579495
24,1.7644072,1.7423735,"('dishonest', 'honest')",1.7644072,1.7423735,-0.0220337
25,0.09926694,0.15095748,"('egoistic', 'altruistic')",0.0992669,0.1509575,0.0516906
26,0.37326005,0.20997617,"('hardhearted', 'benevolent')",0.3732601,0.2099762,-0.1632839
27,1.7784609,1.5525964,"('hardhearted', 'softhearted')",1.7784609,1.5525964,-0.2258645
28,1.1705031,1.0473197,"('disloyal', 'loyal')",1.1705031,1.0473197,-0.1231834
29,-0.26394904,-0.39876235,"('unfair', 'fair')",-0.263949,-0.3987623,-0.1348133
30,1.3740815,1.3955029,"('intolerant', 'tolerant')",1.3740815,1.3955029,0.0214214
31,-1.2990997,-1.2360823,"('evil', 'good')",-1.2990997,-1.2360823,0.0630174
