,timpani_male,timpani_female,tuple,average_male,average_female,female-male
0,-0.43327886,-0.6287356,"('unsociable', 'sociable')",-0.4332789,-0.6287356,-0.1954567
1,0.6732302,0.579469,"('unfriendly', 'friendly')",0.6732302,0.579469,-0.0937612
2,0.099304855,0.16000403,"('unlikable', 'likable')",0.0993049,0.160004,0.0606991
3,-0.47698808,-0.4030632,"('repellent', 'pleasant')",-0.4769881,-0.4030632,0.0739249
4,-2.6075401,-2.7584705,"('disliked', 'liked')",-2.6075401,-2.7584705,-0.1509304
5,-0.09724171,-0.033916995,"('distant', 'outgoing')",-0.0972417,-0.033917,0.0633247
6,-0.39865184,-0.37242752,"('distant', 'open')",-0.3986518,-0.3724275,0.0262243
7,-0.8801346,-0.8333258,"('insensitive', 'sensitive')",-0.8801346,-0.8333258,0.0468088
8,0.24388097,0.17649725,"('unaffectionate', 'affectionate')",0.243881,0.1764973,-0.0673837
9,-0.35281006,-0.40108392,"('unaffectionate', 'caring')",-0.3528101,-0.4010839,-0.0482738
10,-1.326331,-1.2928312,"('unsympathetic', 'sympathetic')",-1.326331,-1.2928312,0.0334998
11,-0.33566865,-0.24022618,"('unhelpful', 'helpful')",-0.3356687,-0.2402262,0.0954425
12,-1.4996208,-1.4918754,"('unsupportive', 'supportive')",-1.4996208,-1.4918754,0.0077454
13,-0.17309746,-0.28829962,"('impolite', 'polite')",-0.1730975,-0.2882996,-0.1152021
14,-0.225152,-0.32156068,"('antisocial', 'social')",-0.225152,-0.3215607,-0.0964087
15,1.16315,1.0605036,"('boring', 'funny')",1.16315,1.0605036,-0.1026464
16,-0.25722355,-0.29905653,"('unpopular', 'popular')",-0.2572235,-0.2990565,-0.041833
17,-0.7509578,-0.6255119,"('nasty', 'nice')",-0.7509578,-0.6255119,0.1254459
18,-0.21126264,-0.2371129,"('disagreeable', 'welcoming')",-0.2112626,-0.2371129,-0.0258503
19,-0.7914688,-0.721355,"('inhospitable', 'hospitable')",-0.7914688,-0.721355,0.0701138
20,-0.44889984,-0.36282247,"('rough', 'thoughtful')",-0.4488998,-0.3628225,0.0860773
21,-0.011179244,-0.043962847,"('immoral', 'moral')",-0.0111792,-0.0439628,-0.0327836
22,-0.36604655,-0.42672455,"('untrustworthy', 'trustworthy')",-0.3660465,-0.4267246,-0.0606781
23,1.3838831,1.5129687,"('insincere', 'sincere')",1.3838831,1.5129687,0.1290856
24,0.16257417,0.16425587,"('dishonest', 'honest')",0.1625742,0.1642559,0.0016817
25,1.1241783,1.098066,"('egoistic', 'altruistic')",1.1241783,1.098066,-0.0261123
26,1.7411637,1.4960318,"('hardhearted', 'benevolent')",1.7411637,1.4960318,-0.2451319
27,0.66401297,0.6237775,"('hardhearted', 'softhearted')",0.664013,0.6237775,-0.0402355
28,0.08824116,-0.01529336,"('disloyal', 'loyal')",0.0882412,-0.0152934,-0.1035346
29,-0.38838243,-0.43986186,"('unfair', 'fair')",-0.3883824,-0.4398619,-0.0514795
30,0.30574173,0.2463395,"('intolerant', 'tolerant')",0.3057417,0.2463395,-0.0594022
31,-0.40897444,-0.3682822,"('evil', 'good')",-0.4089744,-0.3682822,0.0406922
32,0.75573236,0.59085816,"('unkind', 'kind')",0.7557324,0.5908582,-0.1648742
33,0.0025650375,-0.009087483,"('wrong', 'right')",0.002565,-0.0090875,-0.0116525
34,1.7567792,2.0461295,"('mean', 'honorable')",1.7567792,2.0461295,0.2893503
35,0.6457123,0.59200567,"('corrupt', 'incorrupt')",0.6457123,0.5920057,-0.0537066
36,0.25515857,0.18130328,"('hostile', 'amicable')",0.2551586,0.1813033,-0.0738553
37,-0.17698118,-0.14685345,"('fake', 'genuine')",-0.1769812,-0.1468534,0.0301278
38,-0.6059822,-0.5486905,"('untruthful', 'truthful')",-0.6059822,-0.5486905,0.0572917
39,0.17539212,0.31566975,"('exploitative', 'cooperative')",0.1753921,0.3156697,0.1402776
40,-1.0826025,-1.1331749,"('stingy', 'generous')",-1.0826025,-1.1331749,-0.0505724
41,0.2413072,0.12554865,"('unforgiving', 'forgiving')",0.2413072,0.1255486,-0.1157586
42,-1.471744,-1.5261427,"('unreliable', 'reliable')",-1.4717439,-1.5261427,-0.0543988
43,-1.026069,-0.9555097,"('irresponsible', 'responsible')",-1.026069,-0.9555097,0.0705593
44,-0.5583225,-0.46927798,"('prejudiced', 'unprejudiced')",-0.5583225,-0.469278,0.0890445
45,-0.9584263,-0.9729398,"('incompetent', 'competent')",-0.9584263,-0.9729398,-0.0145135
46,-1.191658,-1.2846571,"('uncompetitive', 'competitive')",-1.191658,-1.2846571,-0.0929991
47,1.8337629,2.006358,"('stupid', 'smart')",1.8337629,2.0063579,0.172595
48,-0.50157624,-0.44797936,"('unintelligent', 'intelligent')",-0.5015762,-0.4479794,0.0535968
49,-0.3855526,-0.3513493,"('unable', 'able')",-0.3855526,-0.3513493,0.0342033
50,-0.5673488,-0.6009588,"('clumsy', 'skillful')",-0.5673488,-0.6009588,-0.03361
51,-0.5604401,-0.6236668,"('uneducated', 'educated')",-0.5604401,-0.6236668,-0.0632267
52,-0.4745167,-0.49396825,"('irrational', 'rational')",-0.4745167,-0.4939682,-0.0194515
53,0.2222232,0.06450237,"('uncreative', 'creative')",0.2222232,0.0645024,-0.1577208
54,0.0053288974,0.0063554756,"('incapable', 'capable')",0.0053289,0.0063555,0.0010266
55,-0.43700066,-0.47360274,"('incompetent', 'clever')",-0.4370007,-0.4736027,-0.036602
56,0.33529273,0.24542658,"('impractical', 'practical')",0.3352927,0.2454266,-0.0898661
57,-1.5763078,-1.698908,"('unimaginative', 'imaginative')",-1.5763078,-1.698908,-0.1226002
58,0.3408318,0.14055057,"('undiscriminating', 'discriminating')",0.3408318,0.1405506,-0.2002812
