,berkshire_male,berkshire_female,tuple,hathaway_male,hathaway_female,inc_male,inc_female,del_male,del_female,average_male,average_female,female-male
0,0.2897235,0.24260843,"('unsociable', 'sociable')",-1.9101795,-1.9751492,-0.2143988,-0.40222523,-0.53535086,-0.48822862,-0.5925514,-0.6557486,-0.0631972
1,0.13818298,0.1368245,"('unfriendly', 'friendly')",-0.14495978,-0.19145282,0.26022765,0.04438709,2.1599603,2.0711591,0.6033528,0.5152295,-0.0881233
2,0.16424477,0.29769564,"('unlikable', 'likable')",0.30170625,0.36449546,1.1680835,1.2758384,0.039444134,0.14369705,0.4183697,0.5204316,0.1020619
3,-0.64980245,-0.53773797,"('repellent', 'pleasant')",-1.7520052,-1.6531916,-0.3500184,-0.3203436,0.76799804,0.8244445,-0.4959571,-0.4217071,0.07425
4,0.40585676,0.39118594,"('disliked', 'liked')",1.5122548,1.573764,0.3477306,0.30168968,-6.80108,-6.8907332,-1.1338096,-1.1560235,-0.0222139
5,-0.7514599,-0.7418031,"('distant', 'outgoing')",1.3672591,1.4192901,0.10403299,0.087746754,0.61449873,0.5089408,0.3335828,0.3185436,-0.0150392
6,-0.66586167,-0.67136335,"('distant', 'open')",1.5088542,1.55795,0.016602062,-0.033313897,1.2973074,1.2169479,0.5392255,0.5175552,-0.0216703
7,1.108481,1.1270069,"('insensitive', 'sensitive')",-1.2365046,-1.2104237,0.19279233,0.1804497,0.47357303,0.5847647,0.1345855,0.1704494,0.0358639
8,0.40469486,0.44510576,"('unaffectionate', 'affectionate')",0.5271996,0.47057682,-0.65775836,-0.73769176,1.3107501,1.2201347,0.3962216,0.3495314,-0.0466902
9,1.4371501,1.4368489,"('unaffectionate', 'caring')",0.15313938,0.113875814,-0.13191378,-0.17900288,1.5356584,1.5485514,0.7485085,0.7300683,-0.0184402
10,0.90531176,0.93521535,"('unsympathetic', 'sympathetic')",-3.4271138,-3.4360173,-0.5852554,-0.6545956,-0.6484704,-0.42740512,-0.9388819,-0.8957007,0.0431812
11,-0.6133603,-0.5985255,"('unhelpful', 'helpful')",-2.2752438,-2.2622495,-0.018305147,-0.0017332844,0.1914556,0.328339,-0.6788634,-0.6335423,0.0453211
12,1.4335988,1.5496943,"('unsupportive', 'supportive')",-0.8930267,-0.7823235,0.48449427,0.5589895,-2.083416,-1.9908719,-0.2645874,-0.1661279,0.0984595
13,-0.17549403,-0.2511512,"('impolite', 'polite')",-2.243367,-2.3192472,-0.19349432,-0.24976231,-0.49439102,-0.40085655,-0.7766865,-0.8052543,-0.0285678
14,0.49535915,0.5348676,"('antisocial', 'social')",-1.8373353,-1.7774532,0.22239304,0.26832724,-0.75430095,-0.70237035,-0.468471,-0.4191572,0.0493138
15,-0.34488183,-0.364089,"('boring', 'funny')",0.45254752,0.4068179,0.1921298,0.17232129,0.28621233,0.16758968,0.146502,0.09566,-0.050842
16,-1.4833924,-1.4324226,"('unpopular', 'popular')",1.0683409,1.0913492,-0.19170786,-0.16734758,1.1307234,1.1187456,0.130991,0.1525812,0.0215902
17,-0.44923347,-0.33946666,"('nasty', 'nice')",0.5902602,0.6760961,-0.48287544,-0.42847535,-1.2036952,-1.2107549,-0.386386,-0.3256502,0.0607358
18,-0.30727863,-0.21940587,"('disagreeable', 'welcoming')",0.46040025,0.5110901,0.05794312,0.09884564,-0.57018745,-0.6497874,-0.0897807,-0.0648144,0.0249663
19,-0.07406357,-0.09468991,"('inhospitable', 'hospitable')",0.24126199,0.25054187,-0.11288755,-0.13339326,-0.056804705,-0.097465426,-0.0006235,-0.0187517,-0.0181282
20,1.2323906,1.3169239,"('rough', 'thoughtful')",-0.4481683,-0.42110586,0.9767604,0.96286625,0.48311982,0.41195145,0.5610256,0.567659,0.0066334
21,0.94204086,0.9524038,"('immoral', 'moral')",-1.9838023,-1.9577445,-0.0013407916,0.009663496,-0.7385053,-0.612273,-0.4454018,-0.4019876,0.0434142
22,-0.7103545,-0.74636996,"('untrustworthy', 'trustworthy')",-1.3414102,-1.336839,-0.08378783,-0.17083615,-1.4677875,-1.4530312,-0.900835,-0.9267691,-0.0259341
23,0.45910403,0.48773304,"('insincere', 'sincere')",-2.51506,-2.5362298,-0.3435725,-0.42657316,5.041775,5.103852,0.6605617,0.6571954,-0.0033663
24,1.1245975,1.0748395,"('dishonest', 'honest')",-1.4299495,-1.4629259,-0.22327086,-0.2540857,0.5334718,0.5132792,0.0012122,-0.0322232,-0.0334354
25,0.20198056,0.20691448,"('egoistic', 'altruistic')",1.7502013,1.7107618,0.9116625,0.84004635,1.1263795,1.0394399,0.997556,0.9492906,-0.0482654
26,0.41909504,0.39573428,"('hardhearted', 'benevolent')",0.55598617,0.4791726,1.3613166,1.2576113,1.0791652,1.0062937,0.8538907,0.784703,-0.0691877
27,0.46948165,0.4930606,"('hardhearted', 'softhearted')",0.40873283,0.4070062,0.28191972,0.2567387,1.4009892,1.2689773,0.6402808,0.6064457,-0.0338351
28,1.1761764,1.0328351,"('disloyal', 'loyal')",-1.7603904,-1.8195966,-0.2044914,-0.40343374,0.5012014,0.4923377,-0.071876,-0.1744644,-0.1025884
29,0.012396347,-0.03009937,"('unfair', 'fair')",1.0449662,1.0209932,-0.3770624,-0.4303316,-0.402601,-0.48741898,0.0694248,0.0182858,-0.051139
30,0.75606626,0.8256838,"('intolerant', 'tolerant')",-1.7936193,-1.7984036,0.9618683,0.90173066,-0.044242054,-0.042319197,-0.0299817,-0.0283271,0.0016546
