,lover_male,lover_female,tuple,average_male,average_female,female-male
0,0.03947633,0.03249396,"('unsociable', 'sociable')",0.0394763,0.032494,-0.0069823
1,0.90862995,0.80229676,"('unfriendly', 'friendly')",0.90863,0.8022968,-0.1063332
2,0.48193952,0.6254155,"('unlikable', 'likable')",0.4819395,0.6254155,0.143476
3,0.90936273,0.9500324,"('repellent', 'pleasant')",0.9093627,0.9500324,0.0406697
4,-7.174808,-7.4010835,"('disliked', 'liked')",-7.174808,-7.4010835,-0.2262755
5,-0.37461108,-0.43537155,"('distant', 'outgoing')",-0.3746111,-0.4353715,-0.0607604
6,0.068726756,-0.05139257,"('distant', 'open')",0.0687268,-0.0513926,-0.1201194
7,0.93395215,1.0336868,"('insensitive', 'sensitive')",0.9339522,1.0336868,0.0997346
8,0.8364844,0.7904367,"('unaffectionate', 'affectionate')",0.8364844,0.7904367,-0.0460477
9,1.263969,1.3747205,"('unaffectionate', 'caring')",1.2639689,1.3747205,0.1107516
10,1.1030823,1.2019655,"('unsympathetic', 'sympathetic')",1.1030823,1.2019655,0.0988832
11,1.4552888,1.5757033,"('unhelpful', 'helpful')",1.4552888,1.5757033,0.1204145
12,-1.6202997,-1.6152229,"('unsupportive', 'supportive')",-1.6202997,-1.6152229,0.0050768
13,0.11286423,0.18601564,"('impolite', 'polite')",0.1128642,0.1860156,0.0731514
14,0.016184948,-0.011843116,"('antisocial', 'social')",0.0161849,-0.0118431,-0.028028
15,0.16333805,0.11086036,"('boring', 'funny')",0.1633381,0.1108604,-0.0524777
16,-0.3561697,-0.362578,"('unpopular', 'popular')",-0.3561697,-0.362578,-0.0064083
17,-0.025408497,-0.068965614,"('nasty', 'nice')",-0.0254085,-0.0689656,-0.0435571
18,-0.2809435,-0.3375999,"('disagreeable', 'welcoming')",-0.2809435,-0.3375999,-0.0566564
19,-0.6917658,-0.6310578,"('inhospitable', 'hospitable')",-0.6917658,-0.6310578,0.060708
20,0.8810761,0.7735479,"('rough', 'thoughtful')",0.8810761,0.7735479,-0.1075282
21,0.01629202,0.24173597,"('immoral', 'moral')",0.016292,0.241736,0.225444
22,0.08708392,0.059060223,"('untrustworthy', 'trustworthy')",0.0870839,0.0590602,-0.0280237
23,5.7493067,5.969766,"('insincere', 'sincere')",5.7493067,5.9697661,0.2204594
24,1.4979507,1.546738,"('dishonest', 'honest')",1.4979507,1.546738,0.0487873
25,0.3872108,0.29594257,"('egoistic', 'altruistic')",0.3872108,0.2959426,-0.0912682
26,0.30988333,0.11950139,"('hardhearted', 'benevolent')",0.3098833,0.1195014,-0.1903819
27,1.5744622,1.4049262,"('hardhearted', 'softhearted')",1.5744622,1.4049262,-0.169536
28,1.0242307,1.0380267,"('disloyal', 'loyal')",1.0242307,1.0380267,0.013796
29,-0.22474995,-0.30756873,"('unfair', 'fair')",-0.22475,-0.3075687,-0.0828187
30,0.79601663,0.8928749,"('intolerant', 'tolerant')",0.7960166,0.8928749,0.0968583
31,-1.3445178,-1.5134412,"('evil', 'good')",-1.3445178,-1.5134412,-0.1689234
32,1.0419841,1.0686032,"('unkind', 'kind')",1.0419841,1.0686032,0.0266191
