,ingevity_male,ingevity_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.3515475,-1.4072481,"('unsociable', 'sociable')",-0.06582011,-0.19854906,-0.7086838,-0.8028986,-0.0942148
1,-2.477092,-2.4910429,"('unfriendly', 'friendly')",1.7901888,1.6526216,-0.3434516,-0.4192106,-0.075759
2,-0.01532704,0.034330763,"('unlikable', 'likable')",0.47334933,0.45641163,0.2290111,0.2453712,0.0163601
3,-0.6598452,-0.5562467,"('repellent', 'pleasant')",0.562603,0.62490535,-0.0486211,0.0343293,0.0829504
4,-0.18631308,-0.18915682,"('disliked', 'liked')",-7.0922294,-7.2941203,-3.6392713,-3.7416387,-0.1023674
5,-0.022493986,0.027826976,"('distant', 'outgoing')",-0.19486673,-0.26722112,-0.1086804,-0.1196971,-0.0110167
6,-0.536964,-0.47161153,"('distant', 'open')",0.052773993,-0.043481193,-0.242095,-0.2575464,-0.0154514
7,-0.9467086,-0.94237614,"('insensitive', 'sensitive')",0.28062475,0.30603185,-0.3330419,-0.3181722,0.0148697
8,-1.9835603,-1.9910836,"('unaffectionate', 'affectionate')",1.0361474,0.93955094,-0.4737065,-0.5257664,-0.0520599
9,-1.9056681,-1.8755658,"('unaffectionate', 'caring')",1.2333003,1.2078279,-0.3361839,-0.3338689,0.002315
10,-2.1076028,-2.0811818,"('unsympathetic', 'sympathetic')",-0.67622036,-0.64621675,-1.3919116,-1.3636992,0.0282124
11,-0.9612187,-0.9730061,"('unhelpful', 'helpful')",1.3192351,1.414861,0.1790082,0.2209274,0.0419192
12,-1.5921615,-1.4700383,"('unsupportive', 'supportive')",-2.2159932,-2.251583,-1.9040773,-1.8608108,0.0432665
13,-0.8779165,-0.9065148,"('impolite', 'polite')",-0.99985737,-0.9430071,-0.9388869,-0.9247609,0.014126
14,0.27657276,0.2583752,"('antisocial', 'social')",-0.068606235,-0.16939026,0.1039833,0.0444925,-0.0594908
15,0.72135866,0.6337068,"('boring', 'funny')",0.035438173,0.0013227975,0.3783984,0.3175148,-0.0608836
