,transmission_male,transmission_female,tuple,average_male,average_female,female-male
0,0.16362646,-0.034303278,"('unsociable', 'sociable')",0.1636265,-0.0343033,-0.1979298
1,0.9113301,0.8090314,"('unfriendly', 'friendly')",0.9113301,0.8090314,-0.1022987
2,0.5774759,0.633549,"('unlikable', 'likable')",0.5774759,0.633549,0.0560731
3,0.23335171,0.35309252,"('repellent', 'pleasant')",0.2333517,0.3530925,0.1197408
4,-6.8588295,-7.027264,"('disliked', 'liked')",-6.8588295,-7.0272641,-0.1684346
5,-0.48146752,-0.2805748,"('distant', 'outgoing')",-0.4814675,-0.2805748,0.2008927
6,-0.38134181,-0.18138134,"('distant', 'open')",-0.3813418,-0.1813813,0.1999605
7,0.439399,0.4274076,"('insensitive', 'sensitive')",0.439399,0.4274076,-0.0119914
8,0.7932226,0.85641706,"('unaffectionate', 'affectionate')",0.7932226,0.8564171,0.0631945
9,1.6796039,1.7600964,"('unaffectionate', 'caring')",1.6796039,1.7600964,0.0804925
10,0.285419,0.40804058,"('unsympathetic', 'sympathetic')",0.285419,0.4080406,0.1226216
11,2.0502846,2.0426297,"('unhelpful', 'helpful')",2.0502846,2.0426297,-0.0076549
12,-1.5462862,-1.593955,"('unsupportive', 'supportive')",-1.5462862,-1.593955,-0.0476688
13,0.437182,0.35840243,"('impolite', 'polite')",0.437182,0.3584024,-0.0787796
14,0.26682526,0.0192674,"('antisocial', 'social')",0.2668253,0.0192674,-0.2475579
15,0.81945986,0.7750052,"('boring', 'funny')",0.8194599,0.7750052,-0.0444547
16,0.09282622,0.05704478,"('unpopular', 'popular')",0.0928262,0.0570448,-0.0357814
17,-0.16902596,-0.120781176,"('nasty', 'nice')",-0.169026,-0.1207812,0.0482448
18,-1.0011914,-1.0150795,"('disagreeable', 'welcoming')",-1.0011914,-1.0150795,-0.0138881
19,-0.69506276,-0.5505228,"('inhospitable', 'hospitable')",-0.6950628,-0.5505228,0.14454
20,0.5003211,0.4922806,"('rough', 'thoughtful')",0.5003211,0.4922806,-0.0080405
