,newell_male,newell_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.04534714,-0.15557209,"('unsociable', 'sociable')",0.4279138,0.30918518,-0.69601387,-0.8631593,-0.1044824,-0.2365154,-0.132033
1,2.5560026,2.5040653,"('unfriendly', 'friendly')",1.2069298,1.2137407,1.6849924,1.6361961,1.8159749,1.7846673,-0.0313076
2,1.3528001,1.4127467,"('unlikable', 'likable')",1.0186025,1.0959824,0.7647076,0.8693774,1.0453701,1.1260355,0.0806654
3,-1.8404375,-1.800821,"('repellent', 'pleasant')",-0.7656157,-0.62093556,-0.28620857,-0.29827586,-0.9640873,-0.9066775,0.0574098
4,0.115799196,0.044266146,"('disliked', 'liked')",-0.28674075,-0.246884,-5.7016263,-5.70629,-1.9575226,-1.9696358,-0.0121132
5,1.6237323,1.6596457,"('distant', 'outgoing')",0.35870433,0.47613272,0.13336793,0.22419176,0.7052682,0.7866567,0.0813885
6,0.9035431,0.9453994,"('distant', 'open')",0.04127124,0.1528578,0.6758708,0.72201794,0.5402284,0.6067584,0.06653
7,0.19806957,0.10734038,"('insensitive', 'sensitive')",0.15993991,0.20503801,0.15410455,0.09385018,0.1707047,0.1354095,-0.0352952
8,1.2047269,1.1750515,"('unaffectionate', 'affectionate')",0.14449565,0.15733302,0.5918619,0.5207524,0.6470281,0.6177123,-0.0293158
9,1.5546138,1.5363109,"('unaffectionate', 'caring')",0.98658174,1.0103141,0.971333,0.92133343,1.1708429,1.1559862,-0.0148567
10,-0.3835066,-0.48137268,"('unsympathetic', 'sympathetic')",0.27244064,0.28724822,-0.3946519,-0.5840563,-0.1685726,-0.2593936,-0.090821
11,0.12397164,0.094381884,"('unhelpful', 'helpful')",0.46836013,0.5159653,1.8716624,1.8045912,0.8213313,0.8049795,-0.0163518
12,2.2478666,2.3179343,"('unsupportive', 'supportive')",0.82407886,1.0353571,-1.4096806,-1.398747,0.5540883,0.6515148,0.0974265
13,-0.41910678,-0.4878047,"('impolite', 'polite')",0.24171591,0.21487395,-0.6238496,-0.714041,-0.2670801,-0.3289906,-0.0619105
14,0.25261003,0.14338315,"('antisocial', 'social')",-0.09492551,-0.16387603,-1.1464969,-1.2535813,-0.3296041,-0.4246914,-0.0950873
15,0.26115316,0.167741,"('boring', 'funny')",-0.10727219,-0.17129768,0.43793473,0.41135946,0.1972719,0.1359343,-0.0613376
16,-0.4945266,-0.4907364,"('unpopular', 'popular')",-0.51764476,-0.46144617,0.43238708,0.48254168,-0.1932614,-0.156547,0.0367144
