,patrimony_male,patrimony_female,tuple,average_male,average_female,female-male
0,-0.6940486,-0.6860847,"('unsociable', 'sociable')",-0.6940486,-0.6860847,0.0079639
1,-0.74288535,-1.0511745,"('unfriendly', 'friendly')",-0.7428854,-1.0511745,-0.3082891
2,-0.07894395,0.0064594373,"('unlikable', 'likable')",-0.078944,0.0064594,0.0854034
3,-1.5357343,-1.3418756,"('repellent', 'pleasant')",-1.5357343,-1.3418756,0.1938587
4,-1.9464777,-2.04848,"('disliked', 'liked')",-1.9464777,-2.04848,-0.1020023
5,-0.34192607,-0.42407537,"('distant', 'outgoing')",-0.3419261,-0.4240754,-0.0821493
6,-0.1574904,-0.32813278,"('distant', 'open')",-0.1574904,-0.3281328,-0.1706424
7,-0.126002,-0.07189821,"('insensitive', 'sensitive')",-0.126002,-0.0718982,0.0541038
8,0.1084427,-0.08913065,"('unaffectionate', 'affectionate')",0.1084427,-0.0891306,-0.1975733
9,-0.9346439,-1.0370376,"('unaffectionate', 'caring')",-0.9346439,-1.0370376,-0.1023937
10,-1.7362578,-1.6994365,"('unsympathetic', 'sympathetic')",-1.7362578,-1.6994365,0.0368213
11,-0.9321017,-0.74037266,"('unhelpful', 'helpful')",-0.9321017,-0.7403727,0.191729
12,-1.6675628,-1.612695,"('unsupportive', 'supportive')",-1.6675628,-1.612695,0.0548678
13,-0.78264034,-0.6185936,"('impolite', 'polite')",-0.7826403,-0.6185936,0.1640467
14,-0.13968326,0.091825105,"('antisocial', 'social')",-0.1396833,0.0918251,0.2315084
15,0.32017362,0.2331118,"('boring', 'funny')",0.3201736,0.2331118,-0.0870618
16,-0.578845,-0.6593389,"('unpopular', 'popular')",-0.578845,-0.6593389,-0.0804939
17,0.63381124,0.59333014,"('nasty', 'nice')",0.6338112,0.5933301,-0.0404811
18,-0.8831538,-0.7855326,"('disagreeable', 'welcoming')",-0.8831538,-0.7855326,0.0976212
19,-0.8135545,-0.92489064,"('inhospitable', 'hospitable')",-0.8135545,-0.9248906,-0.1113361
20,0.05755984,0.0391822,"('rough', 'thoughtful')",0.0575598,0.0391822,-0.0183776
21,-1.6302269,-1.3651617,"('immoral', 'moral')",-1.6302269,-1.3651617,0.2650652
22,-0.35739744,-0.26155013,"('untrustworthy', 'trustworthy')",-0.3573974,-0.2615501,0.0958473
23,0.6805883,0.7447028,"('insincere', 'sincere')",0.6805883,0.7447028,0.0641145
24,-1.1974454,-1.1954762,"('dishonest', 'honest')",-1.1974454,-1.1954762,0.0019692
25,0.46639007,0.3117641,"('egoistic', 'altruistic')",0.4663901,0.3117641,-0.154626
26,1.8501332,1.5657461,"('hardhearted', 'benevolent')",1.8501332,1.5657461,-0.2843871
27,0.4932865,0.2970145,"('hardhearted', 'softhearted')",0.4932865,0.2970145,-0.196272
28,-0.086817026,-0.3464372,"('disloyal', 'loyal')",-0.086817,-0.3464372,-0.2596202
29,-0.78051436,-0.81030303,"('unfair', 'fair')",-0.7805144,-0.810303,-0.0297886
30,-0.5560895,-0.35550046,"('intolerant', 'tolerant')",-0.5560895,-0.3555005,0.200589
31,-0.3977649,-0.6425247,"('evil', 'good')",-0.3977649,-0.6425247,-0.2447598
32,0.13924393,0.07651677,"('unkind', 'kind')",0.1392439,0.0765168,-0.0627271
33,-0.012177821,-0.10016259,"('wrong', 'right')",-0.0121778,-0.1001626,-0.0879848
34,1.9497771,2.079531,"('mean', 'honorable')",1.9497771,2.079531,0.1297539
35,1.6161927,1.2233298,"('corrupt', 'incorrupt')",1.6161927,1.2233298,-0.3928629
36,1.0576948,0.5621308,"('hostile', 'amicable')",1.0576948,0.5621308,-0.495564
37,-0.39291638,-0.2678301,"('fake', 'genuine')",-0.3929164,-0.2678301,0.1250863
38,-0.7541349,-0.74595237,"('untruthful', 'truthful')",-0.7541349,-0.7459524,0.0081825
39,-0.21961686,-0.08627587,"('exploitative', 'cooperative')",-0.2196169,-0.0862759,0.133341
40,-0.1858897,-0.39409646,"('stingy', 'generous')",-0.1858897,-0.3940965,-0.2082068
41,0.078184515,-0.08465272,"('unforgiving', 'forgiving')",0.0781845,-0.0846527,-0.1628372
42,0.046961833,0.20252337,"('unreliable', 'reliable')",0.0469618,0.2025234,0.1555616
43,-1.4921013,-1.2368343,"('irresponsible', 'responsible')",-1.4921013,-1.2368343,0.255267
44,-0.030007351,0.21624324,"('prejudiced', 'unprejudiced')",-0.0300074,0.2162432,0.2462506
45,-0.65636426,-0.69113743,"('incompetent', 'competent')",-0.6563643,-0.6911374,-0.0347731
46,-1.71335,-1.6372691,"('uncompetitive', 'competitive')",-1.7133501,-1.6372691,0.076081
47,1.6460906,1.8001652,"('stupid', 'smart')",1.6460906,1.8001652,0.1540746
48,-1.4130626,-1.4045334,"('unintelligent', 'intelligent')",-1.4130626,-1.4045334,0.0085292
49,-1.0556221,-0.95421314,"('unable', 'able')",-1.0556221,-0.9542131,0.101409
50,0.9052036,0.8451487,"('clumsy', 'skillful')",0.9052036,0.8451487,-0.0600549
51,-1.3351811,-1.2769758,"('uneducated', 'educated')",-1.3351811,-1.2769758,0.0582053
52,-0.86340696,-1.1093427,"('irrational', 'rational')",-0.863407,-1.1093427,-0.2459357
53,-0.7696618,-1.0627971,"('uncreative', 'creative')",-0.7696618,-1.0627971,-0.2931353
54,-0.52651095,-0.6078272,"('incapable', 'capable')",-0.526511,-0.6078272,-0.0813162
55,-1.512411,-1.2552505,"('incompetent', 'clever')",-1.512411,-1.2552505,0.2571605
56,-0.20146036,-0.08622549,"('impractical', 'practical')",-0.2014604,-0.0862255,0.1152349
57,-1.8312186,-2.0012221,"('unimaginative', 'imaginative')",-1.8312186,-2.0012221,-0.1700035
