,patrimony_male,patrimony_female,tuple,average_male,average_female,female-male
58,0.9913933,0.70876217,"('undiscriminating', 'discriminating')",0.9913933,0.7087622,-0.2826311
59,0.16837372,0.14805357,"('foolish', 'wise')",0.1683737,0.1480536,-0.0203201
60,-1.4534233,-1.0176326,"('inefficient', 'efficient')",-1.4534233,-1.0176326,0.4357907
61,-1.0524533,-1.1363114,"('illogical', 'logical')",-1.0524533,-1.1363114,-0.0838581
62,-1.3814269,-1.1177194,"('incompetent', 'brilliant')",-1.3814269,-1.1177194,0.2637075
63,-1.082739,-0.9451745,"('unperceptive', 'insightful')",-1.082739,-0.9451745,0.1375645
64,-2.7859554,-2.5711296,"('shy', 'confident')",-2.7859554,-2.5711296,0.2148258
65,0.015189081,0.12678975,"('insecure', 'secure')",0.0151891,0.1267897,0.1116006
66,1.387191,1.1164436,"('inactive', 'active')",1.3871911,1.1164436,-0.2707475
67,0.29365993,0.42281505,"('doubtful', 'determined')",0.2936599,0.4228151,0.1291552
68,-1.6717075,-1.5216142,"('dependent', 'independent')",-1.6717075,-1.5216142,0.1500933
69,0.8504097,0.77660805,"('lazy', 'industrious')",0.8504097,0.776608,-0.0738017
70,-0.20346129,-0.20088129,"('lethargic', 'energetic')",-0.2034613,-0.2008813,0.00258
71,-0.20010236,-0.23143679,"('diffident', 'self-confident')",-0.2001024,-0.2314368,-0.0313344
72,-0.49002597,-0.5025491,"('unambitious', 'ambitious')",-0.490026,-0.5025491,-0.0125231
73,-0.73894703,-0.70081264,"('helpless', 'self-reliant')",-0.738947,-0.7008126,0.0381344
74,-0.5845357,-0.5545374,"('undedicated', 'dedicated')",-0.5845357,-0.5545374,0.0299983
75,0.7401341,0.60689986,"('meek', 'impulsive')",0.7401341,0.6068999,-0.1332342
76,-0.017923363,0.19011948,"('anxious', 'daring')",-0.0179234,0.1901195,0.2080429
77,-1.4666028,-1.3587508,"('unmotivated', 'motivated')",-1.4666028,-1.3587508,0.107852
78,-0.5477796,-0.5591962,"('nonresilient', 'resilient')",-0.5477796,-0.5591962,-0.0114166
79,1.0976707,0.7821024,"('wavering', 'unwavering')",1.0976707,0.7821024,-0.3155683
80,-0.3944469,-0.24393928,"('dominated', 'dominating')",-0.3944469,-0.2439393,0.1505076
81,-1.374885,-1.1424723,"('submissive', 'aggressive')",-1.374885,-1.1424723,0.2324127
82,2.3995285,2.288459,"('poor', 'rich')",2.3995285,2.2884591,-0.1110694
83,0.20660697,0.0894499,"('powerless', 'powerful')",0.206607,0.0894499,-0.1171571
84,0.16238506,0.09055327,"('inferior', 'superior')",0.1623851,0.0905533,-0.0718318
85,0.59926504,0.3916275,"('insignificant', 'prestigious')",0.599265,0.3916275,-0.2076375
86,-2.1510334,-2.2847342,"('uninfluential', 'influential')",-2.1510334,-2.2847342,-0.1337008
87,-0.0914297,-0.02333388,"('unsuccessful', 'successful')",-0.0914297,-0.0233339,0.0680958
88,-1.1138291,-1.0369371,"('low', 'eminent')",-1.1138291,-1.0369371,0.076892
