,cruise_male,cruise_female,tuple,average_male,average_female,female-male
0,-0.13791959,-0.0387472,"('unsociable', 'sociable')",-0.1379196,-0.0387472,0.0991724
1,2.341656,2.4796882,"('unfriendly', 'friendly')",2.341656,2.4796882,0.1380322
2,0.6667643,0.7858613,"('unlikable', 'likable')",0.6667643,0.7858613,0.119097
3,-0.23366418,-0.29634082,"('repellent', 'pleasant')",-0.2336642,-0.2963408,-0.0626766
4,-7.0317073,-7.1531854,"('disliked', 'liked')",-7.0317073,-7.1531854,-0.1214781
5,0.26706693,0.24031779,"('distant', 'outgoing')",0.2670669,0.2403178,-0.0267491
6,0.7693187,0.72794425,"('distant', 'open')",0.7693187,0.7279443,-0.0413744
7,0.7864725,1.012294,"('insensitive', 'sensitive')",0.7864725,1.0122941,0.2258216
8,2.073678,2.0565429,"('unaffectionate', 'affectionate')",2.073678,2.0565429,-0.0171351
9,2.3172598,2.4371881,"('unaffectionate', 'caring')",2.3172598,2.4371881,0.1199283
10,0.38185582,0.46339107,"('unsympathetic', 'sympathetic')",0.3818558,0.4633911,0.0815353
11,1.3372158,1.47524,"('unhelpful', 'helpful')",1.3372158,1.47524,0.1380242
12,-1.4255928,-1.3025382,"('unsupportive', 'supportive')",-1.4255928,-1.3025382,0.1230546
13,-0.33503985,-0.23308049,"('impolite', 'polite')",-0.3350399,-0.2330805,0.1019594
14,-0.24445292,-0.19831157,"('antisocial', 'social')",-0.2444529,-0.1983116,0.0461413
15,0.68844867,0.66468173,"('boring', 'funny')",0.6884487,0.6646817,-0.023767
16,-0.09364602,-0.015794992,"('unpopular', 'popular')",-0.093646,-0.015795,0.077851
17,0.057780497,0.037582338,"('nasty', 'nice')",0.0577805,0.0375823,-0.0201982
18,0.22674137,0.20857403,"('disagreeable', 'welcoming')",0.2267414,0.208574,-0.0181674
19,-0.007372167,0.02818472,"('inhospitable', 'hospitable')",-0.0073722,0.0281847,0.0355569
20,0.548834,0.51002496,"('rough', 'thoughtful')",0.548834,0.510025,-0.038809
21,-0.77764785,-0.61741966,"('immoral', 'moral')",-0.7776479,-0.6174197,0.1602282
22,-1.1408118,-1.1482404,"('untrustworthy', 'trustworthy')",-1.1408118,-1.1482404,-0.0074286
23,6.235774,6.397519,"('insincere', 'sincere')",6.235774,6.3975191,0.1617451
24,1.431645,1.4007227,"('dishonest', 'honest')",1.431645,1.4007227,-0.0309223
25,1.3064185,1.2566856,"('egoistic', 'altruistic')",1.3064185,1.2566856,-0.0497329
26,1.5729101,1.7655748,"('hardhearted', 'benevolent')",1.5729101,1.7655748,0.1926647
27,2.007307,1.8990272,"('hardhearted', 'softhearted')",2.0073071,1.8990272,-0.1082799
28,1.1621318,1.2492199,"('disloyal', 'loyal')",1.1621318,1.2492199,0.0870881
29,-0.38205436,-0.46144003,"('unfair', 'fair')",-0.3820544,-0.46144,-0.0793856
30,0.8589711,0.90021014,"('intolerant', 'tolerant')",0.8589711,0.9002101,0.041239
31,-0.6308751,-0.7333555,"('evil', 'good')",-0.6308751,-0.7333555,-0.1024804
32,0.9974982,1.112218,"('unkind', 'kind')",0.9974982,1.112218,0.1147198
33,0.30526352,0.33434033,"('wrong', 'right')",0.3052635,0.3343403,0.0290768
34,4.598773,4.7952824,"('mean', 'honorable')",4.598773,4.7952824,0.1965094
35,-0.27312738,-0.52808386,"('corrupt', 'incorrupt')",-0.2731274,-0.5280839,-0.2549565
36,-0.033636976,-0.10563226,"('hostile', 'amicable')",-0.033637,-0.1056323,-0.0719953
37,1.0113075,0.9703878,"('fake', 'genuine')",1.0113075,0.9703878,-0.0409197
38,0.23881978,0.35031015,"('untruthful', 'truthful')",0.2388198,0.3503101,0.1114903
39,0.13342786,0.17789382,"('exploitative', 'cooperative')",0.1334279,0.1778938,0.0444659
40,-1.5110952,-1.6040144,"('stingy', 'generous')",-1.5110952,-1.6040144,-0.0929192
41,0.61366737,0.8090928,"('unforgiving', 'forgiving')",0.6136674,0.8090928,0.1954254
42,-3.04394,-3.0342522,"('unreliable', 'reliable')",-3.0439401,-3.0342522,0.0096879
43,1.0248418,1.2013073,"('irresponsible', 'responsible')",1.0248418,1.2013073,0.1764655
44,-1.4850543,-1.6815959,"('prejudiced', 'unprejudiced')",-1.4850543,-1.6815959,-0.1965416
45,-0.3450509,-0.24304618,"('incompetent', 'competent')",-0.3450509,-0.2430462,0.1020047
46,-1.5663842,-1.4462615,"('uncompetitive', 'competitive')",-1.5663842,-1.4462615,0.1201227
47,5.1800156,5.3547287,"('stupid', 'smart')",5.1800156,5.3547287,0.1747131
48,0.91105044,1.0156733,"('unintelligent', 'intelligent')",0.9110504,1.0156733,0.1046229
49,0.2779685,0.21017322,"('unable', 'able')",0.2779685,0.2101732,-0.0677953
50,-0.15243495,-0.15420166,"('clumsy', 'skillful')",-0.1524349,-0.1542017,-0.0017668
51,-0.14122033,-0.18605636,"('uneducated', 'educated')",-0.1412203,-0.1860564,-0.0448361
52,0.37702215,0.21415986,"('irrational', 'rational')",0.3770221,0.2141599,-0.1628622
53,0.822894,0.86344767,"('uncreative', 'creative')",0.822894,0.8634477,0.0405537
54,1.5023284,1.5394527,"('incapable', 'capable')",1.5023284,1.5394527,0.0371243
55,-0.02800648,0.03107125,"('incompetent', 'clever')",-0.0280065,0.0310712,0.0590777
56,0.04425368,0.1910936,"('impractical', 'practical')",0.0442537,0.1910936,0.1468399
57,-3.1417592,-3.0639882,"('unimaginative', 'imaginative')",-3.1417592,-3.0639882,0.077771
58,0.008932002,0.096119456,"('undiscriminating', 'discriminating')",0.008932,0.0961195,0.0871875
59,0.35195315,0.28242582,"('foolish', 'wise')",0.3519531,0.2824258,-0.0695273
60,-0.12833467,0.035554618,"('inefficient', 'efficient')",-0.1283347,0.0355546,0.1638893
61,0.33853906,0.3069005,"('illogical', 'logical')",0.3385391,0.3069005,-0.0316386
62,0.04676804,0.13523857,"('incompetent', 'brilliant')",0.046768,0.1352386,0.0884706
63,0.07811035,0.27776203,"('unperceptive', 'insightful')",0.0781104,0.277762,0.1996516
64,-7.128679,-7.277494,"('shy', 'confident')",-7.1286788,-7.277494,-0.1488152
65,-0.5268415,-0.44696492,"('insecure', 'secure')",-0.5268415,-0.4469649,0.0798766
66,-0.15867855,-0.21778248,"('inactive', 'active')",-0.1586785,-0.2177825,-0.059104
67,0.010260109,0.012106561,"('doubtful', 'determined')",0.0102601,0.0121066,0.0018465
68,-0.6815529,-0.75629324,"('dependent', 'independent')",-0.6815529,-0.7562932,-0.0747403
69,-1.3159741,-1.4016591,"('lazy', 'industrious')",-1.3159741,-1.4016591,-0.085685
70,0.04176063,0.04794872,"('lethargic', 'energetic')",0.0417606,0.0479487,0.0061881
71,1.251388,1.4133481,"('diffident', 'self-confident')",1.251388,1.4133481,0.1619601
72,0.24048053,0.1853433,"('unambitious', 'ambitious')",0.2404805,0.1853433,-0.0551372
73,-3.0853891,-3.1328766,"('helpless', 'self-reliant')",-3.0853891,-3.1328766,-0.0474875
74,0.032492228,0.16692276,"('undedicated', 'dedicated')",0.0324922,0.1669228,0.1344306
75,-0.956453,-1.0120057,"('meek', 'impulsive')",-0.956453,-1.0120057,-0.0555527
76,0.17152767,0.15821454,"('anxious', 'daring')",0.1715277,0.1582145,-0.0133132
77,-1.4762548,-1.2583542,"('unmotivated', 'motivated')",-1.4762548,-1.2583542,0.2179006
78,-0.42843473,-0.2987237,"('nonresilient', 'resilient')",-0.4284347,-0.2987237,0.129711
79,0.37435836,0.33884627,"('wavering', 'unwavering')",0.3743584,0.3388463,-0.0355121
80,-0.7346986,-0.78892577,"('dominated', 'dominating')",-0.7346986,-0.7889258,-0.0542272
81,-0.9301901,-0.8286933,"('submissive', 'aggressive')",-0.9301901,-0.8286933,0.1014968
82,5.814359,5.884348,"('poor', 'rich')",5.8143592,5.8843479,0.0699887
83,-0.41917598,-0.4324536,"('powerless', 'powerful')",-0.419176,-0.4324536,-0.0132776
84,0.7449543,0.70845944,"('inferior', 'superior')",0.7449543,0.7084594,-0.0364949
85,0.9375791,0.9576062,"('insignificant', 'prestigious')",0.9375791,0.9576062,0.0200271
86,-0.07875241,-0.08776281,"('uninfluential', 'influential')",-0.0787524,-0.0877628,-0.0090104
87,-0.13662305,0.008312158,"('unsuccessful', 'successful')",-0.1366231,0.0083122,0.1449353
88,0.03443829,0.08320133,"('low', 'eminent')",0.0344383,0.0832013,0.048763
