,svb_male,svb_female,tuple,financial_male,financial_female,group_male,group_female,average_male,average_female,female-male
0,-1.0501072,-1.1197174,"('unsociable', 'sociable')",-0.13168678,-0.26024565,0.65038824,0.54656297,-0.1771353,-0.2778,-0.1006647
1,-0.55234015,-0.56698143,"('unfriendly', 'friendly')",1.5613378,1.3336143,0.5678421,0.3403758,0.5256133,0.3690029,-0.1566104
2,1.3509336,1.4573835,"('unlikable', 'likable')",2.4499083,2.5842693,1.199784,1.372776,1.6668752,1.8048096,0.1379344
3,-0.18760023,-0.11795999,"('repellent', 'pleasant')",-0.7957534,-0.7898748,1.3346204,1.4209146,0.1170889,0.1710266,0.0539377
4,0.015188849,0.007473113,"('disliked', 'liked')",0.22460085,0.19027923,-5.681398,-5.4632864,-1.8138695,-1.755178,0.0586915
5,0.23109514,0.37352905,"('distant', 'outgoing')",1.0793463,1.0731932,-1.9904227,-1.9583921,-0.2266604,-0.1705566,0.0561038
6,-0.36380935,-0.1648956,"('distant', 'open')",0.16525719,0.16165428,-2.05172,-2.0712266,-0.7500907,-0.6914893,0.0586014
7,-0.24732144,-0.29719546,"('insensitive', 'sensitive')",0.10110173,0.11519777,1.0076884,1.0095805,0.2871562,0.2758609,-0.0112953
8,-0.08026359,-0.057601422,"('unaffectionate', 'affectionate')",0.6907958,0.5694186,-0.14443332,-0.23222779,0.1553663,0.0931965,-0.0621698
9,-0.16141227,-0.19842172,"('unaffectionate', 'caring')",1.4580749,1.3504193,0.60658234,0.4835226,0.634415,0.5451734,-0.0892416
10,-1.1667868,-1.2573403,"('unsympathetic', 'sympathetic')",-1.667769,-1.6479226,0.5691288,0.5605222,-0.7551423,-0.7815803,-0.026438
11,-0.29143843,-0.3720622,"('unhelpful', 'helpful')",-0.124241635,-0.10565852,2.2096517,2.1898043,0.5979906,0.5706945,-0.0272961
12,-0.17744388,-0.15845102,"('unsupportive', 'supportive')",1.0013058,1.0497992,-0.92803013,-0.78126675,-0.0347227,0.0366938,0.0714165
13,-0.37504396,-0.40667927,"('impolite', 'polite')",-0.33648616,-0.20055005,0.6363214,0.67172706,-0.0250696,0.0214992,0.0465688
14,0.12400219,0.040228277,"('antisocial', 'social')",1.5772282,1.5935264,1.3607342,1.2773017,1.0206548,0.9703521,-0.0503027
15,0.7401525,0.65457284,"('boring', 'funny')",0.6635388,0.6271002,-0.2753015,-0.3481192,0.3761299,0.3111846,-0.0649453
16,-0.80917037,-0.76895523,"('unpopular', 'popular')",-0.35565102,-0.3644388,-0.25135952,-0.21049538,-0.4720603,-0.4479631,0.0240972
17,-0.81435025,-0.6863858,"('nasty', 'nice')",-0.46510383,-0.3737623,-1.1345831,-1.0692362,-0.8046791,-0.7097948,0.0948843
18,-0.044814732,0.012317419,"('disagreeable', 'welcoming')",-0.10153228,-0.133712,-0.90649986,-0.8947637,-0.350949,-0.3387194,0.0122296
19,0.043078825,0.13834147,"('inhospitable', 'hospitable')",-0.34539855,-0.44078302,-1.6200033,-1.5484568,-0.6407743,-0.6169661,0.0238082
20,-0.5953486,-0.59983176,"('rough', 'thoughtful')",-0.18565618,-0.17379601,0.7418503,0.66064525,-0.0130515,-0.0376608,-0.0246093
21,-0.13328885,-0.21617831,"('immoral', 'moral')",0.2649991,0.2567226,0.5845354,0.6145872,0.2387486,0.2183772,-0.0203714
22,-0.048315432,-0.07337913,"('untrustworthy', 'trustworthy')",-0.31522158,-0.41122326,0.306474,0.28471822,-0.019021,-0.0666281,-0.0476071
23,0.051309183,0.0203125,"('insincere', 'sincere')",0.38431197,0.35220551,5.920999,5.6544986,2.1188734,2.0090055,-0.1098679
24,-0.08354965,-0.17341478,"('dishonest', 'honest')",0.10539452,0.09535119,0.1459562,0.04586608,0.0559337,-0.0107325,-0.0666662
25,-0.51165015,-0.53034496,"('egoistic', 'altruistic')",0.62533194,0.5623879,-0.075253256,-0.25131822,0.0128095,-0.0730918,-0.0859013
26,0.28289908,0.26351312,"('hardhearted', 'benevolent')",1.7889608,1.6990747,0.9543435,0.79753464,1.0087345,0.9200408,-0.0886937
27,-0.09102998,-0.13905188,"('hardhearted', 'softhearted')",-0.7592678,-0.80651224,-0.27010363,-0.40989807,-0.3734671,-0.4518207,-0.0783536
28,-0.4604856,-0.53010595,"('disloyal', 'loyal')",0.22265834,0.07703267,0.8415451,0.6592339,0.2012393,0.0687202,-0.1325191
29,-0.6800708,-0.7338041,"('unfair', 'fair')",-0.2739642,-0.2652256,-0.88661516,-0.99189025,-0.6135501,-0.66364,-0.0500899
30,0.14408599,0.11058223,"('intolerant', 'tolerant')",0.031726208,0.0585868,0.87186056,0.7987712,0.3492242,0.3226467,-0.0265775
31,-0.716011,-0.46691713,"('evil', 'good')",-0.092209876,-0.08497731,-2.852124,-2.8822176,-1.2201149,-1.144704,0.0754109
32,-0.041894846,-0.201342,"('unkind', 'kind')",-0.13792354,-0.16163215,1.4867734,1.3676287,0.4356517,0.3348848,-0.1007669
33,0.75107807,0.6297162,"('wrong', 'right')",1.8594613,1.8221271,-0.7010837,-0.8498581,0.6364853,0.5339951,-0.1024902
34,-0.18111525,-0.028291041,"('mean', 'honorable')",0.3780505,0.46073544,4.2418985,4.224211,1.4796112,1.5522186,0.0726074
35,-0.07732143,-0.1225687,"('corrupt', 'incorrupt')",-0.26828212,-0.3054033,-2.1741643,-2.3128498,-0.8399226,-0.9136073,-0.0736847
36,-0.17105044,-0.1083405,"('hostile', 'amicable')",1.1563271,0.998142,-1.289207,-1.481259,-0.1013101,-0.1971525,-0.0958424
37,-0.08800869,-0.12948354,"('fake', 'genuine')",-1.0169606,-1.0549887,0.3834764,0.25519773,-0.2404976,-0.3097582,-0.0692606
38,-0.5997461,-0.55624264,"('untruthful', 'truthful')",0.81282395,0.82702756,0.14669175,0.1891363,0.1199232,0.1533071,0.0333839
39,1.0503737,1.0384653,"('exploitative', 'cooperative')",1.055295,1.150087,1.3620291,1.2968827,1.1558992,1.1618117,0.0059125
40,0.51741344,0.479393,"('stingy', 'generous')",1.4852961,1.4128959,-1.7934327,-1.7755086,0.069759,0.0389268,-0.0308322
41,0.108798966,0.154766,"('unforgiving', 'forgiving')",1.0599183,1.0048845,0.4688173,0.4254004,0.5458449,0.5283503,-0.0174946
42,0.66817045,0.71421087,"('unreliable', 'reliable')",0.37951645,0.51844394,-1.8817776,-1.6438454,-0.2780302,-0.1370635,0.1409667
43,0.0016176999,0.081471086,"('irresponsible', 'responsible')",0.35336706,0.45519757,1.5366255,1.5857513,0.6305368,0.7074733,0.0769365
44,0.7585772,0.7660852,"('prejudiced', 'unprejudiced')",-0.41930836,-0.26193184,-0.88133293,-0.8325174,-0.180688,-0.1094547,0.0712333
45,-0.57608247,-0.48441976,"('incompetent', 'competent')",-1.0665754,-1.1022024,0.6313502,0.60998094,-0.3371026,-0.3255471,0.0115555
46,-0.51467115,-0.5798162,"('uncompetitive', 'competitive')",-0.18217564,-0.16982356,1.3780242,1.4491156,0.2270591,0.2331586,0.0060995
47,-0.55617696,-0.51212424,"('stupid', 'smart')",0.8772453,0.9228999,4.6037784,4.481575,1.6416155,1.6307836,-0.0108319
48,-1.2836502,-1.2765416,"('unintelligent', 'intelligent')",-1.3838465,-1.4107201,-0.0007726019,-0.0069732564,-0.8894231,-0.8980783,-0.0086552
49,-0.72528327,-0.6502326,"('unable', 'able')",-1.4261314,-1.3348509,-0.6269556,-0.46885762,-0.9261235,-0.8179804,0.1081431
50,-0.48368424,-0.510762,"('clumsy', 'skillful')",0.22495332,0.19040772,-0.30747995,-0.26156265,-0.188737,-0.1939723,-0.0052353
51,-0.37156308,-0.57740194,"('uneducated', 'educated')",-0.48759496,-0.54351145,0.875019,0.81666297,0.005287,-0.1014168,-0.1067038
52,0.48274955,0.37087056,"('irrational', 'rational')",1.246687,1.0732403,-0.8470759,-1.0813606,0.2941203,0.1209168,-0.1732035
53,-0.8732923,-0.8854124,"('uncreative', 'creative')",1.0120202,0.91287494,-0.19847287,-0.22767831,-0.019915,-0.0667386,-0.0468236
54,0.3148888,0.1182484,"('incapable', 'capable')",1.0539147,1.0291456,0.9077186,0.8069024,0.7588407,0.6514321,-0.1074086
55,-0.20625888,-0.12482811,"('incompetent', 'clever')",-1.2903081,-1.2863679,1.3237053,1.3187193,-0.0576206,-0.0308256,0.026795
56,0.18443659,0.1687896,"('impractical', 'practical')",0.4640916,0.53277326,1.1502774,1.1771041,0.5996019,0.6262223,0.0266204
57,-0.7907561,-0.9101679,"('unimaginative', 'imaginative')",-0.45741475,-0.47516957,-1.6795813,-1.6089245,-0.9759173,-0.9980873,-0.02217
58,-0.08196375,-0.04501042,"('undiscriminating', 'discriminating')",1.1517832,1.1058507,0.20324394,0.16251639,0.4243545,0.4077855,-0.016569
59,0.23318139,0.25508785,"('foolish', 'wise')",1.143922,1.0980517,-1.2199188,-1.2285446,0.0523948,0.0415316,-0.0108632
60,-0.573486,-0.5183488,"('inefficient', 'efficient')",-0.818909,-0.684129,1.7453603,1.8853914,0.1176551,0.2276378,0.1099827
61,-0.62728316,-0.6751484,"('illogical', 'logical')",1.3441541,1.299891,0.007373346,-0.09680906,0.2414148,0.1759778,-0.065437
62,0.0911266,0.16889408,"('incompetent', 'brilliant')",0.16566864,0.3612608,1.4089379,1.5437655,0.5552444,0.6913068,0.1360624
63,-0.29556927,-0.2322418,"('unperceptive', 'insightful')",0.7313658,0.7115655,1.7579174,1.8871446,0.731238,0.7888227,0.0575847
64,-0.2455199,-0.2322005,"('shy', 'confident')",0.2064625,0.27644688,-3.9837277,-3.8016438,-1.3409284,-1.2524658,0.0884626
65,-0.25575903,-0.31455106,"('insecure', 'secure')",-0.8162075,-0.79053086,1.4352303,1.4310821,0.1210879,0.1086667,-0.0124212
66,0.28156677,0.2645125,"('inactive', 'active')",1.1065383,1.1333063,0.65566987,0.6241772,0.6812583,0.6739987,-0.0072596
67,0.8165126,0.72188365,"('doubtful', 'determined')",0.033649713,0.09668111,-0.23369111,-0.16817708,0.2054904,0.2167959,0.0113055
68,-1.2747141,-1.3714132,"('dependent', 'independent')",-2.306482,-2.3596303,-0.87253654,-0.90156347,-1.4845777,-1.5442023,-0.0596246
69,-0.22025874,-0.11504257,"('lazy', 'industrious')",1.1932255,1.2291183,-1.8364652,-1.789032,-0.2878328,-0.2249854,0.0628474
70,0.50182253,0.4810359,"('lethargic', 'energetic')",-0.45407033,-0.40505993,1.5164244,1.5258185,0.5213922,0.5339315,0.0125393
71,-0.32206738,-0.2611028,"('diffident', 'self-confident')",1.9227014,1.9609547,0.053846598,0.057531193,0.5514935,0.5857944,0.0343009
72,-0.73979414,-0.85628647,"('unambitious', 'ambitious')",0.14318377,0.22605704,0.16611186,0.14535545,-0.1434995,-0.1616247,-0.0181252
73,1.264951,1.2448367,"('helpless', 'self-reliant')",1.0583078,0.97680926,-3.2843616,-3.2496116,-0.3203676,-0.3426553,-0.0222877
74,0.47079873,0.50633836,"('undedicated', 'dedicated')",0.5756329,0.55407935,0.8967742,0.91106206,0.6477353,0.6571599,0.0094246
75,0.541156,0.56282485,"('meek', 'impulsive')",-0.103268944,-0.046674468,-1.0335861,-0.89191765,-0.1985664,-0.1252558,0.0733106
76,0.5320681,0.5672,"('anxious', 'daring')",-0.89507043,-0.7637473,0.94262004,1.0829548,0.1932059,0.2954692,0.1022633
77,-0.70906144,-0.6975651,"('unmotivated', 'motivated')",0.82577616,0.8595687,-0.2200679,-0.063853264,-0.0344511,0.0327168,0.0671679
78,-0.86536914,-0.73527,"('nonresilient', 'resilient')",0.6708462,0.6471984,0.78599745,0.97253865,0.1971582,0.2948223,0.0976641
79,-0.019199297,-0.0071717426,"('wavering', 'unwavering')",0.12587738,0.09663769,-1.1201353,-1.1091281,-0.3378191,-0.3398874,-0.0020683
80,0.74451077,0.62685585,"('dominated', 'dominating')",-0.3386919,-0.27398297,1.3117876,1.383361,0.5725355,0.5787446,0.0062091
81,-0.29141587,-0.45251697,"('submissive', 'aggressive')",-0.09712333,-0.03682411,1.4618514,1.564612,0.3577707,0.3584236,0.0006529
82,-0.42756405,-0.40771943,"('poor', 'rich')",-0.4482901,-0.48343024,4.9283996,4.705402,1.3508485,1.2714175,-0.079431
83,0.011581052,-0.047503933,"('powerless', 'powerful')",0.92214936,0.93842256,-0.27058065,-0.26376545,0.2210499,0.2090511,-0.0119988
84,-0.68615144,-0.772856,"('inferior', 'superior')",0.1466074,0.19326705,-0.384701,-0.46596247,-0.3080817,-0.3485171,-0.0404354
85,0.30149487,0.35590395,"('insignificant', 'prestigious')",2.1627645,2.1135168,-1.2591681,-1.3020256,0.4016971,0.3891317,-0.0125654
86,-1.028935,-1.0846888,"('uninfluential', 'influential')",-0.6999432,-0.8450105,0.42658514,0.2921262,-0.4340977,-0.5458577,-0.11176
87,0.26130816,0.12180007,"('unsuccessful', 'successful')",1.2468835,1.2123011,1.2788379,1.313743,0.9290099,0.8826148,-0.0463951
88,-0.8167594,-0.9239743,"('low', 'eminent')",-0.65631354,-0.72277266,-0.2962559,-0.46377438,-0.5897763,-0.7035071,-0.1137308
