,addition_male,addition_female,tuple,average_male,average_female,female-male
0,0.4224874,0.23933664,"('unsociable', 'sociable')",0.4224874,0.2393366,-0.1831508
1,1.1382831,1.0371019,"('unfriendly', 'friendly')",1.1382831,1.0371019,-0.1011812
2,0.074588016,0.19649275,"('unlikable', 'likable')",0.074588,0.1964927,0.1219047
3,0.90720034,1.0155951,"('repellent', 'pleasant')",0.9072003,1.0155951,0.1083948
4,-6.7544813,-6.901325,"('disliked', 'liked')",-6.7544813,-6.9013252,-0.1468439
5,-1.0233715,-0.8239468,"('distant', 'outgoing')",-1.0233715,-0.8239468,0.1994247
6,-0.78120726,-0.6405936,"('distant', 'open')",-0.7812073,-0.6405936,0.1406137
7,1.6454728,1.6525677,"('insensitive', 'sensitive')",1.6454728,1.6525677,0.0070949
8,0.78041136,0.8039053,"('unaffectionate', 'affectionate')",0.7804114,0.8039053,0.0234939
9,1.3594846,1.5416753,"('unaffectionate', 'caring')",1.3594846,1.5416753,0.1821907
10,1.5151563,1.5530257,"('unsympathetic', 'sympathetic')",1.5151563,1.5530257,0.0378694
11,2.4384048,2.6305974,"('unhelpful', 'helpful')",2.4384048,2.6305974,0.1921926
12,-1.092783,-0.99531746,"('unsupportive', 'supportive')",-1.092783,-0.9953175,0.0974655
13,0.41994825,0.2848975,"('impolite', 'polite')",0.4199483,0.2848975,-0.1350508
14,0.5659965,0.40063173,"('antisocial', 'social')",0.5659965,0.4006317,-0.1653648
15,0.38524136,0.30487615,"('boring', 'funny')",0.3852414,0.3048761,-0.0803653
16,-0.8872281,-0.79832834,"('unpopular', 'popular')",-0.8872281,-0.7983283,0.0888998
17,-0.3471957,-0.22340702,"('nasty', 'nice')",-0.3471957,-0.223407,0.1237887
18,-0.392806,-0.439382,"('disagreeable', 'welcoming')",-0.392806,-0.439382,-0.046576
19,-0.94518113,-0.7617383,"('inhospitable', 'hospitable')",-0.9451811,-0.7617383,0.1834428
20,0.8829179,0.6599397,"('rough', 'thoughtful')",0.8829179,0.6599397,-0.2229782
21,0.26905683,0.3161562,"('immoral', 'moral')",0.2690568,0.3161562,0.0470994
22,-0.1037995,-0.06573474,"('untrustworthy', 'trustworthy')",-0.1037995,-0.0657347,0.0380648
23,6.2816935,6.414812,"('insincere', 'sincere')",6.2816935,6.4148121,0.1331186
24,2.0268567,2.093688,"('dishonest', 'honest')",2.0268567,2.093688,0.0668313
25,0.9232222,0.80228883,"('egoistic', 'altruistic')",0.9232222,0.8022888,-0.1209334
26,1.0033984,0.55531734,"('hardhearted', 'benevolent')",1.0033984,0.5553173,-0.4480811
27,2.0775914,2.0226693,"('hardhearted', 'softhearted')",2.0775914,2.0226693,-0.0549221
28,1.1406053,0.98241353,"('disloyal', 'loyal')",1.1406053,0.9824135,-0.1581918
29,-1.2369784,-1.2972935,"('unfair', 'fair')",-1.2369784,-1.2972935,-0.0603151
30,1.1739954,1.1439736,"('intolerant', 'tolerant')",1.1739954,1.1439736,-0.0300218
31,-1.8481282,-1.902435,"('evil', 'good')",-1.8481282,-1.9024349,-0.0543067
32,1.6537488,1.4283386,"('unkind', 'kind')",1.6537488,1.4283386,-0.2254102
33,-0.50693095,-0.48961216,"('wrong', 'right')",-0.5069309,-0.4896122,0.0173187
34,4.4921374,4.969157,"('mean', 'honorable')",4.4921374,4.9691572,0.4770198
35,-1.3795598,-1.4262977,"('corrupt', 'incorrupt')",-1.3795598,-1.4262977,-0.0467379
36,-1.4505466,-1.4527061,"('hostile', 'amicable')",-1.4505466,-1.4527061,-0.0021595
37,1.3152655,1.2652904,"('fake', 'genuine')",1.3152655,1.2652904,-0.0499751
38,0.13932967,0.23768443,"('untruthful', 'truthful')",0.1393297,0.2376844,0.0983547
39,0.3057956,0.19693848,"('exploitative', 'cooperative')",0.3057956,0.1969385,-0.1088571
40,-1.0206137,-1.2255809,"('stingy', 'generous')",-1.0206137,-1.2255809,-0.2049672
41,0.39024773,0.12681618,"('unforgiving', 'forgiving')",0.3902477,0.1268162,-0.2634315
42,-2.0057917,-1.9770114,"('unreliable', 'reliable')",-2.0057917,-1.9770114,0.0287803
43,1.1807421,1.2042847,"('irresponsible', 'responsible')",1.1807421,1.2042847,0.0235426
44,-1.5237087,-1.6530243,"('prejudiced', 'unprejudiced')",-1.5237087,-1.6530243,-0.1293156
45,0.591575,0.5231761,"('incompetent', 'competent')",0.591575,0.5231761,-0.0683989
46,-0.43550754,-0.4203403,"('uncompetitive', 'competitive')",-0.4355075,-0.4203403,0.0151672
47,4.679652,4.9519677,"('stupid', 'smart')",4.6796522,4.9519677,0.2723155
48,0.9011178,0.8161567,"('unintelligent', 'intelligent')",0.9011178,0.8161567,-0.0849611
49,0.27061507,0.4832063,"('unable', 'able')",0.2706151,0.4832063,0.2125912
50,-0.5328528,-0.54692864,"('clumsy', 'skillful')",-0.5328528,-0.5469286,-0.0140758
51,1.3000544,1.2452542,"('uneducated', 'educated')",1.3000544,1.2452542,-0.0548002
52,-0.8037458,-0.9467847,"('irrational', 'rational')",-0.8037458,-0.9467847,-0.1430389
53,-0.19923058,-0.30657503,"('uncreative', 'creative')",-0.1992306,-0.306575,-0.1073444
54,0.6811654,0.96640354,"('incapable', 'capable')",0.6811654,0.9664035,0.2852381
55,1.1947986,1.143319,"('incompetent', 'clever')",1.1947986,1.143319,-0.0514796
56,0.8416057,0.97930235,"('impractical', 'practical')",0.8416057,0.9793023,0.1376966
57,-2.146626,-2.2485085,"('unimaginative', 'imaginative')",-2.146626,-2.2485085,-0.1018825
58,0.19684856,0.1369068,"('undiscriminating', 'discriminating')",0.1968486,0.1369068,-0.0599418
59,-0.5363694,-0.5643116,"('foolish', 'wise')",-0.5363694,-0.5643116,-0.0279422
60,1.0863837,1.1653961,"('inefficient', 'efficient')",1.0863837,1.1653961,0.0790124
61,0.42287835,0.16183858,"('illogical', 'logical')",0.4228784,0.1618386,-0.2610398
62,1.2966104,1.5137178,"('incompetent', 'brilliant')",1.2966104,1.5137178,0.2171074
63,0.56861156,0.5875118,"('unperceptive', 'insightful')",0.5686116,0.5875118,0.0189002
64,-6.0329633,-5.9967923,"('shy', 'confident')",-6.0329633,-5.9967923,0.036171
65,0.31621033,0.40303063,"('insecure', 'secure')",0.3162103,0.4030306,0.0868203
66,-0.6641154,-0.7085949,"('inactive', 'active')",-0.6641154,-0.7085949,-0.0444795
67,-0.6259377,-0.7526288,"('doubtful', 'determined')",-0.6259377,-0.7526288,-0.1266911
68,-0.462148,-0.30084953,"('dependent', 'independent')",-0.462148,-0.3008495,0.1612985
69,-2.2778072,-2.2168505,"('lazy', 'industrious')",-2.2778072,-2.2168505,0.0609567
70,1.934372,1.9900386,"('lethargic', 'energetic')",1.9343719,1.9900386,0.0556667
71,-0.14724846,-0.019742468,"('diffident', 'self-confident')",-0.1472485,-0.0197425,0.127506
72,0.99205565,1.1607839,"('unambitious', 'ambitious')",0.9920557,1.1607839,0.1687282
73,-2.4586518,-2.2523565,"('helpless', 'self-reliant')",-2.4586518,-2.2523565,0.2062953
74,0.62681854,0.30345494,"('undedicated', 'dedicated')",0.6268185,0.3034549,-0.3233636
75,-1.4350216,-1.2990873,"('meek', 'impulsive')",-1.4350216,-1.2990873,0.1359343
76,0.5729854,0.35649827,"('anxious', 'daring')",0.5729854,0.3564983,-0.2164871
77,-1.386332,-1.2242103,"('unmotivated', 'motivated')",-1.386332,-1.2242103,0.1621217
78,-0.97927845,-1.0123111,"('nonresilient', 'resilient')",-0.9792784,-1.0123111,-0.0330327
79,-0.711736,-0.7024787,"('wavering', 'unwavering')",-0.711736,-0.7024787,0.0092573
80,0.6240065,0.4455167,"('dominated', 'dominating')",0.6240065,0.4455167,-0.1784898
81,0.5288722,0.44300413,"('submissive', 'aggressive')",0.5288722,0.4430041,-0.0858681
82,5.913827,6.1825123,"('poor', 'rich')",5.9138269,6.1825123,0.2686854
83,-0.25920206,-0.28658196,"('powerless', 'powerful')",-0.2592021,-0.286582,-0.0273799
84,0.027889628,0.07134898,"('inferior', 'superior')",0.0278896,0.071349,0.0434594
85,-1.5951325,-1.7866892,"('insignificant', 'prestigious')",-1.5951325,-1.7866892,-0.1915567
86,1.047303,0.8860315,"('uninfluential', 'influential')",1.047303,0.8860315,-0.1612715
87,0.4249009,0.5476591,"('unsuccessful', 'successful')",0.4249009,0.5476591,0.1227582
88,0.70135784,0.6547811,"('low', 'eminent')",0.7013578,0.6547811,-0.0465767
