,virginal_male,virginal_female,tuple,average_male,average_female,female-male
0,0.3001701,0.30625325,"('unsociable', 'sociable')",0.3001701,0.3062533,0.0060832
1,-0.7703979,-0.88723236,"('unfriendly', 'friendly')",-0.7703979,-0.8872324,-0.1168345
2,0.0006799549,0.20664592,"('unlikable', 'likable')",0.00068,0.2066459,0.2059659
3,0.24126579,0.6152371,"('repellent', 'pleasant')",0.2412658,0.6152371,0.3739713
4,-3.648431,-3.7808084,"('disliked', 'liked')",-3.6484311,-3.7808084,-0.1323773
5,-0.8060769,-0.8651075,"('distant', 'outgoing')",-0.8060769,-0.8651075,-0.0590306
6,-1.0437241,-1.0990179,"('distant', 'open')",-1.0437241,-1.0990179,-0.0552938
7,0.93483,1.1064578,"('insensitive', 'sensitive')",0.93483,1.1064578,0.1716278
8,0.020940118,-0.15261105,"('unaffectionate', 'affectionate')",0.0209401,-0.152611,-0.1735511
9,-0.072849885,-0.06653218,"('unaffectionate', 'caring')",-0.0728499,-0.0665322,0.0063177
10,0.5106763,0.7102632,"('unsympathetic', 'sympathetic')",0.5106763,0.7102632,0.1995869
11,0.80736107,1.0455292,"('unhelpful', 'helpful')",0.8073611,1.0455292,0.2381681
12,-1.1140577,-1.02518,"('unsupportive', 'supportive')",-1.1140577,-1.02518,0.0888777
13,0.19702913,0.19193423,"('impolite', 'polite')",0.1970291,0.1919342,-0.0050949
14,0.7144841,0.63805944,"('antisocial', 'social')",0.7144841,0.6380594,-0.0764247
15,-0.10604093,-0.41810098,"('boring', 'funny')",-0.1060409,-0.418101,-0.3120601
16,-0.7778902,-0.50997674,"('unpopular', 'popular')",-0.7778902,-0.5099767,0.2679135
17,0.29562342,0.2800789,"('nasty', 'nice')",0.2956234,0.2800789,-0.0155445
18,-0.47028276,-0.28412762,"('disagreeable', 'welcoming')",-0.4702828,-0.2841276,0.1861552
19,-1.3131182,-1.2670007,"('inhospitable', 'hospitable')",-1.3131182,-1.2670007,0.0461175
20,0.56055033,0.68415713,"('rough', 'thoughtful')",0.5605503,0.6841571,0.1236068
21,0.529452,0.84955746,"('immoral', 'moral')",0.529452,0.8495575,0.3201055
22,0.37176,0.35476416,"('untrustworthy', 'trustworthy')",0.37176,0.3547642,-0.0169958
23,3.1497219,3.4791536,"('insincere', 'sincere')",3.1497219,3.4791536,0.3294317
24,0.8085851,0.6455211,"('dishonest', 'honest')",0.8085851,0.6455211,-0.163064
25,0.046807945,-0.0015220903,"('egoistic', 'altruistic')",0.0468079,-0.0015221,-0.04833
26,0.1829844,-0.17653944,"('hardhearted', 'benevolent')",0.1829844,-0.1765394,-0.3595238
27,0.8990177,0.6834736,"('hardhearted', 'softhearted')",0.8990177,0.6834736,-0.2155441
28,0.616835,0.76698107,"('disloyal', 'loyal')",0.616835,0.7669811,0.1501461
29,-0.017829534,-0.3291988,"('unfair', 'fair')",-0.0178295,-0.3291988,-0.3113693
30,1.040423,0.9420175,"('intolerant', 'tolerant')",1.040423,0.9420175,-0.0984055
31,-2.2382185,-2.380299,"('evil', 'good')",-2.2382185,-2.3802991,-0.1420806
32,1.1180196,1.1234504,"('unkind', 'kind')",1.1180196,1.1234504,0.0054308
33,-0.22287254,-0.428742,"('wrong', 'right')",-0.2228725,-0.428742,-0.2058695
34,2.4776325,2.8232985,"('mean', 'honorable')",2.4776325,2.8232985,0.345666
35,-0.7840164,-1.1229267,"('corrupt', 'incorrupt')",-0.7840164,-1.1229267,-0.3389103
36,-1.4722421,-1.5742798,"('hostile', 'amicable')",-1.4722421,-1.5742798,-0.1020377
37,0.27005288,0.2902105,"('fake', 'genuine')",0.2700529,0.2902105,0.0201576
38,-0.11132374,0.0902001,"('untruthful', 'truthful')",-0.1113237,0.0902001,0.2015238
39,0.55347747,0.4328012,"('exploitative', 'cooperative')",0.5534775,0.4328012,-0.1206763
40,-1.2254654,-1.1715593,"('stingy', 'generous')",-1.2254654,-1.1715593,0.0539061
41,0.3426193,0.45713007,"('unforgiving', 'forgiving')",0.3426193,0.4571301,0.1145108
42,-0.32451215,-0.2335472,"('unreliable', 'reliable')",-0.3245122,-0.2335472,0.090965
43,0.75931233,1.0045539,"('irresponsible', 'responsible')",0.7593123,1.0045539,0.2452416
44,-0.47481096,-0.4645542,"('prejudiced', 'unprejudiced')",-0.474811,-0.4645542,0.0102568
45,0.09118827,0.28805456,"('incompetent', 'competent')",0.0911883,0.2880546,0.1968663
46,-0.31484255,0.0020719208,"('uncompetitive', 'competitive')",-0.3148426,0.0020719,0.3169145
47,1.9201949,1.9804009,"('stupid', 'smart')",1.9201949,1.9804009,0.060206
48,0.28843006,0.3864022,"('unintelligent', 'intelligent')",0.2884301,0.3864022,0.0979721
49,0.12404946,0.41745338,"('unable', 'able')",0.1240495,0.4174534,0.2934039
50,0.13199869,0.368228,"('clumsy', 'skillful')",0.1319987,0.368228,0.2362293
51,-0.13512015,-0.10037854,"('uneducated', 'educated')",-0.1351202,-0.1003785,0.0347417
52,-1.2295887,-1.4905258,"('irrational', 'rational')",-1.2295887,-1.4905258,-0.2609371
53,-1.1031225,-0.99138546,"('uncreative', 'creative')",-1.1031225,-0.9913855,0.111737
54,-0.0009156205,0.05181408,"('incapable', 'capable')",-0.0009156,0.0518141,0.0527297
55,0.66119915,0.8334024,"('incompetent', 'clever')",0.6611992,0.8334024,0.1722032
56,1.2172097,1.322567,"('impractical', 'practical')",1.2172097,1.322567,0.1053573
57,-1.5582306,-1.5747159,"('unimaginative', 'imaginative')",-1.5582306,-1.5747159,-0.0164853
58,-0.20388404,-0.17617333,"('undiscriminating', 'discriminating')",-0.203884,-0.1761733,0.0277107
59,-0.45642197,-0.62599975,"('foolish', 'wise')",-0.456422,-0.6259997,-0.1695777
60,1.4947441,1.8567804,"('inefficient', 'efficient')",1.4947441,1.8567804,0.3620363
61,0.85541564,0.7348813,"('illogical', 'logical')",0.8554156,0.7348813,-0.1205343
62,0.89748526,1.0816326,"('incompetent', 'brilliant')",0.8974853,1.0816326,0.1841473
63,-0.045529187,0.24819604,"('unperceptive', 'insightful')",-0.0455292,0.248196,0.2937252
64,-2.8886058,-3.122811,"('shy', 'confident')",-2.8886058,-3.1228111,-0.2342053
65,0.9179373,0.9832514,"('insecure', 'secure')",0.9179373,0.9832514,0.0653141
66,-0.7705838,-0.9695943,"('inactive', 'active')",-0.7705838,-0.9695943,-0.1990105
67,0.1100681,0.15473035,"('doubtful', 'determined')",0.1100681,0.1547303,0.0446622
68,-0.60677505,-0.44182283,"('dependent', 'independent')",-0.606775,-0.4418228,0.1649522
