,liberty_male,liberty_female,tuple,average_male,average_female,female-male
0,-0.052948605,-0.16680965,"('unsociable', 'sociable')",-0.0529486,-0.1668096,-0.113861
1,1.5847961,1.7151662,"('unfriendly', 'friendly')",1.5847961,1.7151662,0.1303701
2,0.06427443,0.07984029,"('unlikable', 'likable')",0.0642744,0.0798403,0.0155659
3,0.17342857,0.21156678,"('repellent', 'pleasant')",0.1734286,0.2115668,0.0381382
4,-7.4979777,-7.57415,"('disliked', 'liked')",-7.4979777,-7.5741501,-0.0761724
5,0.043684922,0.12968661,"('distant', 'outgoing')",0.0436849,0.1296866,0.0860017
6,0.536954,0.639883,"('distant', 'open')",0.536954,0.639883,0.102929
7,0.53387845,0.6263091,"('insensitive', 'sensitive')",0.5338784,0.6263091,0.0924307
8,1.2825148,1.3574883,"('unaffectionate', 'affectionate')",1.2825148,1.3574883,0.0749735
9,1.9323715,2.0339587,"('unaffectionate', 'caring')",1.9323715,2.0339587,0.1015872
10,0.459645,0.4247958,"('unsympathetic', 'sympathetic')",0.459645,0.4247958,-0.0348492
11,1.6397729,1.6723716,"('unhelpful', 'helpful')",1.6397729,1.6723716,0.0325987
12,-1.5070146,-1.4772577,"('unsupportive', 'supportive')",-1.5070146,-1.4772577,0.0297569
13,-0.49951074,-0.59315217,"('impolite', 'polite')",-0.4995107,-0.5931522,-0.0936415
14,-0.29441774,-0.40128183,"('antisocial', 'social')",-0.2944177,-0.4012818,-0.1068641
15,0.17841087,0.13083568,"('boring', 'funny')",0.1784109,0.1308357,-0.0475752
16,-0.21420233,-0.12343218,"('unpopular', 'popular')",-0.2142023,-0.1234322,0.0907701
17,-0.22578828,-0.20849472,"('nasty', 'nice')",-0.2257883,-0.2084947,0.0172936
18,-0.515529,-0.55152184,"('disagreeable', 'welcoming')",-0.515529,-0.5515218,-0.0359928
19,0.14197415,0.27222103,"('inhospitable', 'hospitable')",0.1419742,0.272221,0.1302468
20,1.0422817,0.9857995,"('rough', 'thoughtful')",1.0422817,0.9857995,-0.0564822
21,-0.44150278,-0.43414763,"('immoral', 'moral')",-0.4415028,-0.4341476,0.0073552
22,-0.7681639,-0.80976796,"('untrustworthy', 'trustworthy')",-0.7681639,-0.809768,-0.0416041
23,6.7309656,6.827665,"('insincere', 'sincere')",6.7309656,6.8276649,0.0966993
24,1.5312678,1.4620095,"('dishonest', 'honest')",1.5312678,1.4620095,-0.0692583
25,1.011997,1.0641981,"('egoistic', 'altruistic')",1.011997,1.0641981,0.0522011
26,1.1069373,1.1637229,"('hardhearted', 'benevolent')",1.1069373,1.1637229,0.0567856
27,2.0797434,2.0075889,"('hardhearted', 'softhearted')",2.0797434,2.0075889,-0.0721545
28,1.4777277,1.4570907,"('disloyal', 'loyal')",1.4777277,1.4570907,-0.020637
29,-0.3808277,-0.44808036,"('unfair', 'fair')",-0.3808277,-0.4480804,-0.0672527
30,0.85730577,0.8235537,"('intolerant', 'tolerant')",0.8573058,0.8235537,-0.0337521
31,-0.777005,-0.62765163,"('evil', 'good')",-0.777005,-0.6276516,0.1493534
32,1.2503009,1.2433765,"('unkind', 'kind')",1.2503009,1.2433765,-0.0069244
33,-0.049516555,-0.07060722,"('wrong', 'right')",-0.0495166,-0.0706072,-0.0210906
34,5.378459,5.5684323,"('mean', 'honorable')",5.378459,5.5684323,0.1899733
35,-0.29632625,-0.3665918,"('corrupt', 'incorrupt')",-0.2963262,-0.3665918,-0.0702656
36,-0.05397486,0.00016525015,"('hostile', 'amicable')",-0.0539749,0.0001653,0.0541402
37,0.7076344,0.71208954,"('fake', 'genuine')",0.7076344,0.7120895,0.0044551
38,0.37803197,0.4234431,"('untruthful', 'truthful')",0.378032,0.4234431,0.0454111
39,0.542504,0.49418145,"('exploitative', 'cooperative')",0.542504,0.4941815,-0.0483225
40,-1.8269255,-1.9599068,"('stingy', 'generous')",-1.8269255,-1.9599068,-0.1329813
