,schering_male,schering_female,tuple,plough_male,plough_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.1735572,-1.2908481,"('unsociable', 'sociable')",-1.1330017,-1.2764093,-0.18473145,-0.29520476,-0.8304301,-0.954154,-0.1237239
1,-1.5945086,-1.6975865,"('unfriendly', 'friendly')",-1.3212417,-1.3750675,1.7508888,1.6295977,-0.3882872,-0.4810188,-0.0927316
2,-0.19529426,-0.11668949,"('unlikable', 'likable')",-0.35538727,-0.2913877,0.48429126,0.5146106,-0.0221301,0.0355111,0.0576412
3,-1.817135,-1.7735311,"('repellent', 'pleasant')",-1.4461261,-1.2628787,0.30451283,0.32782274,-0.9862494,-0.9028624,0.083387
4,-0.024180993,-0.13021353,"('disliked', 'liked')",0.6732734,0.58661526,-7.026838,-7.1003222,-2.1259152,-2.2146401,-0.0887249
5,0.17954661,0.15519272,"('distant', 'outgoing')",0.3839058,0.3680393,-0.1420782,-0.18870966,0.1404581,0.1115075,-0.0289506
6,-0.033960037,-0.046832215,"('distant', 'open')",0.06948091,0.13331817,-0.050747164,-0.109986484,-0.0050754,-0.0078335,-0.0027581
7,-0.8052497,-0.7953649,"('insensitive', 'sensitive')",-0.98059934,-0.9542349,0.13890888,0.1599364,-0.5489801,-0.5298878,0.0190923
8,-0.33714268,-0.40338045,"('unaffectionate', 'affectionate')",-0.25796592,-0.28432488,1.1437577,1.0624226,0.182883,0.1249058,-0.0579772
9,-0.5016901,-0.5818149,"('unaffectionate', 'caring')",-0.76890296,-0.79957855,1.4305879,1.4029994,0.0533316,0.007202,-0.0461296
10,-1.9613514,-2.0196931,"('unsympathetic', 'sympathetic')",-2.645493,-2.6290357,-0.8182795,-0.81497395,-1.8083747,-1.8212342,-0.0128595
11,-1.3686603,-1.3427858,"('unhelpful', 'helpful')",-1.7762834,-1.7445279,1.2743131,1.3472455,-0.6235435,-0.5800227,0.0435208
12,-0.79104775,-0.73255086,"('unsupportive', 'supportive')",-0.8633343,-0.71191156,-2.2587657,-2.2598813,-1.3043826,-1.2347813,0.0696013
13,-0.56767553,-0.58892566,"('impolite', 'polite')",-0.3198647,-0.36404657,-0.8998325,-0.90155506,-0.5957909,-0.6181757,-0.0223848
14,-0.49269253,-0.4888477,"('antisocial', 'social')",-0.94634527,-0.94889975,-0.40945876,-0.45450714,-0.6161655,-0.6307515,-0.014586
15,0.61455536,0.55106765,"('boring', 'funny')",0.75677466,0.59528214,0.080286056,0.09997024,0.483872,0.41544,-0.068432
16,-0.5743972,-0.5826007,"('unpopular', 'popular')",-0.7173493,-0.68507785,0.50685614,0.43616349,-0.2616301,-0.2771717,-0.0155416
17,-1.1812545,-1.0842011,"('nasty', 'nice')",-0.27628508,-0.23377208,-0.30978787,-0.28608292,-0.5891091,-0.5346854,0.0544237
