,sandal_male,sandal_female,tuple,average_male,average_female,female-male
0,1.0638131,0.7697551,"('unsociable', 'sociable')",1.0638131,0.7697551,-0.294058
1,-0.4258275,-0.5920218,"('unfriendly', 'friendly')",-0.4258275,-0.5920218,-0.1661943
2,0.5080831,0.51137984,"('unlikable', 'likable')",0.5080831,0.5113798,0.0032967
3,0.17832407,0.2818792,"('repellent', 'pleasant')",0.1783241,0.2818792,0.1035551
4,-2.5433784,-2.710685,"('disliked', 'liked')",-2.5433784,-2.710685,-0.1673066
5,-1.46307,-1.4516356,"('distant', 'outgoing')",-1.46307,-1.4516356,0.0114344
6,-1.4671522,-1.4470569,"('distant', 'open')",-1.4671522,-1.4470569,0.0200953
7,0.76730525,0.65079015,"('insensitive', 'sensitive')",0.7673053,0.6507902,-0.1165151
8,-0.2931202,-0.20240664,"('unaffectionate', 'affectionate')",-0.2931202,-0.2024066,0.0907136
9,-0.37949666,-0.41348368,"('unaffectionate', 'caring')",-0.3794967,-0.4134837,-0.033987
10,0.4946282,0.47938505,"('unsympathetic', 'sympathetic')",0.4946282,0.479385,-0.0152432
11,1.0281011,0.9743596,"('unhelpful', 'helpful')",1.0281011,0.9743596,-0.0537415
12,-0.8641459,-0.9331959,"('unsupportive', 'supportive')",-0.8641459,-0.9331959,-0.06905
13,-0.1642121,-0.18679035,"('impolite', 'polite')",-0.1642121,-0.1867903,-0.0225782
14,1.0176967,0.88403445,"('antisocial', 'social')",1.0176967,0.8840345,-0.1336622
15,1.1081142,0.872691,"('boring', 'funny')",1.1081142,0.872691,-0.2354232
16,-0.027971912,-0.12855679,"('unpopular', 'popular')",-0.0279719,-0.1285568,-0.1005849
17,-0.6590302,-0.6935011,"('nasty', 'nice')",-0.6590302,-0.6935011,-0.0344709
18,-0.2543319,-0.22871916,"('disagreeable', 'welcoming')",-0.2543319,-0.2287192,0.0256127
19,-0.8438116,-0.8684791,"('inhospitable', 'hospitable')",-0.8438116,-0.8684791,-0.0246675
20,-0.040161498,-0.038156513,"('rough', 'thoughtful')",-0.0401615,-0.0381565,0.002005
21,0.6337238,0.73515546,"('immoral', 'moral')",0.6337238,0.7351555,0.1014317
22,0.21444504,0.121107504,"('untrustworthy', 'trustworthy')",0.214445,0.1211075,-0.0933375
23,2.824005,2.7768304,"('insincere', 'sincere')",2.8240049,2.7768304,-0.0471745
24,0.20071787,0.13902631,"('dishonest', 'honest')",0.2007179,0.1390263,-0.0616916
25,0.3932112,0.2439053,"('egoistic', 'altruistic')",0.3932112,0.2439053,-0.1493059
26,-0.0958123,-0.4257298,"('hardhearted', 'benevolent')",-0.0958123,-0.4257298,-0.3299175
27,-0.57881486,-0.5955624,"('hardhearted', 'softhearted')",-0.5788149,-0.5955624,-0.0167475
28,0.24480215,0.19991046,"('disloyal', 'loyal')",0.2448021,0.1999105,-0.0448916
29,-0.7908545,-0.86231935,"('unfair', 'fair')",-0.7908545,-0.8623194,-0.0714649
30,1.5496385,1.3850634,"('intolerant', 'tolerant')",1.5496385,1.3850634,-0.1645751
31,-2.571114,-2.6102998,"('evil', 'good')",-2.5711141,-2.6102998,-0.0391857
32,0.48080313,0.39069742,"('unkind', 'kind')",0.4808031,0.3906974,-0.0901057
33,-0.34401062,-0.40437698,"('wrong', 'right')",-0.3440106,-0.404377,-0.0603664
34,1.5602238,1.6908858,"('mean', 'honorable')",1.5602238,1.6908858,0.130662
35,-1.3990856,-1.5539926,"('corrupt', 'incorrupt')",-1.3990856,-1.5539926,-0.154907
36,-1.5096726,-1.5814091,"('hostile', 'amicable')",-1.5096726,-1.5814091,-0.0717365
37,0.1064192,0.10352986,"('fake', 'genuine')",0.1064192,0.1035299,-0.0028893
38,-0.17409539,-0.18510322,"('untruthful', 'truthful')",-0.1740954,-0.1851032,-0.0110078
39,-0.042070772,0.040037774,"('exploitative', 'cooperative')",-0.0420708,0.0400378,0.0821086
40,-1.1893626,-1.4826882,"('stingy', 'generous')",-1.1893626,-1.4826882,-0.2933256
41,0.6548965,0.5891628,"('unforgiving', 'forgiving')",0.6548965,0.5891628,-0.0657337
42,0.16746375,0.12929377,"('unreliable', 'reliable')",0.1674637,0.1292938,-0.0381699
43,0.4170756,0.46019363,"('irresponsible', 'responsible')",0.4170756,0.4601936,0.043118
44,-1.756403,-1.5078496,"('prejudiced', 'unprejudiced')",-1.756403,-1.5078496,0.2485534
45,0.4965448,0.34810996,"('incompetent', 'competent')",0.4965448,0.34811,-0.1484348
46,0.9077679,0.8759114,"('uncompetitive', 'competitive')",0.9077679,0.8759114,-0.0318565
47,1.6982574,1.6679116,"('stupid', 'smart')",1.6982574,1.6679116,-0.0303458
48,0.08350398,0.07923863,"('unintelligent', 'intelligent')",0.083504,0.0792386,-0.0042654
49,-0.3306277,-0.070026845,"('unable', 'able')",-0.3306277,-0.0700268,0.2606009
50,0.16207096,0.1872922,"('clumsy', 'skillful')",0.162071,0.1872922,0.0252212
51,1.0951747,0.8715318,"('uneducated', 'educated')",1.0951747,0.8715318,-0.2236429
52,-0.820052,-1.0069896,"('irrational', 'rational')",-0.820052,-1.0069896,-0.1869376
53,-0.50911826,-0.60463756,"('uncreative', 'creative')",-0.5091183,-0.6046376,-0.0955193
54,-0.118469015,-0.17070714,"('incapable', 'capable')",-0.118469,-0.1707071,-0.0522381
