,csx_male,csx_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.9014654,-0.9127126,"('unsociable', 'sociable')",-0.226257,-0.32569423,-0.5638612,-0.6192034,-0.0553422
1,-0.4113449,-0.76611006,"('unfriendly', 'friendly')",0.7069418,0.40892136,0.1477984,-0.1785944,-0.3263928
2,1.020451,0.9481531,"('unlikable', 'likable')",1.0015467,0.9467148,1.0109988,0.9474339,-0.0635649
3,-0.548417,-0.4174981,"('repellent', 'pleasant')",0.58577925,0.62141615,0.0186811,0.101959,0.0832779
4,-0.16229863,-0.2939665,"('disliked', 'liked')",-5.6770577,-5.7491117,-2.9196782,-3.021539,-0.1018608
5,-0.1524669,-0.3115559,"('distant', 'outgoing')",-0.6632578,-0.799598,-0.4078623,-0.5555769,-0.1477146
6,-0.35608965,-0.5863988,"('distant', 'open')",-0.64779073,-0.8670751,-0.5019402,-0.7267369,-0.2247967
7,-0.4890859,-0.44444802,"('insensitive', 'sensitive')",-0.09517065,-0.10576171,-0.2921283,-0.2751049,0.0170234
8,-0.25171912,-0.44821256,"('unaffectionate', 'affectionate')",0.29537016,0.099282384,0.0218255,-0.1744651,-0.1962906
9,-0.26862115,-0.5178145,"('unaffectionate', 'caring')",0.43965372,0.25365657,0.0855163,-0.132079,-0.2175953
10,-1.1636513,-1.1306207,"('unsympathetic', 'sympathetic')",-0.998911,-1.0379608,-1.0812812,-1.0842907,-0.0030095
11,-1.1002574,-1.0525681,"('unhelpful', 'helpful')",0.90705115,0.9656905,-0.0966031,-0.0434388,0.0531643
12,-0.2270264,-0.18287489,"('unsupportive', 'supportive')",-2.0257902,-2.0469663,-1.1264083,-1.1149206,0.0114877
13,-1.6657189,-1.4917454,"('impolite', 'polite')",-1.2643734,-1.169934,-1.4650462,-1.3308396,0.1342066
14,-0.14638686,-0.03520821,"('antisocial', 'social')",0.11867528,0.104085796,-0.0138558,0.0344388,0.0482946
15,0.884145,0.70431745,"('boring', 'funny')",0.31989974,0.24340191,0.6020224,0.4738597,-0.1281627
16,0.004361205,-0.053706445,"('unpopular', 'popular')",0.53969353,0.4234901,0.2720274,0.1848918,-0.0871356
17,-0.5632236,-0.5082716,"('nasty', 'nice')",-0.64499944,-0.5854638,-0.6041116,-0.5468677,0.0572439
18,-0.86941683,-0.930977,"('disagreeable', 'welcoming')",-0.6438671,-0.8337802,-0.756642,-0.8823786,-0.1257366
19,-0.9927595,-1.1160194,"('inhospitable', 'hospitable')",-0.8456587,-0.87258995,-0.9192091,-0.9943047,-0.0750956
20,-0.019036967,0.06739424,"('rough', 'thoughtful')",0.87022036,0.86226654,0.4255917,0.4648304,0.0392387
21,-0.22467574,-0.21937273,"('immoral', 'moral')",-0.46986926,-0.4381574,-0.3472725,-0.3287651,0.0185074
22,-0.9245742,-0.8869667,"('untrustworthy', 'trustworthy')",-0.8710099,-0.99852544,-0.897792,-0.942746,-0.044954
23,-0.7372612,-0.87761045,"('insincere', 'sincere')",4.453304,4.3054085,1.8580213,1.713899,-0.1441223
24,-0.13558649,-0.23053743,"('dishonest', 'honest')",0.26630816,0.1923345,0.0653608,-0.0191015,-0.0844623
25,0.3878946,0.27663273,"('egoistic', 'altruistic')",1.2596464,1.1593297,0.8237705,0.7179812,-0.1057893
26,0.39512047,0.2603609,"('hardhearted', 'benevolent')",1.6167647,1.4864596,1.0059426,0.8734102,-0.1325324
27,-1.0835005,-0.96493584,"('hardhearted', 'softhearted')",0.5491066,0.46286458,-0.267197,-0.2510356,0.0161614
28,-0.28693533,-0.43315285,"('disloyal', 'loyal')",0.70121944,0.5895143,0.2071421,0.0781807,-0.1289614
29,-0.05089753,-0.16770571,"('unfair', 'fair')",-0.30912915,-0.4341399,-0.1800133,-0.3009228,-0.1209095
30,-0.17832331,-0.14135978,"('intolerant', 'tolerant')",0.54429084,0.4914125,0.1829838,0.1750264,-0.0079574
31,-0.17181966,-0.32788098,"('evil', 'good')",-0.5216132,-0.71562594,-0.3467164,-0.5217534,-0.175037
32,-0.117898926,-0.20236906,"('unkind', 'kind')",0.07447777,-0.083631776,-0.0217106,-0.1430004,-0.1212898
33,0.58218974,0.3529522,"('wrong', 'right')",-0.6633383,-0.7233866,-0.0405743,-0.1852172,-0.1446429
34,-0.80463284,-0.7358133,"('mean', 'honorable')",4.5311427,4.6530027,1.8632549,1.9585947,0.0953398
35,-0.2303505,-0.41504484,"('corrupt', 'incorrupt')",0.10626547,-0.037042458,-0.0620425,-0.2260437,-0.1640012
36,-0.23984411,-0.6001872,"('hostile', 'amicable')",0.09732975,-0.19850653,-0.0712572,-0.3993469,-0.3280897
37,-0.44980705,-0.4774183,"('fake', 'genuine')",-0.31480289,-0.31792772,-0.382305,-0.397673,-0.015368
38,-1.1571388,-1.2345431,"('untruthful', 'truthful')",-0.66750026,-0.6406792,-0.9123195,-0.9376111,-0.0252916
39,0.9764709,1.0670227,"('exploitative', 'cooperative')",0.07135919,0.1547297,0.5239151,0.6108762,0.0869611
40,0.38998502,0.36678696,"('stingy', 'generous')",-1.2356303,-1.4194982,-0.4228226,-0.5263556,-0.103533
41,-0.42569152,-0.5091557,"('unforgiving', 'forgiving')",0.11015971,-0.058816526,-0.1577659,-0.2839861,-0.1262202
42,0.11576186,0.20493877,"('unreliable', 'reliable')",-3.0780704,-3.0598395,-1.4811543,-1.4274504,0.0537039
43,-0.96743596,-0.85536885,"('irresponsible', 'responsible')",-0.19146897,-0.14720166,-0.5794525,-0.5012853,0.0781672
44,-0.7834759,-0.6884676,"('prejudiced', 'unprejudiced')",-1.1261308,-1.1013807,-0.9548033,-0.8949242,0.0598791
45,-1.0463115,-0.9885889,"('incompetent', 'competent')",-0.17989543,-0.25781974,-0.6131034,-0.6232044,-0.010101
46,-0.46917662,-0.39986983,"('uncompetitive', 'competitive')",-0.91519105,-0.8573268,-0.6921839,-0.6285983,0.0635856
47,-0.18617573,-0.09970686,"('stupid', 'smart')",4.328208,4.3929205,2.0710161,2.1466069,0.0755908
48,-0.39872503,-0.35344917,"('unintelligent', 'intelligent')",0.43944886,0.46547154,0.0203619,0.0560112,0.0356493
49,-0.5671173,-0.52094144,"('unable', 'able')",-0.7663994,-0.7279746,-0.6667583,-0.624458,0.0423003
50,0.136922,0.15236065,"('clumsy', 'skillful')",-0.13132733,-0.2689997,0.0027973,-0.0583195,-0.0611168
51,-1.0624332,-0.9922892,"('uneducated', 'educated')",0.54310423,0.52543676,-0.2596645,-0.2334262,0.0262383
52,0.7841387,0.49991038,"('irrational', 'rational')",0.1699148,-0.041373976,0.4770267,0.2292682,-0.2477585
53,0.36967894,0.11800998,"('uncreative', 'creative')",0.2574629,0.034451384,0.3135709,0.0762307,-0.2373402
54,-0.46998632,-0.6488354,"('incapable', 'capable')",0.30165014,0.24337615,-0.0841681,-0.2027296,-0.1185615
55,-0.9093661,-0.7003763,"('incompetent', 'clever')",0.22275785,0.26257455,-0.3433041,-0.2189009,0.1244032
56,-0.19572744,-0.14884484,"('impractical', 'practical')",-0.9280222,-0.88702464,-0.5618748,-0.5179347,0.0439401
57,-0.9703796,-1.0641322,"('unimaginative', 'imaginative')",-2.8906457,-2.9372559,-1.9305127,-2.000694,-0.0701813
58,-0.123627916,-0.23195612,"('undiscriminating', 'discriminating')",0.34857443,0.26091266,0.1124733,0.0144783,-0.097995
59,0.6936499,0.5705173,"('foolish', 'wise')",0.04411277,0.0052834433,0.3688813,0.2879004,-0.0809809
60,-0.72779226,-0.5583791,"('inefficient', 'efficient')",-0.73831,-0.51889277,-0.7330511,-0.538636,0.1944151
61,0.5424615,0.42593342,"('illogical', 'logical')",0.65849143,0.5420649,0.6004765,0.4839992,-0.1164773
62,-0.44754517,-0.26118353,"('incompetent', 'brilliant')",0.032555915,0.18342045,-0.2074946,-0.0388815,0.1686131
63,-0.32955447,-0.2915775,"('unperceptive', 'insightful')",0.30939913,0.34210938,-0.0100777,0.0252659,0.0353436
64,-0.17729986,-0.10838557,"('shy', 'confident')",-5.448086,-5.381519,-2.8126929,-2.7449522,0.0677407
65,-0.4111086,-0.30637082,"('insecure', 'secure')",-0.3770135,-0.26456034,-0.3940611,-0.2854656,0.1085955
66,0.07157692,-0.022515282,"('inactive', 'active')",0.6396091,0.6180745,0.355593,0.2977796,-0.0578134
67,0.88061893,0.8673847,"('doubtful', 'determined')",-0.22888654,-0.19510157,0.3258662,0.3361416,0.0102754
68,-0.967135,-0.9432939,"('dependent', 'independent')",-0.69042397,-0.67758113,-0.8287795,-0.8104376,0.0183419
69,0.70417804,0.58410853,"('lazy', 'industrious')",-0.48174095,-0.4587799,0.1112185,0.0626643,-0.0485542
70,-1.0615302,-0.9084019,"('lethargic', 'energetic')",-0.036369056,0.025331177,-0.5489497,-0.4415354,0.1074143
71,1.0399938,0.951805,"('diffident', 'self-confident')",0.24417791,0.15303653,0.6420859,0.5524207,-0.0896652
72,-0.41382718,-0.36355913,"('unambitious', 'ambitious')",-0.9568187,-0.94889516,-0.6853229,-0.6562271,0.0290958
73,0.14203474,0.14129832,"('helpless', 'self-reliant')",-2.9262934,-2.884155,-1.3921293,-1.3714284,0.0207009
74,0.3521635,0.356811,"('undedicated', 'dedicated')",-0.23192996,-0.3621377,0.0601168,-0.0026634,-0.0627802
75,-0.25502923,-0.28302452,"('meek', 'impulsive')",-0.1981073,-0.15625198,-0.2265683,-0.2196383,0.00693
76,-0.16453502,0.04432814,"('anxious', 'daring')",-0.38031492,-0.29751647,-0.272425,-0.1265942,0.1458308
77,-0.47397208,-0.41245842,"('unmotivated', 'motivated')",-1.1906675,-1.0183731,-0.8323198,-0.7154158,0.116904
78,-0.055382796,0.040576756,"('nonresilient', 'resilient')",-0.06148407,-0.09065301,-0.0584334,-0.0250381,0.0333953
79,-0.4072024,-0.58305997,"('wavering', 'unwavering')",-0.39065868,-0.5078353,-0.3989305,-0.5454476,-0.1465171
80,0.4263527,0.57136285,"('dominated', 'dominating')",-0.34566766,-0.09833458,0.0403425,0.2365141,0.1961716
81,-0.50884783,-0.38724118,"('submissive', 'aggressive')",-0.9493527,-0.69257814,-0.7291002,-0.5399097,0.1891905
82,-0.70424074,-0.70215726,"('poor', 'rich')",5.4242506,5.290857,2.3600049,2.2943497,-0.0656552
83,0.45007983,0.3529222,"('powerless', 'powerful')",-0.9542937,-0.903305,-0.252107,-0.2751914,-0.0230844
84,1.0877519,0.96579164,"('inferior', 'superior')",1.2780088,1.2577485,1.1828804,1.11177,-0.0711104
85,0.8389485,0.605699,"('insignificant', 'prestigious')",0.46255538,0.31985772,0.6507519,0.4627784,-0.1879735
86,-0.74650896,-0.89902747,"('uninfluential', 'influential')",-0.44355595,-0.5713109,-0.5950325,-0.7351692,-0.1401367
87,0.53345865,0.4863178,"('unsuccessful', 'successful')",1.2646914,1.3096697,0.899075,0.8979938,-0.0010812
88,0.06891161,-0.12725994,"('low', 'eminent')",-0.42965266,-0.5297922,-0.1803705,-0.3285261,-0.1481556
