,macys_male,macys_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.45626917,0.43882808,"('unsociable', 'sociable')",-0.31387132,-0.47174683,0.0711989,-0.0164594,-0.0876583
1,0.5814916,0.7557512,"('unfriendly', 'friendly')",1.6883419,1.5720301,1.1349168,1.1638906,0.0289738
2,0.71674985,0.78819793,"('unlikable', 'likable')",0.7285573,0.8080154,0.7226536,0.7981067,0.0754531
3,-0.61682266,-0.53114694,"('repellent', 'pleasant')",0.14507163,0.27928525,-0.2358755,-0.1259308,0.1099447
4,-0.43800738,-0.48557833,"('disliked', 'liked')",-6.1040244,-6.0786233,-3.2710159,-3.2821009,-0.011085
5,-0.05877219,0.004699029,"('distant', 'outgoing')",-0.31552365,-0.37731814,-0.1871479,-0.1863096,0.0008383
6,-0.26742557,-0.15013984,"('distant', 'open')",0.1685368,0.107139215,-0.0494444,-0.0215003,0.0279441
7,0.12412755,0.2712716,"('insensitive', 'sensitive')",0.5019604,0.5107693,0.313044,0.3910204,0.0779764
8,-0.07948973,-0.045724735,"('unaffectionate', 'affectionate')",0.58543324,0.46858585,0.2529718,0.2114305,-0.0415413
9,0.2326502,0.3080119,"('unaffectionate', 'caring')",0.88440233,0.86201966,0.5585263,0.5850158,0.0264895
10,0.039388757,0.16068129,"('unsympathetic', 'sympathetic')",0.0017108931,-0.046982132,0.0205498,0.0568496,0.0362998
11,-0.11436963,-0.04486617,"('unhelpful', 'helpful')",2.013038,2.093247,0.9493341,1.0241904,0.0748563
12,0.84914625,1.0065153,"('unsupportive', 'supportive')",-1.5627441,-1.5469214,-0.3567989,-0.2702031,0.0865958
13,0.8574405,0.88401914,"('impolite', 'polite')",-0.026775934,0.016870987,0.4153323,0.4504451,0.0351128
14,0.16724461,0.12817918,"('antisocial', 'social')",-0.66253084,-0.64408386,-0.2476431,-0.2579523,-0.0103092
15,0.32247978,0.3467883,"('boring', 'funny')",0.5207193,0.53253335,0.4215995,0.4396608,0.0180613
16,-0.37872657,-0.28620148,"('unpopular', 'popular')",0.5700675,0.5929249,0.0956705,0.1533617,0.0576912
17,-0.45319152,-0.32986063,"('nasty', 'nice')",-0.33275482,-0.23403633,-0.3929732,-0.2819485,0.1110247
18,-0.5114112,-0.50780886,"('disagreeable', 'welcoming')",-0.53076833,-0.59745276,-0.5210898,-0.5526308,-0.031541
19,0.39829597,0.38917425,"('inhospitable', 'hospitable')",0.2805614,0.2256434,0.3394287,0.3074088,-0.0320199
20,0.1339475,0.14727445,"('rough', 'thoughtful')",1.1033539,1.0118124,0.6186507,0.5795435,-0.0391072
21,0.76750547,0.783259,"('immoral', 'moral')",-0.36681727,-0.34599358,0.2003441,0.2186327,0.0182886
22,-0.53871644,-0.5823018,"('untrustworthy', 'trustworthy')",-1.174495,-1.1769875,-0.8566057,-0.8796446,-0.0230389
23,0.5360461,0.6352796,"('insincere', 'sincere')",5.850066,5.819261,3.1930561,3.2272704,0.0342143
24,0.22152378,0.23140082,"('dishonest', 'honest')",1.0613616,1.0633105,0.6414427,0.6473557,0.005913
25,0.109148555,0.10962746,"('egoistic', 'altruistic')",0.897466,0.86574817,0.5033073,0.4876878,-0.0156195
26,1.1303277,1.1907158,"('hardhearted', 'benevolent')",1.510799,1.3677409,1.3205633,1.2792283,-0.041335
27,0.29876995,0.3556143,"('hardhearted', 'softhearted')",1.5085126,1.4458011,0.9036413,0.9007077,-0.0029336
28,-0.08748789,-0.1015441,"('disloyal', 'loyal')",0.83344066,0.7691818,0.3729764,0.3338189,-0.0391575
29,-0.6581166,-0.66087246,"('unfair', 'fair')",-0.49332157,-0.5830513,-0.5757191,-0.6219619,-0.0462428
30,0.69795257,0.67479295,"('intolerant', 'tolerant')",1.3717268,1.2633083,1.0348396,0.9690506,-0.065789
31,-1.00381,-0.9584038,"('evil', 'good')",-1.0950326,-1.2364956,-1.0494213,-1.0974498,-0.0480285
