,deposition_male,deposition_female,tuple,average_male,average_female,female-male
0,0.058793876,0.12222171,"('unsociable', 'sociable')",0.0587939,0.1222217,0.0634278
1,1.8533031,1.7145772,"('unfriendly', 'friendly')",1.8533031,1.7145772,-0.1387259
2,0.44948602,0.5512958,"('unlikable', 'likable')",0.449486,0.5512958,0.1018098
3,0.4465645,0.9725718,"('repellent', 'pleasant')",0.4465645,0.9725718,0.5260073
4,-7.2504544,-7.200218,"('disliked', 'liked')",-7.2504544,-7.2002182,0.0502362
5,-0.24190468,-0.28550676,"('distant', 'outgoing')",-0.2419047,-0.2855068,-0.0436021
6,-0.18834291,-0.20602691,"('distant', 'open')",-0.1883429,-0.2060269,-0.017684
7,1.1160672,1.4253905,"('insensitive', 'sensitive')",1.1160672,1.4253905,0.3093233
8,1.4069579,1.1523513,"('unaffectionate', 'affectionate')",1.4069579,1.1523513,-0.2546066
9,2.2096212,2.1613202,"('unaffectionate', 'caring')",2.2096212,2.1613202,-0.048301
10,0.58243525,0.92899764,"('unsympathetic', 'sympathetic')",0.5824353,0.9289976,0.3465623
11,2.2062464,2.3854494,"('unhelpful', 'helpful')",2.2062464,2.3854494,0.179203
12,-0.90156955,-0.7973404,"('unsupportive', 'supportive')",-0.9015695,-0.7973404,0.1042291
13,-0.22967069,-0.09097594,"('impolite', 'polite')",-0.2296707,-0.0909759,0.1386948
14,0.20710061,0.24440978,"('antisocial', 'social')",0.2071006,0.2444098,0.0373092
15,0.5907189,0.49853203,"('boring', 'funny')",0.5907189,0.498532,-0.0921869
16,-0.79952043,-0.6939769,"('unpopular', 'popular')",-0.7995204,-0.6939769,0.1055435
17,-0.10789713,-0.117795095,"('nasty', 'nice')",-0.1078971,-0.1177951,-0.009898
18,-0.12005992,-0.07572252,"('disagreeable', 'welcoming')",-0.1200599,-0.0757225,0.0443374
19,-0.7041097,-0.614051,"('inhospitable', 'hospitable')",-0.7041097,-0.614051,0.0900587
20,0.5457683,0.5083039,"('rough', 'thoughtful')",0.5457683,0.5083039,-0.0374644
21,-0.2982462,0.15253216,"('immoral', 'moral')",-0.2982462,0.1525322,0.4507784
22,-0.6766943,-0.28577787,"('untrustworthy', 'trustworthy')",-0.6766943,-0.2857779,0.3909164
23,7.1176486,7.291061,"('insincere', 'sincere')",7.1176486,7.2910609,0.1734123
24,1.9011891,2.1568923,"('dishonest', 'honest')",1.9011891,2.1568923,0.2557032
25,1.0344163,0.88003355,"('egoistic', 'altruistic')",1.0344163,0.8800336,-0.1543827
