,planter_male,planter_female,tuple,average_male,average_female,female-male
0,0.48640323,0.37669557,"('unsociable', 'sociable')",0.4864032,0.3766956,-0.1097076
1,-0.43177897,-0.46524173,"('unfriendly', 'friendly')",-0.431779,-0.4652417,-0.0334627
2,0.82567585,0.86865264,"('unlikable', 'likable')",0.8256758,0.8686526,0.0429768
3,0.274177,0.31595457,"('repellent', 'pleasant')",0.274177,0.3159546,0.0417776
4,-3.7720165,-3.8094573,"('disliked', 'liked')",-3.7720165,-3.8094573,-0.0374408
5,-2.0696251,-1.9946167,"('distant', 'outgoing')",-2.0696251,-1.9946167,0.0750084
6,-1.9989142,-1.9180934,"('distant', 'open')",-1.9989142,-1.9180934,0.0808208
7,0.778242,0.7597115,"('insensitive', 'sensitive')",0.778242,0.7597115,-0.0185305
8,0.14537394,0.10980441,"('unaffectionate', 'affectionate')",0.1453739,0.1098044,-0.0355695
9,0.25763503,0.2006266,"('unaffectionate', 'caring')",0.257635,0.2006266,-0.0570084
10,0.63618827,0.613509,"('unsympathetic', 'sympathetic')",0.6361883,0.613509,-0.0226793
11,1.1260157,1.0760634,"('unhelpful', 'helpful')",1.1260157,1.0760634,-0.0499523
12,-0.87123334,-0.82541925,"('unsupportive', 'supportive')",-0.8712333,-0.8254192,0.0458141
13,0.77155036,0.70661724,"('impolite', 'polite')",0.7715504,0.7066172,-0.0649332
14,1.3920667,1.2966101,"('antisocial', 'social')",1.3920667,1.2966101,-0.0954566
15,-0.20177938,-0.31748575,"('boring', 'funny')",-0.2017794,-0.3174857,-0.1157063
16,-0.6789062,-0.7839306,"('unpopular', 'popular')",-0.6789062,-0.7839306,-0.1050244
17,-0.6574714,-0.6514414,"('nasty', 'nice')",-0.6574714,-0.6514414,0.00603
18,-0.9282614,-0.9516064,"('disagreeable', 'welcoming')",-0.9282614,-0.9516064,-0.023345
19,-1.5359453,-1.5201478,"('inhospitable', 'hospitable')",-1.5359453,-1.5201478,0.0157975
20,0.28750294,0.33516997,"('rough', 'thoughtful')",0.2875029,0.33517,0.0476671
21,1.0517248,1.0488499,"('immoral', 'moral')",1.0517248,1.0488499,-0.0028749
22,-0.09754589,-0.096144445,"('untrustworthy', 'trustworthy')",-0.0975459,-0.0961444,0.0014015
23,3.1678789,3.0773072,"('insincere', 'sincere')",3.1678789,3.0773072,-0.0905717
24,0.52155954,0.4759275,"('dishonest', 'honest')",0.5215595,0.4759275,-0.045632
25,0.46249634,0.4154717,"('egoistic', 'altruistic')",0.4624963,0.4154717,-0.0470246
26,0.8689716,0.7887112,"('hardhearted', 'benevolent')",0.8689716,0.7887112,-0.0802604
27,-0.07326025,-0.14757751,"('hardhearted', 'softhearted')",-0.0732602,-0.1475775,-0.0743173
28,1.0236471,0.9289803,"('disloyal', 'loyal')",1.0236471,0.9289803,-0.0946668
29,-0.8341584,-0.837888,"('unfair', 'fair')",-0.8341584,-0.837888,-0.0037296
30,1.2569122,1.2086022,"('intolerant', 'tolerant')",1.2569122,1.2086022,-0.04831
31,-1.9749897,-1.871481,"('evil', 'good')",-1.9749897,-1.8714809,0.1035088
32,1.3265413,1.2399147,"('unkind', 'kind')",1.3265413,1.2399147,-0.0866266
33,-0.2319408,-0.26900065,"('wrong', 'right')",-0.2319408,-0.2690006,-0.0370598
34,2.3701553,2.4901242,"('mean', 'honorable')",2.3701553,2.4901242,0.1199689
35,-1.3256334,-1.3536038,"('corrupt', 'incorrupt')",-1.3256334,-1.3536038,-0.0279704
36,-1.6066498,-1.6166829,"('hostile', 'amicable')",-1.6066498,-1.6166829,-0.0100331
37,0.35399806,0.36302444,"('fake', 'genuine')",0.3539981,0.3630244,0.0090263
38,0.29886597,0.28802916,"('untruthful', 'truthful')",0.298866,0.2880292,-0.0108368
39,0.5699827,0.640317,"('exploitative', 'cooperative')",0.5699827,0.640317,0.0703343
40,-1.3998382,-1.3955674,"('stingy', 'generous')",-1.3998382,-1.3955674,0.0042708
41,0.5449648,0.57750285,"('unforgiving', 'forgiving')",0.5449648,0.5775028,0.032538
42,-0.9860178,-0.997854,"('unreliable', 'reliable')",-0.9860178,-0.997854,-0.0118362
43,0.6511129,0.6574116,"('irresponsible', 'responsible')",0.6511129,0.6574116,0.0062987
44,-1.1036112,-1.0991538,"('prejudiced', 'unprejudiced')",-1.1036112,-1.0991538,0.0044574
45,0.21122086,0.24091294,"('incompetent', 'competent')",0.2112209,0.2409129,0.029692
46,-0.031220432,-0.0787776,"('uncompetitive', 'competitive')",-0.0312204,-0.0787776,-0.0475572
47,3.0512471,3.111375,"('stupid', 'smart')",3.0512471,3.1113751,0.060128
48,0.27255994,0.28361666,"('unintelligent', 'intelligent')",0.2725599,0.2836167,0.0110568
49,-0.51877564,-0.49250147,"('unable', 'able')",-0.5187756,-0.4925015,0.0262741
50,-0.29539683,-0.38011938,"('clumsy', 'skillful')",-0.2953968,-0.3801194,-0.0847226
51,0.71917146,0.6232771,"('uneducated', 'educated')",0.7191715,0.6232771,-0.0958944
52,-1.0129431,-1.06394,"('irrational', 'rational')",-1.0129431,-1.06394,-0.0509969
53,-0.85070735,-0.8833561,"('uncreative', 'creative')",-0.8507074,-0.8833561,-0.0326487
54,0.0021608844,-0.035550583,"('incapable', 'capable')",0.0021609,-0.0355506,-0.0377115
55,1.038525,1.0389216,"('incompetent', 'clever')",1.038525,1.0389216,0.0003966
56,1.4356128,1.3862453,"('impractical', 'practical')",1.4356128,1.3862453,-0.0493675
57,-1.701454,-1.7257258,"('unimaginative', 'imaginative')",-1.701454,-1.7257258,-0.0242718
58,-0.039070204,-0.060919788,"('undiscriminating', 'discriminating')",-0.0390702,-0.0609198,-0.0218496
59,-0.39467767,-0.38061503,"('foolish', 'wise')",-0.3946777,-0.380615,0.0140627
60,1.2699808,1.2943107,"('inefficient', 'efficient')",1.2699808,1.2943107,0.0243299
61,0.034612596,-0.059067477,"('illogical', 'logical')",0.0346126,-0.0590675,-0.0936801
62,0.6974055,0.72672737,"('incompetent', 'brilliant')",0.6974055,0.7267274,0.0293219
63,0.42909986,0.46349388,"('unperceptive', 'insightful')",0.4290999,0.4634939,0.034394
64,-3.029472,-3.0833793,"('shy', 'confident')",-3.0294721,-3.0833793,-0.0539072
65,0.75860405,0.7104595,"('insecure', 'secure')",0.758604,0.7104595,-0.0481445
66,-1.4261124,-1.4739094,"('inactive', 'active')",-1.4261124,-1.4739094,-0.047797
67,0.72678685,0.6987736,"('doubtful', 'determined')",0.7267869,0.6987736,-0.0280133
68,-1.1039184,-1.1476574,"('dependent', 'independent')",-1.1039184,-1.1476574,-0.043739
69,-1.0038178,-0.9691159,"('lazy', 'industrious')",-1.0038178,-0.9691159,0.0347019
70,0.36878455,0.34304363,"('lethargic', 'energetic')",0.3687845,0.3430436,-0.0257409
71,-0.08337256,-0.075341865,"('diffident', 'self-confident')",-0.0833726,-0.0753419,0.0080307
72,0.2654123,0.23496567,"('unambitious', 'ambitious')",0.2654123,0.2349657,-0.0304466
73,-1.2363628,-1.2686365,"('helpless', 'self-reliant')",-1.2363628,-1.2686365,-0.0322737
74,0.67017215,0.6537924,"('undedicated', 'dedicated')",0.6701722,0.6537924,-0.0163798
75,-1.196771,-1.1795125,"('meek', 'impulsive')",-1.196771,-1.1795125,0.0172585
76,0.21254122,0.24599771,"('anxious', 'daring')",0.2125412,0.2459977,0.0334565
77,-0.8319566,-0.7824353,"('unmotivated', 'motivated')",-0.8319566,-0.7824353,0.0495213
78,-0.4368386,-0.40675646,"('nonresilient', 'resilient')",-0.4368386,-0.4067565,0.0300821
79,-1.2695656,-1.2590377,"('wavering', 'unwavering')",-1.2695656,-1.2590377,0.0105279
80,0.79469407,0.7505717,"('dominated', 'dominating')",0.7946941,0.7505717,-0.0441224
81,0.5627244,0.4926284,"('submissive', 'aggressive')",0.5627244,0.4926284,-0.070096
82,2.713452,2.6766357,"('poor', 'rich')",2.7134521,2.6766357,-0.0368164
83,-0.01599361,-0.090628326,"('powerless', 'powerful')",-0.0159936,-0.0906283,-0.0746347
84,-0.11496654,-0.200465,"('inferior', 'superior')",-0.1149665,-0.200465,-0.0854985
85,-0.71355796,-0.66272235,"('insignificant', 'prestigious')",-0.713558,-0.6627223,0.0508357
86,0.039399028,-0.07837801,"('uninfluential', 'influential')",0.039399,-0.078378,-0.117777
87,-0.04427207,-0.12366183,"('unsuccessful', 'successful')",-0.0442721,-0.1236618,-0.0793897
88,-0.0953293,-0.2209116,"('low', 'eminent')",-0.0953293,-0.2209116,-0.1255823
