,exxon_male,exxon_female,tuple,mobil_male,mobil_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.7749578,-1.8947154,"('unsociable', 'sociable')",-1.9701828,-2.1565387,-0.23516117,-0.510289,-1.3267672,-1.5205145,-0.1937473
1,-0.48723757,-0.6368245,"('unfriendly', 'friendly')",-1.323218,-1.4004376,0.8366582,0.5027656,-0.3245991,-0.5114988,-0.1868997
2,0.7248839,0.69159305,"('unlikable', 'likable')",0.5285256,0.58817196,0.44554302,0.4616028,0.5663175,0.5804559,0.0141384
3,-0.4461038,-0.4449664,"('repellent', 'pleasant')",-1.2231495,-1.2806622,0.52938354,0.5707239,-0.3799566,-0.3849682,-0.0050116
4,0.15430254,0.08375126,"('disliked', 'liked')",0.32748154,0.32900974,-5.7388687,-5.738835,-1.7523616,-1.7753579,-0.0229963
5,0.31964353,0.31445822,"('distant', 'outgoing')",1.2569999,1.3027092,-0.70374143,-0.7185659,0.2909673,0.2995339,0.0085666
6,0.21565223,0.1806947,"('distant', 'open')",0.67665124,0.69589895,-0.8482433,-0.93314946,0.0146867,-0.0188519,-0.0335386
7,-0.799233,-0.8683843,"('insensitive', 'sensitive')",-1.5143194,-1.5913656,0.104774006,-0.032542206,-0.7362595,-0.8307641,-0.0945046
8,-1.464864,-1.5065693,"('unaffectionate', 'affectionate')",-2.2160623,-2.1476054,-0.094762355,-0.2224542,-1.2585629,-1.2922097,-0.0336468
9,-0.84569585,-0.9227461,"('unaffectionate', 'caring')",-1.695772,-1.7128409,0.69069505,0.5354689,-0.6169243,-0.7000394,-0.0831151
10,-1.5824379,-1.670136,"('unsympathetic', 'sympathetic')",-2.9474244,-3.1531785,-0.44805667,-0.6764702,-1.6593064,-1.8332616,-0.1739552
11,-1.3701129,-1.3681554,"('unhelpful', 'helpful')",-2.0610406,-2.0419097,1.9548184,1.9345099,-0.4921117,-0.4918518,0.0002599
12,-0.7167369,-0.8189234,"('unsupportive', 'supportive')",-1.4974221,-1.5442705,-1.8518026,-1.952918,-1.3553206,-1.438704,-0.0833834
13,-0.97399163,-1.0219669,"('impolite', 'polite')",-1.3758439,-1.4669551,-0.41242707,-0.4516837,-0.9207541,-0.980202,-0.0594479
14,-1.4429078,-1.4643766,"('antisocial', 'social')",-1.5876411,-1.6131572,-0.10664483,-0.14804344,-1.0457313,-1.0751924,-0.0294611
15,-0.28249037,-0.367412,"('boring', 'funny')",0.1311262,0.27567324,-0.24217409,-0.19982296,-0.1311794,-0.0971872,0.0339922
16,-0.23400201,-0.3104857,"('unpopular', 'popular')",1.1164306,1.021805,0.4524716,0.38582876,0.4449668,0.365716,-0.0792508
17,-0.7158253,-0.6659868,"('nasty', 'nice')",-0.21231148,-0.16430728,-0.54015636,-0.43338048,-0.4894311,-0.4212248,0.0682063
18,-0.82969004,-0.9592453,"('disagreeable', 'welcoming')",-0.14870393,-0.2482638,-0.84399366,-1.0165503,-0.6074626,-0.7413532,-0.1338906
19,-0.74826723,-0.773487,"('inhospitable', 'hospitable')",-0.3301336,-0.3245088,-0.7300795,-0.76130545,-0.6028268,-0.6197671,-0.0169403
20,-0.4795906,-0.38706627,"('rough', 'thoughtful')",-0.7390136,-0.7761267,0.7310821,0.72652775,-0.1625074,-0.1455551,0.0169523
21,-1.0536608,-1.1747215,"('immoral', 'moral')",-1.6855799,-1.8121194,-0.7076633,-0.7573031,-1.148968,-1.248048,-0.09908
22,-0.81985945,-0.8555673,"('untrustworthy', 'trustworthy')",-1.6727091,-1.745006,-1.5059066,-1.5183998,-1.332825,-1.3729911,-0.0401661
23,-0.94937605,-1.0426503,"('insincere', 'sincere')",-1.7248049,-1.8722993,5.3242173,5.062389,0.8833454,0.7158131,-0.1675323
24,0.5392067,0.4566371,"('dishonest', 'honest')",-1.509144,-1.5323129,0.45769143,0.28975755,-0.1707486,-0.2619727,-0.0912241
25,-0.065653406,-0.07611363,"('egoistic', 'altruistic')",0.6136666,0.6423393,0.84727407,0.80004483,0.4650958,0.4554235,-0.0096723
26,-0.08794711,-0.13609757,"('hardhearted', 'benevolent')",-0.15457582,-0.18892407,1.0273328,0.81232786,0.2616033,0.1624354,-0.0991679
27,-0.21504007,-0.17849746,"('hardhearted', 'softhearted')",-1.5155202,-1.492201,0.5986861,0.40897787,-0.3772914,-0.4205735,-0.0432821
28,-0.7556262,-0.8234105,"('disloyal', 'loyal')",-1.7887737,-1.8089379,0.67949337,0.4754176,-0.6216354,-0.718977,-0.0973416
29,-0.2812991,-0.32885534,"('unfair', 'fair')",0.41142374,0.40267462,-0.21225563,-0.30571938,-0.027377,-0.0773,-0.049923
30,-1.352541,-1.3877434,"('intolerant', 'tolerant')",-1.6255202,-1.6469045,0.6715832,0.5090152,-0.768826,-0.8418776,-0.0730516
31,-0.33337867,-0.40469366,"('evil', 'good')",0.8600374,0.8932544,-1.3461071,-1.4270307,-0.2731495,-0.3128233,-0.0396738
32,-0.13433552,-0.22831991,"('unkind', 'kind')",-1.1294609,-1.1537313,0.75504696,0.47426456,-0.1695832,-0.3025956,-0.1330124
33,0.34993336,0.24254535,"('wrong', 'right')",1.7679522,1.7035999,-0.69813013,-0.66656923,0.4732518,0.4265254,-0.0467264
34,-0.3990788,-0.3674364,"('mean', 'honorable')",-1.0048987,-0.9792071,5.2292275,5.276211,1.2750834,1.3098558,0.0347724
35,0.6062598,0.6349419,"('corrupt', 'incorrupt')",1.5842414,1.6927624,-0.6246528,-0.51737714,0.5219495,0.6034424,0.0814929
36,0.74101144,0.6568126,"('hostile', 'amicable')",0.69638175,0.6672273,-0.56410325,-0.6617716,0.2910966,0.2207561,-0.0703405
37,-0.39556363,-0.43101788,"('fake', 'genuine')",-0.61356896,-0.59942615,-0.23668697,-0.19651234,-0.4152732,-0.4089855,0.0062877
38,-0.42830393,-0.48325196,"('untruthful', 'truthful')",-1.1414684,-1.1565447,0.20038559,0.20984069,-0.4564623,-0.476652,-0.0201897
39,-0.3905936,-0.34620216,"('exploitative', 'cooperative')",-0.27785185,-0.2576194,-0.108953275,-0.015412976,-0.2591329,-0.2064115,0.0527214
40,0.04674111,-0.041766103,"('stingy', 'generous')",-0.6585359,-0.66790813,-1.7524613,-1.8554904,-0.7880854,-0.8550549,-0.0669695
41,-0.6678133,-0.7929674,"('unforgiving', 'forgiving')",-1.7317567,-1.8325353,-0.28302628,-0.4328909,-0.8941987,-1.0194645,-0.1252658
42,-0.23797098,-0.3244236,"('unreliable', 'reliable')",-0.42710003,-0.4801468,-3.0545433,-3.0372546,-1.2398714,-1.2806083,-0.0407369
43,-1.3736836,-1.4117072,"('irresponsible', 'responsible')",-2.6627789,-2.7092032,0.0454079,-0.094719514,-1.3303514,-1.40521,-0.0748586
44,0.36959353,0.4117048,"('prejudiced', 'unprejudiced')",0.9252538,0.99616575,-1.5957798,-1.5231341,-0.1003108,-0.0384212,0.0618896
45,-1.3070207,-1.3916683,"('incompetent', 'competent')",-1.7921617,-1.9199524,-0.2461843,-0.43968746,-1.1151222,-1.2504361,-0.1353139
46,-1.3654416,-1.4169381,"('uncompetitive', 'competitive')",-1.5884782,-1.8272667,-0.71945333,-0.7781855,-1.2244577,-1.3407968,-0.1163391
47,-0.5747177,-0.49151665,"('stupid', 'smart')",-0.36285782,-0.3497219,4.848458,4.8142753,1.3036274,1.3243456,0.0207182
48,-0.8917212,-0.98349446,"('unintelligent', 'intelligent')",-1.7321125,-1.8500197,0.9268569,0.7558156,-0.5656589,-0.6925662,-0.1269073
49,-0.5098572,-0.48844078,"('unable', 'able')",-0.42001992,-0.42157936,-0.46286145,-0.36061242,-0.4642462,-0.4235442,0.040702
50,-0.32131797,-0.3708833,"('clumsy', 'skillful')",0.98839384,0.939655,0.112429634,0.053577572,0.2598352,0.2074498,-0.0523854
51,-0.46317518,-0.52227104,"('uneducated', 'educated')",-0.88121164,-0.99490684,1.1761309,1.0251937,-0.0560853,-0.1639947,-0.1079094
52,-0.6131433,-0.73894775,"('irrational', 'rational')",0.12418801,0.17370594,-0.29629618,-0.29422337,-0.2617505,-0.2864884,-0.0247379
53,-0.8801701,-0.9789436,"('uncreative', 'creative')",-1.4619031,-1.5983373,0.20863816,-0.012313704,-0.711145,-0.8631982,-0.1520532
54,-0.88111985,-0.92920816,"('incapable', 'capable')",0.026852667,-0.023242105,0.39667267,0.35299364,-0.1525315,-0.1998189,-0.0472874
55,-1.6272061,-1.6428571,"('incompetent', 'clever')",-2.8880546,-2.994607,0.28620732,0.176581,-1.4096845,-1.486961,-0.0772765
56,-0.27761298,-0.33632597,"('impractical', 'practical')",-0.5522797,-0.644237,-0.38615528,-0.44172862,-0.4053493,-0.4740972,-0.0687479
57,-1.7817997,-1.8867462,"('unimaginative', 'imaginative')",-2.414602,-2.5512033,-3.3176086,-3.455017,-2.5046701,-2.6309888,-0.1263187
58,-0.6961262,-0.759705,"('undiscriminating', 'discriminating')",-0.5188231,-0.6431519,0.12882268,0.037009407,-0.3620422,-0.4552825,-0.0932403
59,0.6467301,0.6155215,"('foolish', 'wise')",1.1255378,1.205719,-0.20256442,-0.13314724,0.5232344,0.5626977,0.0394633
60,-1.2794532,-1.2503654,"('inefficient', 'efficient')",-2.227439,-2.3099082,0.089781135,0.056730837,-1.1390371,-1.1678476,-0.0288105
61,-0.40925598,-0.52811867,"('illogical', 'logical')",0.057408363,-0.07232277,0.5413689,0.35263556,0.0631738,-0.082602,-0.1457758
62,-0.7331053,-0.6726911,"('incompetent', 'brilliant')",-1.3779734,-1.3803201,0.52496,0.5659619,-0.5287062,-0.4956831,0.0330231
63,-1.4598299,-1.536055,"('unperceptive', 'insightful')",-1.9446229,-2.0835335,0.64008176,0.5587995,-0.921457,-1.020263,-0.098806
64,0.28022867,0.1398915,"('shy', 'confident')",0.17005174,0.115324736,-5.4572277,-5.362309,-1.6689825,-1.7023643,-0.0333818
65,-1.6031101,-1.6280438,"('insecure', 'secure')",-1.8373722,-1.8738979,-0.25446117,-0.20407416,-1.2316478,-1.2353386,-0.0036908
66,0.537724,0.47071216,"('inactive', 'active')",1.289689,1.3268038,0.80509555,0.7800194,0.8775028,0.8591785,-0.0183243
67,0.23918843,0.16056965,"('doubtful', 'determined')",1.1301417,1.083955,-0.22910044,-0.25718966,0.3800766,0.3291117,-0.0509649
68,-0.18797995,-0.26764742,"('dependent', 'independent')",-0.3304493,-0.44261864,-0.3972772,-0.44451538,-0.3052355,-0.3849272,-0.0796917
69,1.1277891,1.1030967,"('lazy', 'industrious')",3.3871613,3.4608805,-0.5125473,-0.3361014,1.3341343,1.4092919,0.0751576
70,-1.7134076,-1.7880048,"('lethargic', 'energetic')",-2.1173635,-2.2176943,-0.08527458,-0.17261438,-1.3053486,-1.3927712,-0.0874226
71,-0.023133587,-0.030246118,"('diffident', 'self-confident')",0.79494387,0.8069708,0.4352889,0.40657586,0.4023664,0.3944335,-0.0079329
72,0.51416767,0.5428704,"('unambitious', 'ambitious')",-1.6138542,-1.5608457,-0.9175274,-0.9022818,-0.6724046,-0.6400857,0.0323189
