,first_male,first_female,tuple,solar_male,solar_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.26405936,-0.4252553,"('unsociable', 'sociable')",0.32251453,0.19465843,-0.43961298,-0.55732495,-0.1270526,-0.2626406,-0.135588
1,-1.221873,-1.303531,"('unfriendly', 'friendly')",-0.357109,-0.4476466,1.6581091,1.3825734,0.0263757,-0.1228681,-0.1492438
2,0.7930716,0.8251927,"('unlikable', 'likable')",0.4444346,0.4123459,0.67107576,0.70552075,0.636194,0.6476864,0.0114924
3,0.64065504,0.7389598,"('repellent', 'pleasant')",-0.253088,-0.087257795,-0.03459721,0.09166076,0.1176566,0.2477876,0.130131
4,-0.4740821,-0.47839016,"('disliked', 'liked')",0.6604813,0.7462099,-5.6919975,-5.643458,-1.8351995,-1.7918793,0.0433202
5,-1.2931421,-1.3571581,"('distant', 'outgoing')",0.05014226,-0.012027517,0.04133609,-0.04295891,-0.4005546,-0.4707148,-0.0701602
6,-1.1168516,-1.1833496,"('distant', 'open')",-0.63466346,-0.7012993,0.21842141,0.08033694,-0.5110312,-0.6014373,-0.0904061
7,1.1975693,1.1927502,"('insensitive', 'sensitive')",0.22988057,0.25942564,0.63108426,0.6835273,0.686178,0.711901,0.025723
8,-1.1858922,-1.2848243,"('unaffectionate', 'affectionate')",-0.7816699,-0.8585183,0.073849104,-0.08012006,-0.6312377,-0.7411542,-0.1099165
9,0.27229097,0.27884617,"('unaffectionate', 'caring')",0.08919634,0.054899376,0.91130555,0.84998107,0.4242643,0.3945755,-0.0296888
10,1.0778008,1.0252463,"('unsympathetic', 'sympathetic')",-1.4341646,-1.4750018,-0.45366073,-0.44207457,-0.2700082,-0.2972767,-0.0272685
11,0.72238654,0.7444684,"('unhelpful', 'helpful')",-0.16348115,-0.17576443,2.0447083,2.1386604,0.8678712,0.9024548,0.0345836
12,1.1679744,1.1852286,"('unsupportive', 'supportive')",0.75564176,0.73133343,-1.569421,-1.5332575,0.118065,0.1277682,0.0097032
13,1.0620867,0.97289866,"('impolite', 'polite')",0.031106737,-0.056809843,-0.064151734,-0.032485753,0.3430139,0.2945344,-0.0484795
14,0.49501985,0.4814375,"('antisocial', 'social')",0.59742427,0.6341591,-0.56545144,-0.43810266,0.1756642,0.2258313,0.0501671
15,0.10171598,-0.029608138,"('boring', 'funny')",0.26620704,0.19601704,0.52889585,0.49975523,0.2989396,0.2220547,-0.0768849
16,-1.5675832,-1.5429866,"('unpopular', 'popular')",-0.21353981,-0.21762498,0.71676224,0.74297035,-0.354787,-0.3392138,0.0155732
