,lamb_male,lamb_female,tuple,weston_male,weston_female,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,female-male
0,0.72147584,0.46729025,"('unsociable', 'sociable')",0.76620865,0.61835337,-0.45110998,-0.66222286,-0.28051618,-0.39980394,0.1890146,0.0059042,-0.1831104
1,-1.2777277,-1.2608018,"('unfriendly', 'friendly')",-0.46036094,-0.4540691,0.04307179,-0.06479511,1.7872827,1.5628443,0.0230665,-0.0542054,-0.0772719
2,0.92718583,1.0156071,"('unlikable', 'likable')",0.50950086,0.5970925,1.3696576,1.4713563,0.47489792,0.564474,0.8203106,0.9121325,0.0918219
3,-0.22797298,-0.12499301,"('repellent', 'pleasant')",-0.7403598,-0.5904898,0.21102521,0.22087412,0.058694452,0.15635164,-0.1746533,-0.0845643,0.090089
4,-0.59364134,-0.6364899,"('disliked', 'liked')",-0.104876414,-0.14509025,0.4744296,0.45286763,-6.371733,-6.320573,-1.6489553,-1.6623213,-0.013366
5,-0.9928292,-0.9019524,"('distant', 'outgoing')",-0.9656144,-0.8288997,-0.47113377,-0.4163834,0.096322596,0.09199988,-0.5833137,-0.5138089,0.0695048
6,-1.4270201,-1.2993863,"('distant', 'open')",-1.5665845,-1.4211956,-0.7627649,-0.7200012,0.7545372,0.690709,-0.7504581,-0.6874685,0.0629896
7,0.97380805,0.9486987,"('insensitive', 'sensitive')",0.3423855,0.33474246,0.35486713,0.31371558,0.8804365,0.82352906,0.6378743,0.6051714,-0.0327029
8,-0.63551676,-0.57171583,"('unaffectionate', 'affectionate')",-0.34564826,-0.3142151,-0.14582938,-0.1312631,0.6880368,0.54311967,-0.1097394,-0.1185186,-0.0087792
9,0.1661282,0.21940291,"('unaffectionate', 'caring')",-0.04407429,-0.04471481,0.5429268,0.4938625,1.265702,1.1945095,0.4826707,0.465765,-0.0169057
10,1.2514199,1.1702737,"('unsympathetic', 'sympathetic')",0.6895359,0.6118022,-0.5117146,-0.5839468,0.1366141,0.100471854,0.3914638,0.3246502,-0.0668136
11,0.26500684,0.21906818,"('unhelpful', 'helpful')",0.016523018,0.039166883,-0.63985485,-0.69354635,2.0198693,2.031861,0.4153861,0.3991374,-0.0162487
12,0.4995639,0.52861524,"('unsupportive', 'supportive')",0.84972817,0.93262154,0.2015035,0.26965508,-1.8050938,-1.7969198,-0.0635746,-0.016507,0.0470676
13,1.101599,0.9213798,"('impolite', 'polite')",0.96983814,0.86896044,-0.12288882,-0.17254251,0.24861917,0.20335808,0.5492918,0.4552889,-0.0940029
14,1.0316404,0.9382439,"('antisocial', 'social')",1.0450112,0.98291254,1.4307066,1.4293655,-0.43178236,-0.45010373,0.768894,0.7251046,-0.0437894
15,-0.07755187,-0.08239248,"('boring', 'funny')",0.002867721,-0.022606052,-1.48591,-1.4710962,0.29547298,0.23828535,-0.3162803,-0.3344523,-0.018172
16,-1.7583416,-1.6681602,"('unpopular', 'popular')",-0.9179145,-0.8337691,-0.4727724,-0.344047,0.4199755,0.5431603,-0.6822633,-0.575704,0.1065593
17,-0.059914686,-0.08317565,"('nasty', 'nice')",0.19682309,0.2536151,-0.6794378,-0.6421442,-0.3621315,-0.3027681,-0.2261652,-0.1936182,0.032547
18,-0.41845354,-0.39419645,"('disagreeable', 'welcoming')",-0.33231553,-0.2827783,-0.45617643,-0.41256735,-0.53443325,-0.59074175,-0.4353447,-0.420071,0.0152737
