,henry_male,henry_female,tuple,jack_male,jack_female,&_male,&_female,assoc_male,assoc_female,inc_male,inc_female,average_male,average_female,female-male
0,0.5334546,0.30842385,"('unsociable', 'sociable')",1.2749598,1.0729529,1.150837,1.0258664,-0.40299046,-0.44242817,-0.11679986,-0.22072554,0.4878922,0.3488179,-0.1390743
1,-1.3378054,-1.4569477,"('unfriendly', 'friendly')",-0.95989454,-1.1280801,-0.7688037,-0.8476582,-1.6456621,-1.7896173,2.0620747,1.8529365,-0.5300182,-0.6738734,-0.1438552
2,0.6161709,0.7629375,"('unlikable', 'likable')",0.83687145,0.8157067,0.92390054,0.90801305,0.89337337,0.9126924,0.5552396,0.62180513,0.7651112,0.804231,0.0391198
3,-0.21349274,-0.15715133,"('repellent', 'pleasant')",0.23444134,0.30796617,-0.45245788,-0.43438235,-0.037691455,-0.07148615,-0.032190673,-0.019695252,-0.1002783,-0.0749498,0.0253285
4,-1.1124272,-1.2803216,"('disliked', 'liked')",-0.9966462,-1.0658916,0.11199209,0.06787169,0.29285467,0.20523992,-5.9834065,-6.0631576,-1.5375266,-1.6272518,-0.0897252
5,-1.2528676,-1.1834978,"('distant', 'outgoing')",-1.7504873,-1.7301346,-0.42798436,-0.33344823,-0.33394346,-0.32360017,-0.24626252,-0.28061092,-0.802309,-0.7702583,0.0320507
6,-1.4077575,-1.30081,"('distant', 'open')",-0.81099164,-0.7021086,-0.35158038,-0.2645252,0.05464224,0.041685563,0.38450146,0.29131266,-0.4262372,-0.3868891,0.0393481
7,0.046064436,-0.07793241,"('insensitive', 'sensitive')",1.3696159,1.2313961,-0.10086607,-0.13711792,-0.57399803,-0.5577451,0.79748416,0.75159913,0.3076601,0.24204,-0.0656201
8,-0.7659537,-0.7616139,"('unaffectionate', 'affectionate')",-0.39992478,-0.4928862,-0.31301877,-0.27743274,-1.4623423,-1.4906768,0.8861886,0.7527507,-0.4110102,-0.4539718,-0.0429616
9,-0.44971648,-0.48416692,"('unaffectionate', 'caring')",-0.4464723,-0.5839273,-0.27582425,-0.30675733,-1.1667522,-1.2163564,1.2367035,1.114679,-0.2204123,-0.2953058,-0.0748935
10,0.6710202,0.49367,"('unsympathetic', 'sympathetic')",1.2333593,1.0135987,-0.18928453,-0.33973026,-1.0275981,-1.053107,-0.06312732,-0.120765075,0.1248739,-0.0012667,-0.1261406
11,0.10633749,0.08400156,"('unhelpful', 'helpful')",-0.6589935,-0.7710906,-0.72599936,-0.80326116,-0.47045398,-0.44690406,1.6353225,1.6464238,-0.0227574,-0.0581661,-0.0354087
12,0.40500578,0.4288996,"('unsupportive', 'supportive')",0.6642219,0.6337914,0.29556468,0.41270173,-0.7041452,-0.5791075,-1.5477169,-1.5290024,-0.1774139,-0.1265435,0.0508704
13,1.3770974,1.3241763,"('impolite', 'polite')",0.35268405,0.34472242,0.7020569,0.7338023,0.4559871,0.5343393,-0.3379485,-0.2981485,0.5099754,0.5277783,0.0178029
14,1.2582295,1.0739461,"('antisocial', 'social')",1.7232952,1.5329634,1.6493801,1.5592097,0.0315045,0.00033463817,-0.5852594,-0.6070507,0.81543,0.7118806,-0.1035494
15,-0.2485527,-0.31181577,"('boring', 'funny')",0.55461186,0.55019724,0.20745373,0.22449993,0.36176533,0.34882787,0.507402,0.48528636,0.276536,0.2593991,-0.0171369
16,-1.900724,-1.8797001,"('unpopular', 'popular')",-1.0259227,-1.0471497,-0.32644072,-0.27323702,0.13751157,0.117756255,0.5279622,0.48961818,-0.5175228,-0.5185425,-0.0010197
17,-0.59251314,-0.5580885,"('nasty', 'nice')",-1.0534017,-1.0039912,-0.2527302,-0.13527134,-0.017155983,0.040675145,-0.74115276,-0.6773039,-0.5313908,-0.4667959,0.0645949
18,-0.37347656,-0.50316626,"('disagreeable', 'welcoming')",-0.71321553,-0.8201355,-0.044462025,0.03360668,-0.8609965,-0.84827024,-0.57000333,-0.693707,-0.5124308,-0.5663345,-0.0539037
19,-0.4712898,-0.3247497,"('inhospitable', 'hospitable')",-0.65343463,-0.59404224,-1.4116082,-1.3212315,-0.7095391,-0.64608866,-0.2802939,-0.254725,-0.7052331,-0.6281674,0.0770657
20,0.81229496,0.7431249,"('rough', 'thoughtful')",-0.35281187,-0.42064846,0.29611933,0.26094997,-0.20474814,-0.29561996,1.1711395,1.1148016,0.3443987,0.2805216,-0.0638771
21,1.5975059,1.5783046,"('immoral', 'moral')",1.2705319,1.1740003,0.15075213,0.12881568,-0.89010316,-0.8283356,-0.59408057,-0.6069228,0.3069212,0.2891725,-0.0177487
22,0.6163759,0.36494294,"('untrustworthy', 'trustworthy')",1.0267975,0.8945117,0.79779613,0.64996374,-0.4895817,-0.50305885,-0.90818375,-1.0070255,0.2086408,0.0798668,-0.128774
23,0.2051162,0.05470561,"('insincere', 'sincere')",0.72778684,0.5685228,-0.33948046,-0.47337186,-0.873512,-0.94217825,5.316756,5.1685095,1.0073333,0.8752376,-0.1320957
24,1.0068976,0.931413,"('dishonest', 'honest')",0.8355738,0.76886487,-0.038864303,-0.07203313,0.06933761,0.036869735,0.5576311,0.45646536,0.4861152,0.4243159,-0.0617993
25,-0.9116946,-0.8884658,"('egoistic', 'altruistic')",0.005006768,-0.01763042,-0.08154462,-0.010627106,-1.0085511,-0.9976687,1.3869774,1.3461068,-0.1219612,-0.113657,0.0083042
26,0.19950254,0.08649746,"('hardhearted', 'benevolent')",0.20352477,0.089861944,1.4368916,1.3303659,0.11609918,-0.025047878,1.7029647,1.6621187,0.7317966,0.6287592,-0.1030374
27,-0.39943492,-0.4205017,"('hardhearted', 'softhearted')",-0.05733271,-0.1945801,-1.3636576,-1.2766294,-0.6944128,-0.72684264,1.4198291,1.2641534,-0.2190018,-0.2708801,-0.0518783
28,0.18697883,-0.053651493,"('disloyal', 'loyal')",-0.15111353,-0.3046256,0.37300903,0.17308801,-0.97045857,-1.1192982,0.7286517,0.53503746,0.0334135,-0.15389,-0.1873035
29,-0.55539966,-0.5162544,"('unfair', 'fair')",0.15334365,0.13549149,-0.5924151,-0.6106668,-0.5271369,-0.5605355,-0.5847936,-0.74689335,-0.4212803,-0.4597717,-0.0384914
30,0.93456984,0.7779839,"('intolerant', 'tolerant')",0.21731159,0.066255726,0.28093448,0.25080657,0.40490878,0.41053686,1.3085698,1.2332164,0.6292589,0.5477599,-0.081499
31,-1.6548756,-1.5967861,"('evil', 'good')",-1.6235065,-1.5196122,-0.9708201,-0.894475,0.24818712,0.27282315,-0.61263376,-0.7038665,-0.9227298,-0.8883833,0.0343465
32,-0.0053468794,-0.12559739,"('unkind', 'kind')",-0.008313298,-0.16800985,-0.03186423,-0.050544273,-0.69860804,-0.809039,0.76286286,0.6300892,0.0037461,-0.1046203,-0.1083664
33,0.11253754,0.07650067,"('wrong', 'right')",0.36727345,0.4042164,0.49799,0.53234744,0.89583415,0.912462,-0.27838308,-0.30127817,0.3190504,0.3248497,0.0057993
