,shop_male,shop_female,tuple,average_male,average_female,female-male
0,0.30244172,0.28367466,"('unsociable', 'sociable')",0.3024417,0.2836747,-0.018767
1,1.2815096,1.2497108,"('unfriendly', 'friendly')",1.2815096,1.2497108,-0.0317988
2,-0.11474808,-0.041582167,"('unlikable', 'likable')",-0.1147481,-0.0415822,0.0731659
3,0.69550055,0.7553086,"('repellent', 'pleasant')",0.6955006,0.7553086,0.059808
4,-6.895182,-7.0213976,"('disliked', 'liked')",-6.8951821,-7.0213976,-0.1262155
5,-0.8502306,-0.88410115,"('distant', 'outgoing')",-0.8502306,-0.8841012,-0.0338706
6,-0.10037595,-0.24378861,"('distant', 'open')",-0.100376,-0.2437886,-0.1434126
7,1.1484603,1.2018286,"('insensitive', 'sensitive')",1.1484603,1.2018286,0.0533683
8,1.133779,1.0246165,"('unaffectionate', 'affectionate')",1.133779,1.0246165,-0.1091625
9,1.6383531,1.6278841,"('unaffectionate', 'caring')",1.6383531,1.6278841,-0.010469
10,0.6552253,0.7016559,"('unsympathetic', 'sympathetic')",0.6552253,0.7016559,0.0464306
11,1.4752344,1.6069715,"('unhelpful', 'helpful')",1.4752344,1.6069715,0.1317371
12,-1.846111,-1.8292143,"('unsupportive', 'supportive')",-1.8461111,-1.8292143,0.0168968
13,-0.33250827,-0.27625823,"('impolite', 'polite')",-0.3325083,-0.2762582,0.0562501
14,0.26159665,0.26553404,"('antisocial', 'social')",0.2615966,0.265534,0.0039374
15,0.18981242,0.108477026,"('boring', 'funny')",0.1898124,0.108477,-0.0813354
16,-0.08048118,-0.0420368,"('unpopular', 'popular')",-0.0804812,-0.0420368,0.0384444
17,-0.15469307,-0.11416121,"('nasty', 'nice')",-0.1546931,-0.1141612,0.0405319
18,-0.54582465,-0.5799937,"('disagreeable', 'welcoming')",-0.5458246,-0.5799937,-0.0341691
19,-0.6120339,-0.6653569,"('inhospitable', 'hospitable')",-0.6120339,-0.6653569,-0.053323
20,0.7544926,0.73429525,"('rough', 'thoughtful')",0.7544926,0.7342952,-0.0201974
