,clorox_male,clorox_female,tuple,co_male,co_female,average_male,average_female,female-male
0,-0.7058034,-0.9059785,"('unsociable', 'sociable')",0.16437922,0.07576837,-0.2707121,-0.4151051,-0.144393
1,-1.395759,-1.5449328,"('unfriendly', 'friendly')",0.76592356,0.5793119,-0.3149177,-0.4828105,-0.1678928
2,0.59098,0.5267943,"('unlikable', 'likable')",1.1969584,1.2537282,0.8939692,0.8902612,-0.003708
3,-0.6319364,-0.4415853,"('repellent', 'pleasant')",0.4877384,0.5215206,-0.072099,0.0399677,0.1120667
4,0.014260555,0.05957756,"('disliked', 'liked')",-6.532385,-6.5678453,-3.2590621,-3.2541339,0.0049282
5,-1.1146196,-1.0925758,"('distant', 'outgoing')",-1.1354557,-1.0311073,-1.1250377,-1.0618415,0.0631962
6,-1.5671922,-1.5277635,"('distant', 'open')",-1.2728994,-1.2518302,-1.4200459,-1.3897969,0.030249
7,-0.8742856,-0.75236297,"('insensitive', 'sensitive')",-0.39792618,-0.28036815,-0.6361059,-0.5163655,0.1197404
8,-1.2103624,-1.2943008,"('unaffectionate', 'affectionate')",0.027488224,-0.060996518,-0.5914371,-0.6776487,-0.0862116
9,-1.5252265,-1.5910655,"('unaffectionate', 'caring')",0.59381336,0.5579529,-0.4657066,-0.5165563,-0.0508497
10,-0.5444371,-0.54136,"('unsympathetic', 'sympathetic')",-0.07567995,-0.12120688,-0.3100585,-0.3312835,-0.021225
11,-0.031940956,-0.016591497,"('unhelpful', 'helpful')",2.4729118,2.5096753,1.2204854,1.2465419,0.0260565
12,-0.76315206,-0.6853027,"('unsupportive', 'supportive')",-2.0787833,-1.9401879,-1.4209677,-1.3127453,0.1082224
13,-0.41214737,-0.47701448,"('impolite', 'polite')",0.08806425,0.25323945,-0.1620416,-0.1118875,0.0501541
14,0.42844233,0.4167394,"('antisocial', 'social')",0.07253978,0.10003434,0.2504911,0.2583869,0.0078958
15,-0.15268853,-0.2849746,"('boring', 'funny')",0.8408765,0.8465378,0.344094,0.2807816,-0.0633124
16,-0.44997817,-0.3990282,"('unpopular', 'popular')",0.24112073,0.17571352,-0.1044287,-0.1116573,-0.0072286
17,-0.20569995,-0.1426332,"('nasty', 'nice')",0.028733324,0.032112308,-0.0884833,-0.0552604,0.0332229
18,-0.57872367,-0.566889,"('disagreeable', 'welcoming')",-1.278385,-1.2867239,-0.9285544,-0.9268064,0.001748
19,-1.646688,-1.6752687,"('inhospitable', 'hospitable')",-0.47196725,-0.5349366,-1.0593276,-1.1051027,-0.0457751
20,0.006508693,0.0154725835,"('rough', 'thoughtful')",0.5874994,0.5647921,0.297004,0.2901323,-0.0068717
21,0.30725974,0.2766798,"('immoral', 'moral')",-0.24137308,-0.18570791,0.0329433,0.045486,0.0125427
22,0.07239848,0.08139117,"('untrustworthy', 'trustworthy')",-0.5122503,-0.42717448,-0.2199259,-0.1728916,0.0470343
23,-0.7734083,-0.79125607,"('insincere', 'sincere')",5.767324,5.776054,2.4969578,2.492399,-0.0045588
24,-0.38638136,-0.47290143,"('dishonest', 'honest')",0.8728282,0.9267752,0.2432234,0.2269369,-0.0162865
25,-0.6911342,-0.7308148,"('egoistic', 'altruistic')",0.86014724,0.6100561,0.0845065,-0.0603794,-0.1448859
26,-0.3885265,-0.5666381,"('hardhearted', 'benevolent')",1.3679314,1.0855845,0.4897024,0.2594732,-0.2302292
27,-0.62119097,-0.48701063,"('hardhearted', 'softhearted')",0.30611685,0.3318088,-0.1575371,-0.0776009,0.0799362
28,-1.0170625,-1.0953423,"('disloyal', 'loyal')",0.7944785,0.59755194,-0.111292,-0.2488952,-0.1376032
29,-0.37469995,-0.39664057,"('unfair', 'fair')",-0.75339544,-0.84307206,-0.5640477,-0.6198563,-0.0558086
