,predecessor_male,predecessor_female,tuple,average_male,average_female,female-male
0,0.3736518,0.23255266,"('unsociable', 'sociable')",0.3736518,0.2325527,-0.1410991
1,1.1816572,1.1866283,"('unfriendly', 'friendly')",1.1816572,1.1866283,0.0049711
2,0.16053742,0.31450695,"('unlikable', 'likable')",0.1605374,0.3145069,0.1539695
3,1.1108873,1.0788262,"('repellent', 'pleasant')",1.1108873,1.0788262,-0.0320611
4,-7.34316,-7.458654,"('disliked', 'liked')",-7.3431602,-7.4586539,-0.1154937
5,-0.85094076,-0.68504184,"('distant', 'outgoing')",-0.8509408,-0.6850418,0.165899
6,-0.47599262,-0.3809237,"('distant', 'open')",-0.4759926,-0.3809237,0.0950689
7,1.4339854,1.3209463,"('insensitive', 'sensitive')",1.4339854,1.3209463,-0.1130391
8,0.8210096,0.80584335,"('unaffectionate', 'affectionate')",0.8210096,0.8058434,-0.0151662
9,1.374858,1.3921412,"('unaffectionate', 'caring')",1.374858,1.3921412,0.0172832
10,1.2533015,1.1552225,"('unsympathetic', 'sympathetic')",1.2533015,1.1552225,-0.098079
11,1.6923774,1.7386329,"('unhelpful', 'helpful')",1.6923774,1.7386329,0.0462555
12,-1.5043752,-1.5457246,"('unsupportive', 'supportive')",-1.5043752,-1.5457246,-0.0413494
13,0.31424442,0.24917632,"('impolite', 'polite')",0.3142444,0.2491763,-0.0650681
14,0.11512414,0.029157497,"('antisocial', 'social')",0.1151241,0.0291575,-0.0859666
15,-0.17836197,-0.17154175,"('boring', 'funny')",-0.178362,-0.1715418,0.0068202
16,-0.65288633,-0.5791228,"('unpopular', 'popular')",-0.6528863,-0.5791228,0.0737635
17,-0.39503646,-0.285918,"('nasty', 'nice')",-0.3950365,-0.285918,0.1091185
18,-0.39571354,-0.39910427,"('disagreeable', 'welcoming')",-0.3957135,-0.3991043,-0.0033908
19,-1.015399,-0.9478933,"('inhospitable', 'hospitable')",-1.015399,-0.9478933,0.0675057
20,1.174331,1.052647,"('rough', 'thoughtful')",1.1743309,1.052647,-0.1216839
21,0.057912555,0.11776156,"('immoral', 'moral')",0.0579126,0.1177616,0.059849
22,-0.18185462,-0.20105404,"('untrustworthy', 'trustworthy')",-0.1818546,-0.201054,-0.0191994
23,6.325133,6.3238597,"('insincere', 'sincere')",6.3251328,6.3238597,-0.0012731
24,1.4516897,1.3660232,"('dishonest', 'honest')",1.4516897,1.3660232,-0.0856665
25,0.3903587,0.41773558,"('egoistic', 'altruistic')",0.3903587,0.4177356,0.0273769
26,0.9255878,0.74780804,"('hardhearted', 'benevolent')",0.9255878,0.747808,-0.1777798
27,1.6024823,1.4106457,"('hardhearted', 'softhearted')",1.6024823,1.4106457,-0.1918366
28,1.2843357,1.211944,"('disloyal', 'loyal')",1.2843357,1.211944,-0.0723917
29,-0.5838923,-0.66620564,"('unfair', 'fair')",-0.5838923,-0.6662056,-0.0823133
30,0.6276154,0.6638322,"('intolerant', 'tolerant')",0.6276154,0.6638322,0.0362168
31,-1.5115508,-1.4522982,"('evil', 'good')",-1.5115508,-1.4522982,0.0592526
32,1.5307335,1.3234341,"('unkind', 'kind')",1.5307335,1.3234341,-0.2072994
33,-0.5255539,-0.5321872,"('wrong', 'right')",-0.5255539,-0.5321872,-0.0066333
34,4.536733,4.708015,"('mean', 'honorable')",4.5367332,4.708015,0.1712818
35,-1.3547256,-1.5340987,"('corrupt', 'incorrupt')",-1.3547256,-1.5340987,-0.1793731
36,-0.9509701,-0.99703133,"('hostile', 'amicable')",-0.9509701,-0.9970313,-0.0460612
37,0.88169163,0.84753686,"('fake', 'genuine')",0.8816916,0.8475369,-0.0341547
38,-0.3640486,-0.32940334,"('untruthful', 'truthful')",-0.3640486,-0.3294033,0.0346453
39,0.5092028,0.50664365,"('exploitative', 'cooperative')",0.5092028,0.5066437,-0.0025591
40,-1.3586843,-1.5122218,"('stingy', 'generous')",-1.3586843,-1.5122218,-0.1535375
41,0.22836879,0.1525541,"('unforgiving', 'forgiving')",0.2283688,0.1525541,-0.0758147
42,-1.7798617,-1.7829746,"('unreliable', 'reliable')",-1.7798617,-1.7829746,-0.0031129
43,1.2361895,1.3039511,"('irresponsible', 'responsible')",1.2361895,1.3039511,0.0677616
44,-0.7796191,-0.7126408,"('prejudiced', 'unprejudiced')",-0.7796191,-0.7126408,0.0669783
45,0.5231668,0.34936434,"('incompetent', 'competent')",0.5231668,0.3493643,-0.1738025
