,blouse_male,blouse_female,tuple,average_male,average_female,female-male
0,-0.16079393,-0.41058072,"('unsociable', 'sociable')",-0.1607939,-0.4105807,-0.2497868
1,1.41539,1.1379716,"('unfriendly', 'friendly')",1.41539,1.1379716,-0.2774184
2,0.45946848,0.37710232,"('unlikable', 'likable')",0.4594685,0.3771023,-0.0823662
3,0.91168135,0.6303919,"('repellent', 'pleasant')",0.9116814,0.6303919,-0.2812895
4,-7.6675897,-7.826431,"('disliked', 'liked')",-7.6675897,-7.8264308,-0.1588411
5,-0.36629477,-0.55481154,"('distant', 'outgoing')",-0.3662948,-0.5548115,-0.1885167
6,-0.042217292,-0.24695766,"('distant', 'open')",-0.0422173,-0.2469577,-0.2047404
7,1.2662369,0.9190633,"('insensitive', 'sensitive')",1.2662369,0.9190633,-0.3471736
8,1.0567882,0.9153899,"('unaffectionate', 'affectionate')",1.0567882,0.9153899,-0.1413983
9,1.3485178,1.2806082,"('unaffectionate', 'caring')",1.3485178,1.2806082,-0.0679096
10,1.3070269,1.085043,"('unsympathetic', 'sympathetic')",1.3070269,1.085043,-0.2219839
11,1.8511138,1.7428216,"('unhelpful', 'helpful')",1.8511138,1.7428216,-0.1082922
12,-1.390881,-1.5722678,"('unsupportive', 'supportive')",-1.3908809,-1.5722678,-0.1813869
13,-0.17467046,-0.46178874,"('impolite', 'polite')",-0.1746705,-0.4617887,-0.2871182
14,0.11783149,0.111033395,"('antisocial', 'social')",0.1178315,0.1110334,-0.0067981
15,0.59710217,0.7255319,"('boring', 'funny')",0.5971022,0.7255319,0.1284297
16,-0.81443167,-0.8181486,"('unpopular', 'popular')",-0.8144317,-0.8181486,-0.0037169
17,-0.11405104,-0.18573608,"('nasty', 'nice')",-0.114051,-0.1857361,-0.0716851
18,-0.3785342,-0.8443963,"('disagreeable', 'welcoming')",-0.3785342,-0.8443963,-0.4658621
19,-0.16517192,-0.20157126,"('inhospitable', 'hospitable')",-0.1651719,-0.2015713,-0.0363994
20,1.1029699,0.95042264,"('rough', 'thoughtful')",1.1029699,0.9504226,-0.1525473
21,0.4321749,0.29740104,"('immoral', 'moral')",0.4321749,0.297401,-0.1347739
22,-0.079706654,-0.24608484,"('untrustworthy', 'trustworthy')",-0.0797067,-0.2460848,-0.1663781
23,7.1543508,7.0218616,"('insincere', 'sincere')",7.1543508,7.0218616,-0.1324892
24,2.316209,2.2198246,"('dishonest', 'honest')",2.3162091,2.2198246,-0.0963845
25,0.576686,0.5720143,"('egoistic', 'altruistic')",0.576686,0.5720143,-0.0046717
