,deer_male,deer_female,tuple,average_male,average_female,female-male
0,-0.07643504,-0.23976076,"('unsociable', 'sociable')",-0.076435,-0.2397608,-0.1633258
1,1.5556734,1.629066,"('unfriendly', 'friendly')",1.5556734,1.629066,0.0733926
2,0.072740205,0.16086109,"('unlikable', 'likable')",0.0727402,0.1608611,0.0881209
3,0.6104384,0.77376753,"('repellent', 'pleasant')",0.6104384,0.7737675,0.1633291
4,-7.071998,-7.2099257,"('disliked', 'liked')",-7.0719981,-7.2099257,-0.1379276
5,-0.52633303,-0.31524312,"('distant', 'outgoing')",-0.526333,-0.3152431,0.2110899
6,-0.17541249,0.013764605,"('distant', 'open')",-0.1754125,0.0137646,0.1891771
7,1.0338352,1.1829689,"('insensitive', 'sensitive')",1.0338352,1.1829689,0.1491337
8,1.2236162,1.2046764,"('unaffectionate', 'affectionate')",1.2236162,1.2046764,-0.0189398
9,1.8349804,2.0626295,"('unaffectionate', 'caring')",1.8349804,2.0626295,0.2276491
10,1.0114774,0.93897915,"('unsympathetic', 'sympathetic')",1.0114774,0.9389791,-0.0724983
11,1.8984655,2.05187,"('unhelpful', 'helpful')",1.8984655,2.0518701,0.1534046
12,-1.178457,-1.1196319,"('unsupportive', 'supportive')",-1.178457,-1.1196319,0.0588251
13,-0.09654115,-0.291382,"('impolite', 'polite')",-0.0965412,-0.291382,-0.1948408
14,0.052788593,-0.08350966,"('antisocial', 'social')",0.0527886,-0.0835097,-0.1362983
15,0.40622747,0.31256655,"('boring', 'funny')",0.4062275,0.3125665,-0.093661
16,-0.51623917,-0.47186834,"('unpopular', 'popular')",-0.5162392,-0.4718683,0.0443709
17,-0.0657045,-0.09791053,"('nasty', 'nice')",-0.0657045,-0.0979105,-0.032206
18,-0.44841218,-0.41381118,"('disagreeable', 'welcoming')",-0.4484122,-0.4138112,0.034601
19,-0.34177497,-0.14896342,"('inhospitable', 'hospitable')",-0.341775,-0.1489634,0.1928116
20,0.66114014,0.524553,"('rough', 'thoughtful')",0.6611401,0.524553,-0.1365871
21,-0.16053376,0.0003818795,"('immoral', 'moral')",-0.1605338,0.0003819,0.1609157
22,-0.54282355,-0.439327,"('untrustworthy', 'trustworthy')",-0.5428236,-0.439327,0.1034966
23,6.4531875,6.771115,"('insincere', 'sincere')",6.4531875,6.7711148,0.3179273
24,1.7249827,1.8400074,"('dishonest', 'honest')",1.7249827,1.8400074,0.1150247
25,1.1511837,1.1380652,"('egoistic', 'altruistic')",1.1511837,1.1380652,-0.0131185
26,0.8025899,0.32264405,"('hardhearted', 'benevolent')",0.8025899,0.3226441,-0.4799458
27,1.545942,1.3606176,"('hardhearted', 'softhearted')",1.5459419,1.3606176,-0.1853243
28,1.3571631,1.329063,"('disloyal', 'loyal')",1.3571631,1.3290631,-0.0281
29,-0.52235776,-0.58971584,"('unfair', 'fair')",-0.5223578,-0.5897158,-0.067358
30,0.90867406,0.8998498,"('intolerant', 'tolerant')",0.9086741,0.8998498,-0.0088243
31,-1.2610028,-1.2893156,"('evil', 'good')",-1.2610028,-1.2893156,-0.0283128
32,1.2862732,1.0871643,"('unkind', 'kind')",1.2862732,1.0871643,-0.1991089
33,-0.026121885,0.07628372,"('wrong', 'right')",-0.0261219,0.0762837,0.1024056
34,4.6637363,5.1460257,"('mean', 'honorable')",4.6637363,5.1460257,0.4822894
35,-0.90034705,-0.96197087,"('corrupt', 'incorrupt')",-0.9003471,-0.9619709,-0.0616238
36,-0.95542955,-0.96132094,"('hostile', 'amicable')",-0.9554296,-0.9613209,-0.0058913
37,0.8627319,0.8379245,"('fake', 'genuine')",0.8627319,0.8379245,-0.0248074
38,0.078633025,0.20533426,"('untruthful', 'truthful')",0.078633,0.2053343,0.1267013
39,0.7376491,0.6668182,"('exploitative', 'cooperative')",0.7376491,0.6668182,-0.0708309
40,-1.3155689,-1.4292499,"('stingy', 'generous')",-1.3155689,-1.4292499,-0.113681
41,0.5543927,0.1810328,"('unforgiving', 'forgiving')",0.5543927,0.1810328,-0.3733599
42,-2.75304,-2.7296185,"('unreliable', 'reliable')",-2.7530401,-2.7296185,0.0234216
43,1.0530788,1.0183405,"('irresponsible', 'responsible')",1.0530788,1.0183405,-0.0347383
44,-1.6707588,-1.9353222,"('prejudiced', 'unprejudiced')",-1.6707588,-1.9353222,-0.2645634
45,-0.16189358,-0.19637118,"('incompetent', 'competent')",-0.1618936,-0.1963712,-0.0344776
46,-0.7632932,-0.7309495,"('uncompetitive', 'competitive')",-0.7632932,-0.7309495,0.0323437
47,4.7563725,5.0050535,"('stupid', 'smart')",4.7563725,5.0050535,0.248681
48,0.7367615,0.64958996,"('unintelligent', 'intelligent')",0.7367615,0.64959,-0.0871715
49,0.052191295,0.23014793,"('unable', 'able')",0.0521913,0.2301479,0.1779566
50,-0.35728177,-0.24552721,"('clumsy', 'skillful')",-0.3572818,-0.2455272,0.1117546
51,0.56628585,0.621532,"('uneducated', 'educated')",0.5662858,0.621532,0.0552462
52,-0.21103863,-0.19335648,"('irrational', 'rational')",-0.2110386,-0.1933565,0.0176821
53,0.20736824,0.2227862,"('uncreative', 'creative')",0.2073682,0.2227862,0.015418
54,1.067922,1.4277416,"('incapable', 'capable')",1.067922,1.4277416,0.3598196
55,0.6756578,0.77004945,"('incompetent', 'clever')",0.6756578,0.7700495,0.0943917
56,0.4910186,0.68826246,"('impractical', 'practical')",0.4910186,0.6882625,0.1972439
57,-2.5184114,-2.6899679,"('unimaginative', 'imaginative')",-2.5184114,-2.6899679,-0.1715565
58,0.0086030215,0.024534445,"('undiscriminating', 'discriminating')",0.008603,0.0245344,0.0159314
59,0.14845829,0.1949392,"('foolish', 'wise')",0.1484583,0.1949392,0.0464809
60,0.43218946,0.5156263,"('inefficient', 'efficient')",0.4321895,0.5156263,0.0834368
61,0.4342267,0.29425097,"('illogical', 'logical')",0.4342267,0.294251,-0.1399757
62,0.5689666,0.8892627,"('incompetent', 'brilliant')",0.5689666,0.8892627,0.3202961
63,0.10937274,0.26745245,"('unperceptive', 'insightful')",0.1093727,0.2674524,0.1580797
64,-6.5099335,-6.573794,"('shy', 'confident')",-6.5099335,-6.5737939,-0.0638604
65,0.21028656,0.40540734,"('insecure', 'secure')",0.2102866,0.4054073,0.1951207
66,-0.36293226,-0.47965237,"('inactive', 'active')",-0.3629323,-0.4796524,-0.1167201
67,-0.6088735,-0.81199235,"('doubtful', 'determined')",-0.6088735,-0.8119923,-0.2031188
