,mass_male,mass_female,tuple,average_male,average_female,female-male
0,0.021936309,-0.09420358,"('unsociable', 'sociable')",0.0219363,-0.0942036,-0.1161399
1,1.1451873,1.0524741,"('unfriendly', 'friendly')",1.1451873,1.0524741,-0.0927132
2,0.3948644,0.48666626,"('unlikable', 'likable')",0.3948644,0.4866663,0.0918019
3,0.73754597,0.8026028,"('repellent', 'pleasant')",0.737546,0.8026028,0.0650568
4,-6.9269867,-7.0969076,"('disliked', 'liked')",-6.9269867,-7.0969076,-0.1699209
5,-0.45732954,-0.47166938,"('distant', 'outgoing')",-0.4573295,-0.4716694,-0.0143399
6,-0.1220317,-0.1563826,"('distant', 'open')",-0.1220317,-0.1563826,-0.0343509
7,0.7142439,0.75853705,"('insensitive', 'sensitive')",0.7142439,0.7585371,0.0442932
8,1.0955746,1.0340863,"('unaffectionate', 'affectionate')",1.0955746,1.0340863,-0.0614883
9,1.7322432,1.789025,"('unaffectionate', 'caring')",1.7322432,1.7890249,0.0567817
10,0.8431882,0.93395096,"('unsympathetic', 'sympathetic')",0.8431882,0.933951,0.0907628
11,1.5010325,1.5981218,"('unhelpful', 'helpful')",1.5010325,1.5981218,0.0970893
12,-1.2676659,-1.2600107,"('unsupportive', 'supportive')",-1.2676659,-1.2600107,0.0076552
13,0.028691731,0.031332612,"('impolite', 'polite')",0.0286917,0.0313326,0.0026409
14,0.16462132,0.06757252,"('antisocial', 'social')",0.1646213,0.0675725,-0.0970488
15,0.07464804,-0.023302468,"('boring', 'funny')",0.074648,-0.0233025,-0.0979505
16,-0.33640006,-0.29769915,"('unpopular', 'popular')",-0.3364001,-0.2976992,0.0387009
17,0.0954657,0.1100107,"('nasty', 'nice')",0.0954657,0.1100107,0.014545
18,-0.791954,-0.792226,"('disagreeable', 'welcoming')",-0.791954,-0.792226,-0.000272
19,-0.5864576,-0.4997477,"('inhospitable', 'hospitable')",-0.5864576,-0.4997477,0.0867099
20,0.79345095,0.6723989,"('rough', 'thoughtful')",0.793451,0.6723989,-0.1210521
21,-0.1654098,0.031636808,"('immoral', 'moral')",-0.1654098,0.0316368,0.1970466
22,-0.17092694,-0.22694674,"('untrustworthy', 'trustworthy')",-0.1709269,-0.2269467,-0.0560198
23,5.779314,5.902265,"('insincere', 'sincere')",5.779314,5.9022651,0.1229511
24,1.749067,1.6666384,"('dishonest', 'honest')",1.7490669,1.6666384,-0.0824285
25,0.4848245,0.47166115,"('egoistic', 'altruistic')",0.4848245,0.4716612,-0.0131633
26,0.72851765,0.5244717,"('hardhearted', 'benevolent')",0.7285177,0.5244717,-0.204046
27,1.2820251,1.1435746,"('hardhearted', 'softhearted')",1.2820251,1.1435746,-0.1384505
28,1.1354716,1.0555295,"('disloyal', 'loyal')",1.1354716,1.0555295,-0.0799421
29,-0.28364187,-0.40434927,"('unfair', 'fair')",-0.2836419,-0.4043493,-0.1207074
30,1.0597955,1.0849998,"('intolerant', 'tolerant')",1.0597955,1.0849998,0.0252043
31,-1.2055213,-1.2852898,"('evil', 'good')",-1.2055213,-1.2852898,-0.0797685
32,1.2191128,1.2006568,"('unkind', 'kind')",1.2191128,1.2006568,-0.018456
33,-0.028398125,-0.10552277,"('wrong', 'right')",-0.0283981,-0.1055228,-0.0771247
34,4.339839,4.5396123,"('mean', 'honorable')",4.339839,4.5396123,0.1997733
35,-0.66490304,-0.93170136,"('corrupt', 'incorrupt')",-0.664903,-0.9317014,-0.2667984
36,-0.27595615,-0.41507164,"('hostile', 'amicable')",-0.2759562,-0.4150716,-0.1391154
37,0.677337,0.70910025,"('fake', 'genuine')",0.677337,0.7091002,0.0317632
38,0.04419582,0.093064904,"('untruthful', 'truthful')",0.0441958,0.0930649,0.0488691
39,0.5025636,0.50877535,"('exploitative', 'cooperative')",0.5025636,0.5087754,0.0062118
40,-1.4285115,-1.7195542,"('stingy', 'generous')",-1.4285115,-1.7195542,-0.2910427
41,0.707176,0.5993995,"('unforgiving', 'forgiving')",0.707176,0.5993995,-0.1077765
42,-2.2548747,-2.2256227,"('unreliable', 'reliable')",-2.2548747,-2.2256227,0.029252
43,0.93303835,1.0022154,"('irresponsible', 'responsible')",0.9330384,1.0022154,0.069177
44,-1.2035906,-1.1734052,"('prejudiced', 'unprejudiced')",-1.2035906,-1.1734052,0.0301854
45,0.35136992,0.22771598,"('incompetent', 'competent')",0.3513699,0.227716,-0.1236539
46,-0.9318402,-0.9054707,"('uncompetitive', 'competitive')",-0.9318402,-0.9054707,0.0263695
47,5.138767,5.2772164,"('stupid', 'smart')",5.1387668,5.2772164,0.1384496
48,0.6272266,0.6356955,"('unintelligent', 'intelligent')",0.6272266,0.6356955,0.0084689
49,-0.15212129,0.052499387,"('unable', 'able')",-0.1521213,0.0524994,0.2046207
50,-0.20077524,-0.17674282,"('clumsy', 'skillful')",-0.2007752,-0.1767428,0.0240324
51,0.03437601,0.046797365,"('uneducated', 'educated')",0.034376,0.0467974,0.0124214
52,-0.2494545,-0.41756257,"('irrational', 'rational')",-0.2494545,-0.4175626,-0.1681081
53,-0.0752654,-0.03364127,"('uncreative', 'creative')",-0.0752654,-0.0336413,0.0416241
54,0.85286367,0.9896625,"('incapable', 'capable')",0.8528637,0.9896625,0.1367988
55,0.49219197,0.5594315,"('incompetent', 'clever')",0.492192,0.5594315,0.0672395
56,0.6599124,0.7150772,"('impractical', 'practical')",0.6599124,0.7150772,0.0551648
57,-2.6820812,-2.731979,"('unimaginative', 'imaginative')",-2.6820812,-2.7319789,-0.0498977
58,-0.03803412,-0.1164099,"('undiscriminating', 'discriminating')",-0.0380341,-0.1164099,-0.0783758
59,0.28811908,0.28451806,"('foolish', 'wise')",0.2881191,0.2845181,-0.003601
60,0.40570423,0.62134093,"('inefficient', 'efficient')",0.4057042,0.6213409,0.2156367
61,0.40409896,0.23768526,"('illogical', 'logical')",0.404099,0.2376853,-0.1664137
62,0.8593786,0.9690513,"('incompetent', 'brilliant')",0.8593786,0.9690513,0.1096727
63,0.26403928,0.30755928,"('unperceptive', 'insightful')",0.2640393,0.3075593,0.04352
64,-5.883438,-5.9621816,"('shy', 'confident')",-5.8834381,-5.9621816,-0.0787435
