,teledyne_male,teledyne_female,tuple,technologies_male,technologies_female,average_male,average_female,female-male
0,-1.7319746,-1.7476932,"('unsociable', 'sociable')",-0.5446566,-0.74501127,-1.1383156,-1.2463522,-0.1080366
1,-1.6620799,-1.7227572,"('unfriendly', 'friendly')",0.37743706,0.20452008,-0.6423215,-0.7591186,-0.1167971
2,0.46151978,0.43646944,"('unlikable', 'likable')",0.6226218,0.61862963,0.5420707,0.5275495,-0.0145212
3,-0.99027705,-0.91242087,"('repellent', 'pleasant')",0.70752335,0.7103672,-0.1413769,-0.1010268,0.0403501
4,0.22873598,0.15388769,"('disliked', 'liked')",-5.5089927,-5.475734,-2.6401284,-2.6609232,-0.0207948
5,-0.4639177,-0.43049586,"('distant', 'outgoing')",-1.1111505,-1.0141534,-0.7875341,-0.7223246,0.0652095
6,-0.6342643,-0.5592942,"('distant', 'open')",-1.1542547,-1.1013281,-0.8942595,-0.8303112,0.0639483
7,-1.5940846,-1.4871379,"('insensitive', 'sensitive')",0.13862914,0.25982103,-0.7277278,-0.6136584,0.1140694
8,-0.05748142,-0.14977536,"('unaffectionate', 'affectionate')",0.48290527,0.35412386,0.2127119,0.1021743,-0.1105376
9,-1.1442921,-1.1608062,"('unaffectionate', 'caring')",1.11359,1.016204,-0.0153511,-0.0723011,-0.05695
10,-2.984047,-2.9006975,"('unsympathetic', 'sympathetic')",-0.20824921,-0.20208563,-1.596148,-1.5513916,0.0447564
11,-0.67661446,-0.6487781,"('unhelpful', 'helpful')",2.406123,2.4331093,0.8647542,0.8921656,0.0274114
12,-0.9057139,-0.65289974,"('unsupportive', 'supportive')",-1.2858231,-1.1460166,-1.0957685,-0.8994582,0.1963103
13,-1.7196083,-1.7080357,"('impolite', 'polite')",-0.5372712,-0.6395595,-1.1284398,-1.1737976,-0.0453578
14,-0.3392543,-0.26018465,"('antisocial', 'social')",0.13961723,0.09620407,-0.0998185,-0.0819903,0.0178282
15,0.8733355,0.70938444,"('boring', 'funny')",-0.08809038,-0.18165563,0.3926226,0.2638644,-0.1287582
16,0.38314518,0.30928132,"('unpopular', 'popular')",0.47933102,0.4139791,0.4312381,0.3616302,-0.0696079
17,0.14350823,0.14861338,"('nasty', 'nice')",-0.34065586,-0.3058793,-0.0985738,-0.078633,0.0199408
18,0.10786635,0.21829844,"('disagreeable', 'welcoming')",-0.5536125,-0.5285181,-0.2228731,-0.1551098,0.0677633
19,-0.8878874,-0.85300255,"('inhospitable', 'hospitable')",-0.7414489,-0.7045866,-0.8146682,-0.7787946,0.0358736
20,-0.40569037,-0.3813869,"('rough', 'thoughtful')",0.93113077,0.95682627,0.2627202,0.2877197,0.0249995
21,-0.9104614,-0.90128267,"('immoral', 'moral')",-0.19664133,-0.21749705,-0.5535514,-0.5593898,-0.0058384
22,-1.3016723,-1.2038876,"('untrustworthy', 'trustworthy')",-1.3092146,-1.3882347,-1.3054435,-1.2960612,0.0093823
23,-1.5871321,-1.609819,"('insincere', 'sincere')",4.6902084,4.596117,1.5515382,1.493149,-0.0583892
24,-1.3887615,-1.3717958,"('dishonest', 'honest')",-0.42042926,-0.45428142,-0.9045954,-0.9130386,-0.0084432
25,-0.31709653,-0.35673273,"('egoistic', 'altruistic')",0.5103439,0.44240913,0.0966237,0.0428382,-0.0537855
26,0.11146872,0.010971218,"('hardhearted', 'benevolent')",0.7700916,0.63524306,0.4407802,0.3231071,-0.1176731
27,-0.6559857,-0.4939803,"('hardhearted', 'softhearted')",0.5943349,0.5633386,-0.0308254,0.0346791,0.0655045
28,-1.2578871,-1.4080485,"('disloyal', 'loyal')",0.8334813,0.6743212,-0.2122029,-0.3668637,-0.1546608
29,-0.47346407,-0.46985084,"('unfair', 'fair')",-1.1003155,-1.2051476,-0.7868898,-0.8374993,-0.0506095
30,-0.6112701,-0.5900965,"('intolerant', 'tolerant')",1.2167145,1.2070229,0.3027222,0.3084632,0.005741
31,0.00070549175,0.10937678,"('evil', 'good')",-1.5666975,-1.6060796,-0.782996,-0.7483514,0.0346446
32,-0.76795185,-0.8419609,"('unkind', 'kind')",0.74281275,0.5890871,-0.0125695,-0.1264369,-0.1138674
33,0.4007172,0.25982308,"('wrong', 'right')",-0.23859617,-0.3425786,0.0810605,-0.0413778,-0.1224383
34,-0.58160186,-0.35679647,"('mean', 'honorable')",4.0284963,4.175305,1.7234472,1.9092542,0.185807
35,0.64502484,0.5177112,"('corrupt', 'incorrupt')",-0.6048901,-0.62418455,0.0200674,-0.0532367,-0.0733041
36,-0.15821323,-0.24524052,"('hostile', 'amicable')",-0.36675805,-0.53543055,-0.2624856,-0.3903355,-0.1278499
37,-0.5546584,-0.52732515,"('fake', 'genuine')",-0.025781283,-0.06932518,-0.2902198,-0.2983252,-0.0081054
38,-1.1936996,-1.1751027,"('untruthful', 'truthful')",0.122389756,0.21745643,-0.5356549,-0.4788231,0.0568318
39,0.48083088,0.4696253,"('exploitative', 'cooperative')",0.084657386,0.10735962,0.2827441,0.2884924,0.0057483
40,0.03374926,0.1274927,"('stingy', 'generous')",-1.8364422,-1.7928141,-0.9013465,-0.8326607,0.0686858
41,-0.79224914,-0.6632856,"('unforgiving', 'forgiving')",-0.073986515,-0.12129129,-0.4331178,-0.3922884,0.0408294
42,-0.26112548,-0.078392856,"('unreliable', 'reliable')",-3.6053913,-3.4709609,-1.9332584,-1.7746768,0.1585816
43,-1.7804844,-1.665226,"('irresponsible', 'responsible')",-0.10631877,-0.122267544,-0.9434016,-0.8937467,0.0496549
44,0.6815675,0.5583241,"('prejudiced', 'unprejudiced')",-0.9972765,-0.93577665,-0.1578545,-0.1887263,-0.0308718
45,-1.9557314,-1.7875892,"('incompetent', 'competent')",-0.24859005,-0.31616265,-1.1021607,-1.0518759,0.0502848
46,-1.6307497,-1.5177461,"('uncompetitive', 'competitive')",-0.5053565,-0.4895206,-1.0680531,-1.0036334,0.0644197
47,0.120402515,0.19469541,"('stupid', 'smart')",4.791722,4.8456564,2.4560621,2.5201759,0.0641138
48,-0.41833687,-0.33615077,"('unintelligent', 'intelligent')",0.96507704,1.0215632,0.2733701,0.3427062,0.0693361
