,halliburton_male,halliburton_female,tuple,company_male,company_female,average_male,average_female,female-male
0,-1.5197996,-1.6317701,"('unsociable', 'sociable')",0.7737187,0.6107968,-0.3730404,-0.5104867,-0.1374463
1,-0.5102132,-0.6355557,"('unfriendly', 'friendly')",1.5290328,1.4190353,0.5094098,0.3917398,-0.11767
2,0.50649905,0.69401306,"('unlikable', 'likable')",0.41600916,0.6004452,0.4612541,0.6472291,0.185975
3,-1.2617139,-1.1566637,"('repellent', 'pleasant')",-0.10406007,-0.044804633,-0.682887,-0.6007341,0.0821529
4,1.242201,1.1895819,"('disliked', 'liked')",-6.157332,-6.341006,-2.4575655,-2.575712,-0.1181465
5,1.6572089,1.6136725,"('distant', 'outgoing')",-0.9904655,-0.8474495,0.3333717,0.3831115,0.0497398
6,1.4130907,1.3795636,"('distant', 'open')",-0.82536185,-0.7834753,0.2938644,0.2980441,0.0041797
7,-1.2290529,-1.194399,"('insensitive', 'sensitive')",0.82256895,0.8283196,-0.203242,-0.1830397,0.0202023
8,0.0390118,-0.005567044,"('unaffectionate', 'affectionate')",0.694532,0.60177404,0.3667719,0.2981035,-0.0686684
9,-0.39207086,-0.41166097,"('unaffectionate', 'caring')",1.2878746,1.3244848,0.4479018,0.4564119,0.0085101
10,-2.923908,-2.9723349,"('unsympathetic', 'sympathetic')",0.853363,0.7562749,-1.0352725,-1.10803,-0.0727575
11,-1.8350621,-1.779427,"('unhelpful', 'helpful')",2.4228206,2.5174353,0.2938792,0.3690041,0.0751249
12,-1.0700036,-0.9724469,"('unsupportive', 'supportive')",-1.0094022,-0.8980608,-1.0397029,-0.9352539,0.104449
13,-1.2185849,-1.1493095,"('impolite', 'polite')",0.5659454,0.6109716,-0.3263198,-0.2691689,0.0571509
14,-0.73073834,-0.8444575,"('antisocial', 'social')",0.79457545,0.6964592,0.0319186,-0.0739992,-0.1059178
15,0.41266304,0.24562585,"('boring', 'funny')",0.61682075,0.5274956,0.5147419,0.3865607,-0.1281812
16,0.48187926,0.56002635,"('unpopular', 'popular')",-0.133332,0.023146167,0.1742736,0.2915863,0.1173127
17,0.19836959,0.24532907,"('nasty', 'nice')",-0.21127588,-0.17951635,-0.0064531,0.0329064,0.0393595
18,-0.06846802,0.14957795,"('disagreeable', 'welcoming')",-1.0345484,-0.9307794,-0.5515082,-0.3906007,0.1609075
19,0.35979673,0.5023007,"('inhospitable', 'hospitable')",-0.94484526,-0.8040883,-0.2925243,-0.1508938,0.1416305
20,-0.80077714,-0.8930001,"('rough', 'thoughtful')",0.24830458,0.3370742,-0.2762363,-0.277963,-0.0017267
21,-2.1262226,-1.9673002,"('immoral', 'moral')",0.2104323,0.2874585,-0.9578952,-0.8399208,0.1179744
22,-0.5152931,-0.7044761,"('untrustworthy', 'trustworthy')",-0.26984987,-0.3985713,-0.3925715,-0.5515237,-0.1589522
23,-1.6337373,-1.7131336,"('insincere', 'sincere')",5.6536245,5.8144774,2.0099435,2.0506721,0.0407286
24,-1.2743701,-1.2828566,"('dishonest', 'honest')",0.94550127,0.8954575,-0.1644344,-0.1936995,-0.0292651
25,0.37414035,0.5042532,"('egoistic', 'altruistic')",0.5084509,0.5993469,0.4412956,0.5518,0.1105044
26,0.19893235,0.05996362,"('hardhearted', 'benevolent')",1.9044808,1.6995097,1.0517066,0.8797367,-0.1719699
27,-0.4010246,-0.30715892,"('hardhearted', 'softhearted')",0.7102365,0.76205975,0.1546059,0.2274504,0.0728445
28,-1.1728208,-1.3383573,"('disloyal', 'loyal')",1.0802913,0.85185987,-0.0462648,-0.2432487,-0.1969839
29,0.27765548,0.26127627,"('unfair', 'fair')",-1.027418,-1.1637832,-0.3748813,-0.4512535,-0.0763722
30,-1.0575314,-1.0623454,"('intolerant', 'tolerant')",1.0748247,1.0909008,0.0086467,0.0142777,0.005631
31,1.1267092,1.0734422,"('evil', 'good')",-1.5998319,-1.649394,-0.2365614,-0.2879759,-0.0514145
32,-1.1186904,-1.1720493,"('unkind', 'kind')",1.222331,1.1623602,0.0518203,-0.0048445,-0.0566648
33,0.7856191,0.79168254,"('wrong', 'right')",-0.011879116,-0.0012273043,0.38687,0.3952276,0.0083576
34,-0.8192375,-0.7383191,"('mean', 'honorable')",4.4551663,4.788577,1.8179644,2.0251291,0.2071647
35,2.5946226,2.4642413,"('corrupt', 'incorrupt')",-1.4965354,-1.6403745,0.5490436,0.4119334,-0.1371102
36,1.2799672,1.180708,"('hostile', 'amicable')",-1.4900694,-1.635155,-0.1050511,-0.2272235,-0.1221724
37,-0.5535061,-0.4741603,"('fake', 'genuine')",0.29592863,0.26693606,-0.1287887,-0.1036121,0.0251766
38,-0.27866623,-0.3632861,"('untruthful', 'truthful')",0.4904967,0.5060662,0.1059152,0.07139,-0.0345252
39,-0.35943416,-0.23790812,"('exploitative', 'cooperative')",0.46322924,0.5283714,0.0518975,0.1452316,0.0933341
40,0.076801755,0.13479955,"('stingy', 'generous')",-1.7047962,-1.7544345,-0.8139972,-0.8098174,0.0041798
41,-0.50620615,-0.5969711,"('unforgiving', 'forgiving')",0.55408865,0.4706097,0.0239412,-0.0631807,-0.0871219
42,0.20574409,0.30892634,"('unreliable', 'reliable')",-2.7920198,-2.6917129,-1.2931379,-1.1913933,0.1017446
43,-2.023814,-1.9750762,"('irresponsible', 'responsible')",1.4364313,1.495349,-0.2936913,-0.2398636,0.0538277
44,0.39520785,0.36434972,"('prejudiced', 'unprejudiced')",-1.7248083,-1.7393397,-0.6648002,-0.687495,-0.0226948
45,-0.71394545,-0.9841059,"('incompetent', 'competent')",0.8050542,0.6517174,0.0455544,-0.1661942,-0.2117486
46,-2.1781607,-2.2306201,"('uncompetitive', 'competitive')",0.8027383,0.64332587,-0.6877112,-0.7936472,-0.105936
47,-0.62655514,-0.5845543,"('stupid', 'smart')",4.635555,4.9683433,2.0044999,2.1918945,0.1873946
48,-1.9760758,-1.8690459,"('unintelligent', 'intelligent')",0.8942625,0.90108925,-0.5409067,-0.4839783,0.0569284
49,-0.93828523,-0.87109953,"('unable', 'able')",-0.56265074,-0.32942185,-0.750468,-0.6002607,0.1502073
50,0.80751765,0.93951416,"('clumsy', 'skillful')",-0.8380202,-0.7558258,-0.0152513,0.0918442,0.1070955
51,-1.2639612,-1.0368909,"('uneducated', 'educated')",0.72460306,0.85909355,-0.2696791,-0.0888987,0.1807804
52,0.3514915,0.43274376,"('irrational', 'rational')",-0.33712208,-0.34632978,0.0071847,0.043207,0.0360223
53,-0.8993943,-0.9110539,"('uncreative', 'creative')",0.23634371,0.27193198,-0.3315253,-0.3195609,0.0119644
54,-0.08337653,-0.063745484,"('incapable', 'capable')",0.3858887,0.62703186,0.1512561,0.2816432,0.1303871
55,-1.93095,-1.9956667,"('incompetent', 'clever')",0.96429724,0.9779319,-0.4833264,-0.5088674,-0.025541
56,-1.008879,-0.9985618,"('impractical', 'practical')",1.2859266,1.3681827,0.1385238,0.1848104,0.0462866
57,-1.5316882,-1.8130325,"('unimaginative', 'imaginative')",-2.1346166,-2.3581884,-1.8331524,-2.0856104,-0.252458
58,-0.45988056,-0.56491107,"('undiscriminating', 'discriminating')",0.14199772,0.10007072,-0.1589414,-0.2324202,-0.0734788
59,0.9148871,1.0493654,"('foolish', 'wise')",-0.7182064,-0.5546466,0.0983403,0.2473594,0.1490191
60,-2.4087245,-2.252548,"('inefficient', 'efficient')",0.9979776,1.1825712,-0.7053735,-0.5349884,0.1703851
61,-0.30566934,-0.42401823,"('illogical', 'logical')",0.4606307,0.34439164,0.0774807,-0.0398133,-0.117294
62,-1.6285021,-1.5313053,"('incompetent', 'brilliant')",1.2987131,1.5677053,-0.1648945,0.0182,0.1830945
63,-1.076025,-1.071942,"('unperceptive', 'insightful')",1.0332466,1.2338731,-0.0213892,0.0809656,0.1023548
64,0.07455523,0.1383325,"('shy', 'confident')",-5.1303744,-5.1511765,-2.5279095,-2.506422,0.0214875
65,-1.5626144,-1.6391772,"('insecure', 'secure')",0.35276723,0.31006142,-0.6049236,-0.6645579,-0.0596343
66,1.0210872,1.0099249,"('inactive', 'active')",-0.22178814,-0.21466762,0.3996495,0.3976286,-0.0020209
67,0.22621621,0.23193316,"('doubtful', 'determined')",-0.060472276,-0.067392744,0.082872,0.0822702,-0.0006018
68,-0.18898837,-0.058604173,"('dependent', 'independent')",-1.3779591,-1.1896169,-0.7834737,-0.6241105,0.1593632
69,2.6929138,2.7301517,"('lazy', 'industrious')",-0.9473634,-0.89076096,0.8727752,0.9196954,0.0469202
70,-1.5738208,-1.6040677,"('lethargic', 'energetic')",0.77933574,0.7972725,-0.3972425,-0.4033976,-0.0061551
71,0.9061402,0.9347937,"('diffident', 'self-confident')",0.1438409,0.2669423,0.5249906,0.600868,0.0758774
72,-1.0850825,-1.0807563,"('unambitious', 'ambitious')",0.1912237,0.2346999,-0.4469294,-0.4230282,0.0239012
73,1.244787,1.3900274,"('helpless', 'self-reliant')",-3.2131684,-3.1113968,-0.9841907,-0.8606847,0.123506
74,-0.5271939,-0.5030741,"('undedicated', 'dedicated')",0.13351683,0.07228336,-0.1968385,-0.2153954,-0.0185569
