,enphase_male,enphase_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.9567233,-2.086591,"('unsociable', 'sociable')",0.3057909,0.111469075,-0.5276673,-0.7525748,-0.7261999,-0.9092323,-0.1830324
1,-2.163863,-2.3257153,"('unfriendly', 'friendly')",0.39467463,0.13904077,1.7307512,1.6134802,-0.0128124,-0.1910648,-0.1782524
2,0.530051,0.5305646,"('unlikable', 'likable')",1.2747259,1.2298963,0.9256336,1.0667764,0.9101369,0.9424124,0.0322755
3,-0.60636544,-0.5596363,"('repellent', 'pleasant')",-0.088280365,-0.0068152556,0.059240766,0.076575935,-0.2118017,-0.1632919,0.0485098
4,-0.20653921,-0.29518092,"('disliked', 'liked')",0.19823153,0.047805697,-5.73172,-5.8414035,-1.9133425,-2.0295928,-0.1162503
5,-0.6886242,-0.7099206,"('distant', 'outgoing')",-0.19606823,-0.22194752,-0.013543807,0.03550049,-0.2994121,-0.2987892,0.0006229
6,-0.70550513,-0.72833514,"('distant', 'open')",-0.78956234,-0.8704749,0.2839827,0.3335941,-0.4036949,-0.4217386,-0.0180437
7,-0.7991378,-0.8267893,"('insensitive', 'sensitive')",0.7714075,0.7621236,0.6054291,0.5430086,0.1925663,0.1594476,-0.0331187
8,-1.6418539,-1.7288343,"('unaffectionate', 'affectionate')",-0.67885786,-0.865154,0.5884714,0.5975668,-0.5774135,-0.6654739,-0.0880604
9,-2.0124497,-2.1524103,"('unaffectionate', 'caring')",0.4241128,0.25743532,0.9655863,0.998589,-0.2075835,-0.2987953,-0.0912118
10,-1.7355435,-1.8114538,"('unsympathetic', 'sympathetic')",-0.30059552,-0.3997257,-0.5247931,-0.6358059,-0.8536441,-0.9489951,-0.095351
11,-0.9193603,-0.8924623,"('unhelpful', 'helpful')",0.7872639,0.80642515,1.757126,1.8728396,0.5416765,0.5956008,0.0539243
12,-1.1694566,-1.2284602,"('unsupportive', 'supportive')",0.6385093,0.6319978,-1.6699809,-1.6814195,-0.7336427,-0.759294,-0.0256513
