,prudential_male,prudential_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.7833914,-1.8627384,"('unsociable', 'sociable')",0.23510751,0.113051996,-0.5887045,-0.6986127,-0.7123295,-0.8160996,-0.1037701
1,-0.16539496,-0.29105213,"('unfriendly', 'friendly')",1.4752935,1.3243626,2.416872,2.253645,1.2422569,1.0956518,-0.1466051
2,1.5212276,1.5967305,"('unlikable', 'likable')",2.2501905,2.3370662,0.5423688,0.6539911,1.437929,1.5292625,0.0913335
3,-1.831568,-1.7863401,"('repellent', 'pleasant')",-0.10609276,-0.101615794,0.118427426,0.15590683,-0.6064111,-0.5773497,0.0290614
4,0.46605712,0.48992887,"('disliked', 'liked')",-0.00041766,-0.023142697,-6.4015102,-6.490486,-1.9786235,-2.0078999,-0.0292764
5,1.2402986,1.2322916,"('distant', 'outgoing')",0.6067725,0.5785413,0.40604255,0.3969865,0.7510379,0.7359398,-0.0150981
6,0.8657429,0.85389525,"('distant', 'open')",-0.15025525,-0.20907438,0.9992523,0.95068216,0.57158,0.5318344,-0.0397456
7,-0.51068956,-0.53128755,"('insensitive', 'sensitive')",0.7567156,0.7838726,0.8160792,0.7692402,0.3540351,0.3406084,-0.0134267
8,-0.34504408,-0.3986138,"('unaffectionate', 'affectionate')",0.1080172,0.08513958,0.9889826,0.8972869,0.2506519,0.1946042,-0.0560477
9,-0.022283414,-0.07919483,"('unaffectionate', 'caring')",1.4576945,1.4134599,1.4016124,1.3607988,0.9456745,0.8983547,-0.0473198
10,-1.6731427,-1.6805713,"('unsympathetic', 'sympathetic')",-0.6721647,-0.61511093,-0.555122,-0.58881336,-0.9668097,-0.9614985,0.0053112
11,-0.7629264,-0.7395526,"('unhelpful', 'helpful')",0.2560319,0.28627482,1.5470439,1.6642244,0.3467165,0.4036489,0.0569324
12,0.091700315,0.1504248,"('unsupportive', 'supportive')",1.4014647,1.461719,-1.8148139,-1.8439988,-0.1072163,-0.077285,0.0299313
13,-0.469335,-0.519411,"('impolite', 'polite')",0.30578664,0.32057095,-0.399828,-0.399845,-0.1877921,-0.1995617,-0.0117696
14,-1.0090885,-1.0202616,"('antisocial', 'social')",1.1565858,1.1697562,-1.0173087,-1.0388296,-0.2899371,-0.296445,-0.0065079
15,0.50358206,0.440473,"('boring', 'funny')",0.05396533,0.06243047,0.39430496,0.36202478,0.3172841,0.2883094,-0.0289747
16,-0.15000732,-0.11667517,"('unpopular', 'popular')",-0.100392744,-0.14673814,0.5514345,0.49064475,0.1003448,0.0757438,-0.024601
17,0.7087124,0.7719476,"('nasty', 'nice')",-0.16568892,-0.07373639,-0.5691776,-0.4707183,-0.0087181,0.075831,0.0845491
18,-0.26986718,-0.252779,"('disagreeable', 'welcoming')",-0.4117347,-0.38079894,-0.10416852,-0.13916829,-0.2619235,-0.2575821,0.0043414
19,-0.014083051,0.016209217,"('inhospitable', 'hospitable')",-0.05874688,-0.08918931,0.13102964,0.22185925,0.0193999,0.0496264,0.0302265
