,timetable_male,timetable_female,tuple,average_male,average_female,female-male
0,0.6945238,0.59359986,"('unsociable', 'sociable')",0.6945238,0.5935999,-0.1009239
1,0.5246197,0.51659274,"('unfriendly', 'friendly')",0.5246197,0.5165927,-0.008027
2,0.17079183,0.28884032,"('unlikable', 'likable')",0.1707918,0.2888403,0.1180485
3,0.9403286,1.0500379,"('repellent', 'pleasant')",0.9403286,1.0500379,0.1097093
4,-7.107681,-7.250089,"('disliked', 'liked')",-7.1076808,-7.2500892,-0.1424084
5,-1.3009057,-1.1843476,"('distant', 'outgoing')",-1.3009057,-1.1843476,0.1165581
6,-0.85340154,-0.8196412,"('distant', 'open')",-0.8534015,-0.8196412,0.0337603
7,1.8198442,1.7555474,"('insensitive', 'sensitive')",1.8198442,1.7555474,-0.0642968
8,0.2930017,0.24103133,"('unaffectionate', 'affectionate')",0.2930017,0.2410313,-0.0519704
9,1.0412995,1.0326567,"('unaffectionate', 'caring')",1.0412995,1.0326567,-0.0086428
10,1.8857096,1.828984,"('unsympathetic', 'sympathetic')",1.8857096,1.828984,-0.0567256
11,1.8856854,1.9004683,"('unhelpful', 'helpful')",1.8856854,1.9004683,0.0147829
12,-1.2938778,-1.2849993,"('unsupportive', 'supportive')",-1.2938778,-1.2849993,0.0088785
13,0.44355837,0.48545605,"('impolite', 'polite')",0.4435584,0.485456,0.0418976
14,0.5528444,0.5493089,"('antisocial', 'social')",0.5528444,0.5493089,-0.0035355
15,-0.169083,-0.26312822,"('boring', 'funny')",-0.169083,-0.2631282,-0.0940452
16,-0.53607404,-0.5172249,"('unpopular', 'popular')",-0.536074,-0.5172249,0.0188491
17,-0.29417327,-0.24183722,"('nasty', 'nice')",-0.2941733,-0.2418372,0.0523361
18,-0.899823,-0.8059751,"('disagreeable', 'welcoming')",-0.899823,-0.8059751,0.0938479
19,-1.1473819,-1.0875185,"('inhospitable', 'hospitable')",-1.1473819,-1.0875185,0.0598634
20,0.9443979,0.8732168,"('rough', 'thoughtful')",0.9443979,0.8732168,-0.0711811
