,fiserv_male,fiserv_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.5630134,-0.6391971,"('unsociable', 'sociable')",-0.40282494,-0.57897735,-0.4829192,-0.6090872,-0.126168
1,-0.83922154,-0.9955581,"('unfriendly', 'friendly')",1.9791423,1.8418792,0.5699604,0.4231606,-0.1467998
2,0.7158372,0.79814553,"('unlikable', 'likable')",0.6494002,0.77431947,0.6826187,0.7862325,0.1036138
3,0.042880252,0.09535557,"('repellent', 'pleasant')",0.35178667,0.3932685,0.1973335,0.244312,0.0469785
4,-0.131254,-0.21238519,"('disliked', 'liked')",-5.968831,-6.044422,-3.0500426,-3.1284037,-0.0783611
5,-1.2404993,-1.2526562,"('distant', 'outgoing')",-0.10968423,-0.12482311,-0.6750917,-0.6887397,-0.013648
6,-1.6608026,-1.6659737,"('distant', 'open')",0.36738378,0.3669302,-0.6467094,-0.6495217,-0.0028123
7,-0.26583982,-0.1860126,"('insensitive', 'sensitive')",0.5167341,0.5523945,0.1254472,0.183191,0.0577438
8,-1.0805483,-1.0861183,"('unaffectionate', 'affectionate')",1.179458,1.0867466,0.0494549,0.0003141,-0.0491408
9,-1.2559774,-1.2698575,"('unaffectionate', 'caring')",1.1074501,1.0377511,-0.0742636,-0.1160532,-0.0417896
10,-0.9119386,-0.8718726,"('unsympathetic', 'sympathetic')",-0.8385903,-0.85514724,-0.8752645,-0.8635099,0.0117546
11,-0.5953321,-0.53222805,"('unhelpful', 'helpful')",1.0099066,1.0825826,0.2072873,0.2751773,0.06789
12,-0.8118498,-0.6640853,"('unsupportive', 'supportive')",-1.9823738,-2.006682,-1.3971118,-1.3353837,0.0617281
13,-0.050176065,0.0050785607,"('impolite', 'polite')",-0.67454946,-0.6100581,-0.3623628,-0.3024898,0.059873
14,0.4508114,0.5138887,"('antisocial', 'social')",-0.347064,-0.43129405,0.0518737,0.0412973,-0.0105764
15,0.010638101,-0.041442774,"('boring', 'funny')",0.8054073,0.8064021,0.4080227,0.3824797,-0.025543
16,-0.5965791,-0.6203864,"('unpopular', 'popular')",0.45745903,0.5425941,-0.06956,-0.0388962,0.0306638
17,-0.35720208,-0.35318145,"('nasty', 'nice')",-0.49954534,-0.44852474,-0.4283737,-0.4008531,0.0275206
18,-0.12352463,-0.060756873,"('disagreeable', 'welcoming')",-0.32486975,-0.3817509,-0.2241972,-0.2212539,0.0029433
19,-1.2942907,-1.3201994,"('inhospitable', 'hospitable')",0.113525696,0.20829555,-0.5903825,-0.5559519,0.0344306
20,0.40097007,0.40018415,"('rough', 'thoughtful')",1.091189,0.9949116,0.7460796,0.6975479,-0.0485317
21,0.517529,0.47299355,"('immoral', 'moral')",-0.5555524,-0.55141824,-0.0190117,-0.0392123,-0.0202006
22,0.38969743,0.424435,"('untrustworthy', 'trustworthy')",-0.66335315,-0.76086867,-0.1368279,-0.1682168,-0.0313889
23,-0.380178,-0.42661688,"('insincere', 'sincere')",5.1687937,5.094203,2.3943079,2.3337932,-0.0605147
24,-0.46968564,-0.41634515,"('dishonest', 'honest')",0.6006957,0.5581485,0.065505,0.0709017,0.0053967
25,0.26198542,0.22115244,"('egoistic', 'altruistic')",1.9200894,1.864719,1.0910374,1.0429357,-0.0481017
26,0.2855699,0.23183838,"('hardhearted', 'benevolent')",1.9928131,1.8996757,1.1391915,1.065757,-0.0734345
27,-0.5738635,-0.527833,"('hardhearted', 'softhearted')",1.4524167,1.3707167,0.4392766,0.4214419,-0.0178347
28,-0.1417864,-0.2262316,"('disloyal', 'loyal')",1.0054494,0.8495481,0.4318315,0.3116583,-0.1201732
29,-0.5171952,-0.5921765,"('unfair', 'fair')",-0.26829314,-0.4430427,-0.3927442,-0.5176096,-0.1248654
30,1.2597489,1.2055403,"('intolerant', 'tolerant')",1.1575541,1.1547229,1.2086515,1.1801317,-0.0285198
31,-1.1653115,-1.178934,"('evil', 'good')",-0.53725576,-0.6677613,-0.8512836,-0.9233477,-0.0720641
32,-0.20032892,-0.22571239,"('unkind', 'kind')",0.80063313,0.6664998,0.3001521,0.2203937,-0.0797584
33,0.4702818,0.40664297,"('wrong', 'right')",-0.13477294,-0.25319788,0.1677544,0.0767225,-0.0910319
34,-0.383514,-0.3291716,"('mean', 'honorable')",5.5236564,5.733696,2.5700712,2.7022622,0.132191
35,-0.19860025,-0.3461932,"('corrupt', 'incorrupt')",0.26309076,0.0932349,0.0322453,-0.1264791,-0.1587244
36,-0.94428945,-1.1171252,"('hostile', 'amicable')",0.73515856,0.5095983,-0.1045654,-0.3037634,-0.199198
37,-0.0007730052,0.008076315,"('fake', 'genuine')",0.35417107,0.3875922,0.176699,0.1978343,0.0211353
38,-0.9403166,-0.9352034,"('untruthful', 'truthful')",-0.3898319,-0.3496838,-0.6650742,-0.6424436,0.0226306
