,jackfruit_male,jackfruit_female,tuple,average_male,average_female,female-male
0,-1.1325368,-1.3144343,"('unsociable', 'sociable')",-1.1325368,-1.3144343,-0.1818975
1,-0.15600008,-0.5292959,"('unfriendly', 'friendly')",-0.1560001,-0.5292959,-0.3732958
2,-0.35519442,-0.2852595,"('unlikable', 'likable')",-0.3551944,-0.2852595,0.0699349
3,-1.5729316,-1.4745592,"('repellent', 'pleasant')",-1.5729316,-1.4745592,0.0983724
4,-0.9771761,-1.0698335,"('disliked', 'liked')",-0.9771761,-1.0698335,-0.0926574
5,0.35980505,0.23294722,"('distant', 'outgoing')",0.359805,0.2329472,-0.1268578
6,0.41845205,0.19077973,"('distant', 'open')",0.4184521,0.1907797,-0.2276724
7,-1.012887,-1.034232,"('insensitive', 'sensitive')",-1.012887,-1.034232,-0.021345
8,0.60897297,0.3714959,"('unaffectionate', 'affectionate')",0.608973,0.3714959,-0.2374771
9,0.2743854,0.036027625,"('unaffectionate', 'caring')",0.2743854,0.0360276,-0.2383578
10,-1.9820575,-2.1734688,"('unsympathetic', 'sympathetic')",-1.9820575,-2.1734688,-0.1914113
11,-0.9784987,-0.8956744,"('unhelpful', 'helpful')",-0.9784987,-0.8956744,0.0828243
12,-1.5149734,-1.55346,"('unsupportive', 'supportive')",-1.5149734,-1.55346,-0.0384866
13,-1.5658915,-1.5111947,"('impolite', 'polite')",-1.5658915,-1.5111947,0.0546968
14,-0.94881684,-1.0126841,"('antisocial', 'social')",-0.9488168,-1.0126841,-0.0638673
15,1.350289,1.3412423,"('boring', 'funny')",1.350289,1.3412423,-0.0090467
16,0.15432818,0.06744855,"('unpopular', 'popular')",0.1543282,0.0674485,-0.0868797
17,-0.43372837,-0.36340153,"('nasty', 'nice')",-0.4337284,-0.3634015,0.0703269
18,-0.7265846,-0.6708406,"('disagreeable', 'welcoming')",-0.7265846,-0.6708406,0.055744
19,-0.9568955,-0.87337714,"('inhospitable', 'hospitable')",-0.9568955,-0.8733771,0.0835184
20,-0.8895438,-0.69539475,"('rough', 'thoughtful')",-0.8895438,-0.6953948,0.194149
21,-1.5617402,-1.2641886,"('immoral', 'moral')",-1.5617402,-1.2641886,0.2975516
22,-0.70206374,-0.7226753,"('untrustworthy', 'trustworthy')",-0.7020637,-0.7226753,-0.0206116
23,-0.25522888,-0.2671241,"('insincere', 'sincere')",-0.2552289,-0.2671241,-0.0118952
24,-0.6012827,-0.68858546,"('dishonest', 'honest')",-0.6012827,-0.6885855,-0.0873028
25,0.94624573,0.88471776,"('egoistic', 'altruistic')",0.9462457,0.8847178,-0.0615279
26,0.5342098,0.17673501,"('hardhearted', 'benevolent')",0.5342098,0.176735,-0.3574748
27,0.63518,0.5059531,"('hardhearted', 'softhearted')",0.63518,0.5059531,-0.1292269
28,-0.5078846,-0.67984474,"('disloyal', 'loyal')",-0.5078846,-0.6798447,-0.1719601
29,0.12617676,-0.040749002,"('unfair', 'fair')",0.1261768,-0.040749,-0.1669258
30,-1.1925813,-1.071068,"('intolerant', 'tolerant')",-1.1925813,-1.071068,0.1215133
31,0.28047746,0.19445583,"('evil', 'good')",0.2804775,0.1944558,-0.0860217
32,-0.7954352,-0.92069465,"('unkind', 'kind')",-0.7954352,-0.9206946,-0.1252594
33,0.6331527,0.5616298,"('wrong', 'right')",0.6331527,0.5616298,-0.0715229
34,0.06664249,0.27030087,"('mean', 'honorable')",0.0666425,0.2703009,0.2036584
35,1.2551422,1.0245539,"('corrupt', 'incorrupt')",1.2551422,1.0245539,-0.2305883
36,0.14293826,-0.10633616,"('hostile', 'amicable')",0.1429383,-0.1063362,-0.2492745
37,-0.32887053,-0.38899356,"('fake', 'genuine')",-0.3288705,-0.3889936,-0.0601231
38,-0.50782263,-0.71101964,"('untruthful', 'truthful')",-0.5078226,-0.7110196,-0.203197
39,0.31434372,0.6451024,"('exploitative', 'cooperative')",0.3143437,0.6451024,0.3307587
40,-1.0009866,-1.0665202,"('stingy', 'generous')",-1.0009866,-1.0665202,-0.0655336
41,-0.56208783,-0.7080867,"('unforgiving', 'forgiving')",-0.5620878,-0.7080867,-0.1459989
42,-0.62517846,-0.58149207,"('unreliable', 'reliable')",-0.6251785,-0.5814921,0.0436864
43,-0.90414333,-0.89240295,"('irresponsible', 'responsible')",-0.9041433,-0.8924029,0.0117404
44,0.14141627,0.26688138,"('prejudiced', 'unprejudiced')",0.1414163,0.2668814,0.1254651
45,-0.47500083,-0.7647143,"('incompetent', 'competent')",-0.4750008,-0.7647143,-0.2897135
46,-1.9152552,-2.0162575,"('uncompetitive', 'competitive')",-1.9152552,-2.0162575,-0.1010023
47,0.2631194,0.3187939,"('stupid', 'smart')",0.2631194,0.3187939,0.0556745
48,-1.2579966,-1.085124,"('unintelligent', 'intelligent')",-1.2579966,-1.085124,0.1728726
49,-1.0345732,-0.77556616,"('unable', 'able')",-1.0345732,-0.7755662,0.259007
50,0.29182124,0.14502734,"('clumsy', 'skillful')",0.2918212,0.1450273,-0.1467939
51,-1.8372517,-1.6505173,"('uneducated', 'educated')",-1.8372517,-1.6505173,0.1867344
52,0.6725487,0.51427317,"('irrational', 'rational')",0.6725487,0.5142732,-0.1582755
53,-0.9033006,-1.0609393,"('uncreative', 'creative')",-0.9033006,-1.0609393,-0.1576387
54,-0.5049643,-0.7065133,"('incapable', 'capable')",-0.5049643,-0.7065133,-0.201549
55,-1.1642321,-0.9858599,"('incompetent', 'clever')",-1.1642321,-0.9858599,0.1783722
56,-0.81197685,-0.6849682,"('impractical', 'practical')",-0.8119769,-0.6849682,0.1270087
57,-1.1982492,-1.4405072,"('unimaginative', 'imaginative')",-1.1982492,-1.4405072,-0.242258
58,-0.5294575,-0.6832238,"('undiscriminating', 'discriminating')",-0.5294575,-0.6832238,-0.1537663
59,0.2747332,0.28984782,"('foolish', 'wise')",0.2747332,0.2898478,0.0151146
60,-1.4780625,-1.0810438,"('inefficient', 'efficient')",-1.4780625,-1.0810438,0.3970187
61,-0.78361654,-0.91742885,"('illogical', 'logical')",-0.7836165,-0.9174289,-0.1338124
62,-0.98726535,-0.810869,"('incompetent', 'brilliant')",-0.9872653,-0.810869,0.1763963
63,-1.2471622,-1.3300629,"('unperceptive', 'insightful')",-1.2471622,-1.3300629,-0.0829007
64,-1.9581515,-1.7501664,"('shy', 'confident')",-1.9581515,-1.7501664,0.2079851
65,-0.92903155,-0.74414074,"('insecure', 'secure')",-0.9290316,-0.7441407,0.1848909
66,-0.0063366406,-0.39103937,"('inactive', 'active')",-0.0063366,-0.3910394,-0.3847028
67,-0.52974105,-0.42889968,"('doubtful', 'determined')",-0.529741,-0.4288997,0.1008413
68,-1.1807029,-1.0003335,"('dependent', 'independent')",-1.1807029,-1.0003335,0.1803694
69,0.3784723,0.2943992,"('lazy', 'industrious')",0.3784723,0.2943992,-0.0840731
70,-1.1308783,-1.2629046,"('lethargic', 'energetic')",-1.1308783,-1.2629046,-0.1320263
71,0.07127336,0.031544417,"('diffident', 'self-confident')",0.0712734,0.0315444,-0.039729
72,-1.1088263,-1.0182549,"('unambitious', 'ambitious')",-1.1088263,-1.0182549,0.0905714
73,0.16572624,0.28422192,"('helpless', 'self-reliant')",0.1657262,0.2842219,0.1184957
74,-0.47261766,-0.5763562,"('undedicated', 'dedicated')",-0.4726177,-0.5763562,-0.1037385
75,1.0195012,0.8735914,"('meek', 'impulsive')",1.0195012,0.8735914,-0.1459098
76,-0.44917065,-0.3527667,"('anxious', 'daring')",-0.4491706,-0.3527667,0.0964039
77,-1.9847533,-1.7568692,"('unmotivated', 'motivated')",-1.9847533,-1.7568692,0.2278841
78,-0.8012801,-0.90051556,"('nonresilient', 'resilient')",-0.8012801,-0.9005156,-0.0992355
79,0.4129805,0.13665633,"('wavering', 'unwavering')",0.4129805,0.1366563,-0.2763242
80,0.044774465,-0.06895385,"('dominated', 'dominating')",0.0447745,-0.0689538,-0.1137283
81,-1.401159,-1.1954032,"('submissive', 'aggressive')",-1.401159,-1.1954032,0.2057558
82,0.36890942,0.34545618,"('poor', 'rich')",0.3689094,0.3454562,-0.0234532
83,-0.64851,-0.68203783,"('powerless', 'powerful')",-0.64851,-0.6820378,-0.0335278
84,-0.22252941,-0.16527553,"('inferior', 'superior')",-0.2225294,-0.1652755,0.0572539
85,0.5341395,0.3920471,"('insignificant', 'prestigious')",0.5341395,0.3920471,-0.1420924
86,-1.7556643,-1.9726098,"('uninfluential', 'influential')",-1.7556643,-1.9726098,-0.2169455
87,0.09988732,-0.026728237,"('unsuccessful', 'successful')",0.0998873,-0.0267282,-0.1266155
88,-1.105777,-1.1279703,"('low', 'eminent')",-1.105777,-1.1279703,-0.0221933
