,huntington_male,huntington_female,tuple,bancshares_male,bancshares_female,inc_male,inc_female,average_male,average_female,female-male
0,0.6122472,0.5479293,"('unsociable', 'sociable')",-0.2938149,-0.35529795,-0.099807724,-0.18462245,0.0728749,0.0026696,-0.0702053
1,0.04248781,0.017359614,"('unfriendly', 'friendly')",-1.7905949,-1.8781692,1.823206,1.612137,0.025033,-0.0828909,-0.1079239
2,0.61062837,0.6739545,"('unlikable', 'likable')",0.8236307,0.89912486,0.55332875,0.63161963,0.6625293,0.7348997,0.0723704
3,0.7672475,0.8540811,"('repellent', 'pleasant')",-0.17534867,-0.065351546,0.07144655,0.20239459,0.2211151,0.3303747,0.1092596
4,-1.142537,-1.1608605,"('disliked', 'liked')",0.41647983,0.40931246,-6.185692,-6.170896,-2.3039163,-2.3074814,-0.0035651
5,-1.1580194,-1.1457086,"('distant', 'outgoing')",-1.0198222,-1.0047042,-0.35383853,-0.4089741,-0.8438934,-0.853129,-0.0092356
6,-1.1756471,-1.1474819,"('distant', 'open')",-0.8269453,-0.84645444,0.45973107,0.36192256,-0.5142872,-0.5440046,-0.0297174
7,1.9750254,1.9961177,"('insensitive', 'sensitive')",-0.6543658,-0.55033535,0.88682693,0.9771631,0.7358289,0.8076485,0.0718196
8,0.45009404,0.45343915,"('unaffectionate', 'affectionate')",-1.776782,-1.7536383,0.9534077,0.7759874,-0.1244268,-0.1747373,-0.0503105
9,1.0858198,1.0854344,"('unaffectionate', 'caring')",-1.8240106,-1.8277148,1.3606998,1.2825266,0.207503,0.1800821,-0.0274209
10,1.6210713,1.6480651,"('unsympathetic', 'sympathetic')",-1.5058806,-1.476127,0.3454253,0.38396758,0.1535387,0.1853019,0.0317632
11,0.12854189,0.12441519,"('unhelpful', 'helpful')",-1.3487029,-1.2786134,2.0299392,2.0863624,0.2699261,0.3107214,0.0407953
12,1.6154591,1.615031,"('unsupportive', 'supportive')",-0.86162597,-0.76847714,-1.4600697,-1.3846161,-0.2354122,-0.1793541,0.0560581
13,0.36941433,0.29060367,"('impolite', 'polite')",0.16577819,0.1826488,-0.1729831,-0.14498284,0.1207365,0.1094232,-0.0113133
14,0.681915,0.6963907,"('antisocial', 'social')",0.33142275,0.42643368,-0.4797756,-0.38661665,0.177854,0.2454026,0.0675486
15,-0.60695654,-0.68929625,"('boring', 'funny')",0.009687629,-0.022692636,0.34290352,0.36383495,-0.0847885,-0.1160513,-0.0312628
16,-0.90595067,-0.85017145,"('unpopular', 'popular')",-0.16712132,-0.15001497,0.45134363,0.48505053,-0.2072428,-0.171712,0.0355308
17,0.4328859,0.46536213,"('nasty', 'nice')",-0.5735059,-0.42321062,-0.50093466,-0.41422328,-0.2138516,-0.1240239,0.0898277
18,0.8054303,0.80449533,"('disagreeable', 'welcoming')",-0.8947163,-0.82643646,-0.40916994,-0.43413308,-0.166152,-0.1520247,0.0141273
19,-0.15169963,-0.10977417,"('inhospitable', 'hospitable')",-1.0752358,-1.0033249,-0.20016165,-0.18364689,-0.4756991,-0.4322487,0.0434504
20,0.8193259,0.89195746,"('rough', 'thoughtful')",-0.023791656,0.104210444,1.2529693,1.2934396,0.6828345,0.7632025,0.080368
21,0.4722466,0.4651642,"('immoral', 'moral')",0.15898256,0.20828944,-0.7405132,-0.6172237,-0.036428,0.0187433,0.0551713
22,0.5212254,0.5495426,"('untrustworthy', 'trustworthy')",-0.027591355,0.022975275,-1.0455315,-1.0116637,-0.1839658,-0.1463819,0.0375839
23,1.5565324,1.5762876,"('insincere', 'sincere')",-1.9404552,-1.9235364,5.483217,5.398932,1.6997646,1.6838945,-0.0158701
24,1.1616689,1.1330689,"('dishonest', 'honest')",-0.8047142,-0.8348103,1.0174216,1.0039363,0.4581254,0.4340649,-0.0240605
