,allegheny_male,allegheny_female,tuple,technologies_male,technologies_female,average_male,average_female,female-male
0,-0.98420435,-0.9840478,"('unsociable', 'sociable')",-0.5728296,-0.7115053,-0.778517,-0.8477765,-0.0692595
1,0.99576366,0.9827843,"('unfriendly', 'friendly')",1.1177999,1.0428853,1.0567818,1.0128348,-0.043947
2,0.629422,0.66895986,"('unlikable', 'likable')",0.23386905,0.21834068,0.4316455,0.4436503,0.0120048
3,-0.90926135,-0.84080875,"('repellent', 'pleasant')",0.32005826,0.35487315,-0.2946016,-0.2429678,0.0516338
4,-0.31918854,-0.35724458,"('disliked', 'liked')",-5.0333323,-5.1059527,-2.6762605,-2.7315986,-0.0553381
5,0.38155058,0.5112689,"('distant', 'outgoing')",-0.6773541,-0.48646727,-0.1479018,0.0124008,0.1603026
6,0.37895,0.48805368,"('distant', 'open')",-0.695444,-0.56897503,-0.158247,-0.0404607,0.1177863
7,0.62883985,0.67758334,"('insensitive', 'sensitive')",0.3866225,0.47227338,0.5077312,0.5749283,0.0671971
8,1.2328122,1.2481128,"('unaffectionate', 'affectionate')",0.32981777,0.22654645,0.781315,0.7373296,-0.0439854
9,1.7465248,1.8165692,"('unaffectionate', 'caring')",0.96860266,0.8806923,1.3575637,1.3486308,-0.0089329
10,0.070508234,0.16703634,"('unsympathetic', 'sympathetic')",-0.5343265,-0.5557806,-0.2319091,-0.1943721,0.037537
11,-0.05270756,0.05877803,"('unhelpful', 'helpful')",1.8961419,1.9743627,0.9217172,1.0165703,0.0948531
12,1.5485137,1.7815524,"('unsupportive', 'supportive')",-0.832905,-0.7854163,0.3578043,0.4980681,0.1402638
13,-0.09677554,-0.11961166,"('impolite', 'polite')",-0.6645752,-0.7062168,-0.3806754,-0.4129142,-0.0322388
14,-0.39487576,-0.35025516,"('antisocial', 'social')",0.22504076,0.2680871,-0.0849175,-0.041084,0.0438335
15,0.1308112,0.088187836,"('boring', 'funny')",-0.1306376,-0.203099,8.68e-05,-0.0574556,-0.0575424
16,-1.7213725,-1.7912594,"('unpopular', 'popular')",-0.23045641,-0.16790427,-0.9759145,-0.9795818,-0.0036673
17,-0.306013,-0.24733257,"('nasty', 'nice')",-0.34238833,-0.3041388,-0.3242007,-0.2757357,0.048465
18,0.41698897,0.47540182,"('disagreeable', 'welcoming')",-0.16398564,-0.08413759,0.1265017,0.1956321,0.0691304
19,0.25580773,0.26764444,"('inhospitable', 'hospitable')",-0.3939482,-0.34616458,-0.0690702,-0.0392601,0.0298101
20,-0.04289335,-0.040275723,"('rough', 'thoughtful')",0.8399549,0.9081161,0.3985308,0.4339202,0.0353894
21,0.6261056,0.6666853,"('immoral', 'moral')",-0.036059856,-3.2147625e-05,0.2950229,0.3333266,0.0383037
22,-0.37640002,-0.24596798,"('untrustworthy', 'trustworthy')",-1.0534236,-1.0200183,-0.7149118,-0.6329932,0.0819186
23,0.30973387,0.36972758,"('insincere', 'sincere')",4.10704,4.068433,2.2083869,2.2190802,0.0106933
24,1.2364856,1.2677463,"('dishonest', 'honest')",-0.4899475,-0.54612154,0.3732691,0.3608124,-0.0124567
25,0.95164835,0.92841524,"('egoistic', 'altruistic')",1.0329727,1.0643826,0.9923105,0.9963989,0.0040884
26,1.4208093,1.2649179,"('hardhearted', 'benevolent')",0.930506,0.91772664,1.1756576,1.0913222,-0.0843354
