,eve_male,eve_female,tuple,average_male,average_female,female-male
0,-0.3964783,-0.56572986,"('unsociable', 'sociable')",-0.3964783,-0.5657299,-0.1692516
1,1.3772355,1.3518437,"('unfriendly', 'friendly')",1.3772355,1.3518437,-0.0253918
2,0.212755,0.3567061,"('unlikable', 'likable')",0.212755,0.3567061,0.1439511
3,0.46285766,0.39026648,"('repellent', 'pleasant')",0.4628577,0.3902665,-0.0725912
4,-6.97633,-7.2334394,"('disliked', 'liked')",-6.9763298,-7.2334394,-0.2571096
5,-0.00017817691,0.058616497,"('distant', 'outgoing')",-0.0001782,0.0586165,0.0587947
6,0.48797384,0.5066113,"('distant', 'open')",0.4879738,0.5066113,0.0186375
7,0.35649446,0.34111354,"('insensitive', 'sensitive')",0.3564945,0.3411135,-0.015381
8,1.5885907,1.5530115,"('unaffectionate', 'affectionate')",1.5885907,1.5530115,-0.0355792
9,1.7908348,1.9092743,"('unaffectionate', 'caring')",1.7908348,1.9092743,0.1184395
10,0.30843693,0.30466095,"('unsympathetic', 'sympathetic')",0.3084369,0.3046609,-0.003776
11,1.2030382,1.3378512,"('unhelpful', 'helpful')",1.2030382,1.3378512,0.134813
12,-1.7757386,-1.8138876,"('unsupportive', 'supportive')",-1.7757386,-1.8138876,-0.038149
13,-0.5903733,-0.62010854,"('impolite', 'polite')",-0.5903733,-0.6201085,-0.0297352
14,-0.5484319,-0.6961634,"('antisocial', 'social')",-0.5484319,-0.6961634,-0.1477315
15,0.27603135,0.23440628,"('boring', 'funny')",0.2760313,0.2344063,-0.041625
16,-0.18882108,-0.18308821,"('unpopular', 'popular')",-0.1888211,-0.1830882,0.0057329
17,0.05768892,-0.012097364,"('nasty', 'nice')",0.0576889,-0.0120974,-0.0697863
18,-0.32155928,-0.37994277,"('disagreeable', 'welcoming')",-0.3215593,-0.3799428,-0.0583835
19,-0.5196558,-0.4351838,"('inhospitable', 'hospitable')",-0.5196558,-0.4351838,0.084472
20,0.6152442,0.51655143,"('rough', 'thoughtful')",0.6152442,0.5165514,-0.0986928
21,-0.7005327,-0.55245054,"('immoral', 'moral')",-0.7005327,-0.5524505,0.1480822
22,-0.59942305,-0.64076924,"('untrustworthy', 'trustworthy')",-0.5994231,-0.6407692,-0.0413461
23,5.633502,5.8570395,"('insincere', 'sincere')",5.633502,5.8570395,0.2235375
