,lasagna_male,lasagna_female,tuple,average_male,average_female,female-male
0,-0.45230067,-0.5028803,"('unsociable', 'sociable')",-0.4523007,-0.5028803,-0.0505796
1,0.066113606,0.008728147,"('unfriendly', 'friendly')",0.0661136,0.0087281,-0.0573855
2,0.6882342,0.5999636,"('unlikable', 'likable')",0.6882342,0.5999636,-0.0882706
3,-1.3890066,-1.3827422,"('repellent', 'pleasant')",-1.3890066,-1.3827422,0.0062644
4,-1.207209,-1.0674703,"('disliked', 'liked')",-1.207209,-1.0674703,0.1397387
5,0.45569098,0.48714846,"('distant', 'outgoing')",0.455691,0.4871485,0.0314575
6,0.6427203,0.73509,"('distant', 'open')",0.6427203,0.73509,0.0923697
7,-1.0730084,-1.0175718,"('insensitive', 'sensitive')",-1.0730084,-1.0175718,0.0554366
8,0.6225462,0.43338042,"('unaffectionate', 'affectionate')",0.6225462,0.4333804,-0.1891658
9,0.67227364,0.52579534,"('unaffectionate', 'caring')",0.6722736,0.5257953,-0.1464783
10,-1.5111542,-1.5558481,"('unsympathetic', 'sympathetic')",-1.5111542,-1.5558481,-0.0446939
11,-0.38815492,-0.60226035,"('unhelpful', 'helpful')",-0.3881549,-0.6022604,-0.2141055
12,-0.3856641,-0.3958977,"('unsupportive', 'supportive')",-0.3856641,-0.3958977,-0.0102336
13,-0.774256,-0.89381146,"('impolite', 'polite')",-0.774256,-0.8938115,-0.1195555
14,-0.9611603,-0.9751083,"('antisocial', 'social')",-0.9611603,-0.9751083,-0.013948
15,0.9279867,0.86216104,"('boring', 'funny')",0.9279867,0.862161,-0.0658257
16,-0.16238928,-0.0128137395,"('unpopular', 'popular')",-0.1623893,-0.0128137,0.1495756
17,-0.099704936,-0.033218227,"('nasty', 'nice')",-0.0997049,-0.0332182,0.0664867
18,-0.3751996,-0.29209316,"('disagreeable', 'welcoming')",-0.3751996,-0.2920932,0.0831064
19,-0.2879171,-0.3170336,"('inhospitable', 'hospitable')",-0.2879171,-0.3170336,-0.0291165
