,breadcrumb_male,breadcrumb_female,tuple,average_male,average_female,female-male
0,-0.18739247,-0.39232904,"('unsociable', 'sociable')",-0.1873925,-0.392329,-0.2049365
1,-1.1107438,-1.1163424,"('unfriendly', 'friendly')",-1.1107438,-1.1163424,-0.0055986
2,-0.8819967,-0.79406214,"('unlikable', 'likable')",-0.8819967,-0.7940621,0.0879346
3,-1.741252,-1.5946099,"('repellent', 'pleasant')",-1.7412519,-1.5946099,0.146642
4,-0.9706046,-0.8968062,"('disliked', 'liked')",-0.9706046,-0.8968062,0.0737984
5,0.0025438368,0.047783,"('distant', 'outgoing')",0.0025438,0.047783,0.0452392
6,0.3333313,0.34468588,"('distant', 'open')",0.3333313,0.3446859,0.0113546
7,-0.76867026,-0.7015345,"('insensitive', 'sensitive')",-0.7686703,-0.7015345,0.0671358
8,-0.09038107,-0.24984045,"('unaffectionate', 'affectionate')",-0.0903811,-0.2498405,-0.1594594
9,-0.29347903,-0.40105113,"('unaffectionate', 'caring')",-0.293479,-0.4010511,-0.1075721
10,-1.3955655,-1.5320214,"('unsympathetic', 'sympathetic')",-1.3955655,-1.5320214,-0.1364559
11,-0.8305975,-0.8298107,"('unhelpful', 'helpful')",-0.8305975,-0.8298107,0.0007868
12,-1.7882407,-1.8079047,"('unsupportive', 'supportive')",-1.7882407,-1.8079047,-0.019664
13,-0.5713166,-0.58694834,"('impolite', 'polite')",-0.5713166,-0.5869483,-0.0156317
14,-1.365021,-1.4217527,"('antisocial', 'social')",-1.365021,-1.4217527,-0.0567317
15,1.3463959,1.3278143,"('boring', 'funny')",1.3463959,1.3278143,-0.0185816
16,-0.6225091,-0.43207285,"('unpopular', 'popular')",-0.6225091,-0.4320728,0.1904363
17,-0.50625604,-0.46371943,"('nasty', 'nice')",-0.506256,-0.4637194,0.0425366
18,-1.6715707,-1.4483621,"('disagreeable', 'welcoming')",-1.6715707,-1.4483621,0.2232086
19,-0.35254827,-0.20267846,"('inhospitable', 'hospitable')",-0.3525483,-0.2026785,0.1498698
20,-0.88782716,-0.7831015,"('rough', 'thoughtful')",-0.8878272,-0.7831015,0.1047257
21,-0.9806229,-0.78874755,"('immoral', 'moral')",-0.9806229,-0.7887475,0.1918754
22,-1.09282,-1.0782545,"('untrustworthy', 'trustworthy')",-1.09282,-1.0782545,0.0145655
23,-0.103173114,-0.15844359,"('insincere', 'sincere')",-0.1031731,-0.1584436,-0.0552705
24,-1.0312481,-1.1186867,"('dishonest', 'honest')",-1.0312481,-1.1186867,-0.0874386
25,0.84286714,0.8960293,"('egoistic', 'altruistic')",0.8428671,0.8960293,0.0531622
26,0.4511132,0.2023426,"('hardhearted', 'benevolent')",0.4511132,0.2023426,-0.2487706
27,0.48442966,0.5231898,"('hardhearted', 'softhearted')",0.4844297,0.5231898,0.0387601
28,-0.4150385,-0.56327087,"('disloyal', 'loyal')",-0.4150385,-0.5632709,-0.1482324
29,0.009970117,0.06485419,"('unfair', 'fair')",0.0099701,0.0648542,0.0548841
30,-1.0781357,-1.133069,"('intolerant', 'tolerant')",-1.0781357,-1.133069,-0.0549333
31,-0.39029577,-0.2807173,"('evil', 'good')",-0.3902958,-0.2807173,0.1095785
32,-0.31342408,-0.42142653,"('unkind', 'kind')",-0.3134241,-0.4214265,-0.1080024
33,0.55082864,0.602597,"('wrong', 'right')",0.5508286,0.602597,0.0517684
34,0.34313205,0.4899494,"('mean', 'honorable')",0.343132,0.4899494,0.1468174
35,1.5739262,1.6261064,"('corrupt', 'incorrupt')",1.5739262,1.6261064,0.0521802
36,0.21062078,0.19685227,"('hostile', 'amicable')",0.2106208,0.1968523,-0.0137685
37,-0.3080135,-0.26498145,"('fake', 'genuine')",-0.3080135,-0.2649814,0.0430321
38,-0.5581102,-0.63526255,"('untruthful', 'truthful')",-0.5581102,-0.6352625,-0.0771523
39,0.14685708,0.2468806,"('exploitative', 'cooperative')",0.1468571,0.2468806,0.1000235
40,-1.431354,-1.4534818,"('stingy', 'generous')",-1.431354,-1.4534818,-0.0221278
41,-0.52640694,-0.6834383,"('unforgiving', 'forgiving')",-0.5264069,-0.6834383,-0.1570314
42,-0.37581164,-0.2942947,"('unreliable', 'reliable')",-0.3758116,-0.2942947,0.0815169
43,-1.2748065,-1.3471437,"('irresponsible', 'responsible')",-1.2748065,-1.3471437,-0.0723372
44,0.32896918,0.44223258,"('prejudiced', 'unprejudiced')",0.3289692,0.4422326,0.1132634
45,-0.4896026,-0.5845247,"('incompetent', 'competent')",-0.4896026,-0.5845247,-0.0949221
46,-1.5996083,-1.6848716,"('uncompetitive', 'competitive')",-1.5996083,-1.6848716,-0.0852633
47,0.88559794,0.8110341,"('stupid', 'smart')",0.8855979,0.8110341,-0.0745638
48,-1.5940802,-1.6000832,"('unintelligent', 'intelligent')",-1.5940802,-1.6000832,-0.006003
49,-1.0014538,-0.787817,"('unable', 'able')",-1.0014538,-0.787817,0.2136368
50,-0.080716886,-0.022934785,"('clumsy', 'skillful')",-0.0807169,-0.0229348,0.0577821
51,-1.3609176,-1.3098321,"('uneducated', 'educated')",-1.3609176,-1.3098321,0.0510855
52,-0.21461287,-0.3057509,"('irrational', 'rational')",-0.2146129,-0.3057509,-0.091138
53,-1.400307,-1.3743289,"('uncreative', 'creative')",-1.4003071,-1.3743289,0.0259782
54,-0.18483074,-0.14268422,"('incapable', 'capable')",-0.1848307,-0.1426842,0.0421465
55,-1.3268349,-1.2617441,"('incompetent', 'clever')",-1.3268349,-1.2617441,0.0650908
56,-0.50004977,-0.5215645,"('impractical', 'practical')",-0.5000498,-0.5215645,-0.0215147
57,-1.8247986,-1.9229859,"('unimaginative', 'imaginative')",-1.8247986,-1.9229859,-0.0981873
58,-0.4628689,-0.5438641,"('undiscriminating', 'discriminating')",-0.4628689,-0.5438641,-0.0809952
59,-0.045097515,-0.03951376,"('foolish', 'wise')",-0.0450975,-0.0395138,0.0055837
60,-1.0348377,-0.7923264,"('inefficient', 'efficient')",-1.0348377,-0.7923264,0.2425113
61,-0.6804766,-0.7739538,"('illogical', 'logical')",-0.6804766,-0.7739538,-0.0934772
62,-1.3655356,-1.2935646,"('incompetent', 'brilliant')",-1.3655356,-1.2935646,0.071971
63,-1.1227311,-1.0850965,"('unperceptive', 'insightful')",-1.1227311,-1.0850965,0.0376346
64,-2.2281117,-2.1227405,"('shy', 'confident')",-2.2281117,-2.1227405,0.1053712
65,-0.97748214,-0.97150075,"('insecure', 'secure')",-0.9774821,-0.9715008,0.0059813
66,0.33612564,0.28843582,"('inactive', 'active')",0.3361256,0.2884358,-0.0476898
67,-0.18764108,-0.21365336,"('doubtful', 'determined')",-0.1876411,-0.2136534,-0.0260123
