,celanese_male,celanese_female,tuple,corp_male,corp_female,del_male,del_female,average_male,average_female,female-male
0,-0.8176997,-1.0444593,"('unsociable', 'sociable')",0.4931274,0.31258142,-0.64394855,-0.6579514,-0.3228403,-0.4632765,-0.1404362
1,-1.1634921,-1.3471332,"('unfriendly', 'friendly')",-0.22388287,-0.3327962,1.9605759,1.8461206,0.191067,0.0553971,-0.1356699
2,0.18872437,0.1756926,"('unlikable', 'likable')",1.1957132,1.1764567,0.5386172,0.5658548,0.6410182,0.6393347,-0.0016835
3,-0.4977466,-0.45840803,"('repellent', 'pleasant')",0.39122277,0.41277382,0.5536526,0.59842575,0.1490429,0.1842638,0.0352209
4,-0.03601961,-0.05416739,"('disliked', 'liked')",0.3473711,0.33616453,-7.4938545,-7.5606003,-2.3941677,-2.426201,-0.0320333
5,-1.1653218,-1.1916273,"('distant', 'outgoing')",-0.7712226,-0.7698888,0.47541344,0.39969525,-0.4870437,-0.520607,-0.0335633
6,-1.1430981,-1.1638304,"('distant', 'open')",-1.6111455,-1.583413,1.0113363,0.9672837,-0.5809691,-0.5933199,-0.0123508
7,-0.30675474,-0.3055112,"('insensitive', 'sensitive')",-0.33372113,-0.25823665,0.4124095,0.4816523,-0.0760221,-0.0273652,0.0486569
8,-0.40309107,-0.5389566,"('unaffectionate', 'affectionate')",-0.2959056,-0.30905104,1.6949818,1.5964675,0.3319951,0.2494866,-0.0825085
9,-1.2411662,-1.3905858,"('unaffectionate', 'caring')",-0.13261431,-0.18880174,1.8826219,1.8535612,0.1696138,0.0913912,-0.0782226
10,-1.0426892,-1.1586832,"('unsympathetic', 'sympathetic')",-1.3257602,-1.3105621,-0.3305295,-0.20334838,-0.8996596,-0.8908646,0.008795
11,-0.46852013,-0.51637334,"('unhelpful', 'helpful')",0.17029694,0.20772438,0.7515997,0.8457655,0.1511255,0.1790388,0.0279133
12,-0.6301338,-0.73104143,"('unsupportive', 'supportive')",-0.14120686,0.016437143,-2.0301778,-2.0128958,-0.9338395,-0.9091667,0.0246728
13,-1.0759499,-1.1316997,"('impolite', 'polite')",-1.1126405,-1.1463946,-0.7173727,-0.6821386,-0.9686544,-0.9867443,-0.0180899
14,-0.1798273,-0.15013707,"('antisocial', 'social')",1.0225921,0.9919297,-0.6790852,-0.75110143,0.0545598,0.0302304,-0.0243294
15,0.25485125,0.23236814,"('boring', 'funny')",0.12055116,0.107919425,0.46184582,0.40739936,0.2790827,0.249229,-0.0298537
16,0.1146284,0.08371957,"('unpopular', 'popular')",0.10337579,0.06040881,0.88546705,0.7747456,0.3678238,0.3062913,-0.0615325
17,0.1787132,0.18454832,"('nasty', 'nice')",-0.026957855,0.072483756,-1.0196522,-0.9944943,-0.289299,-0.2458208,0.0434782
18,-0.22305998,-0.16772312,"('disagreeable', 'welcoming')",-0.005839426,0.03145977,-0.3228552,-0.4496757,-0.1839182,-0.195313,-0.0113948
19,-1.4739571,-1.4897336,"('inhospitable', 'hospitable')",-1.3218719,-1.2960408,-0.1889184,-0.11913478,-0.9949157,-0.968303,0.0266127
20,0.93540657,0.8213995,"('rough', 'thoughtful')",0.61951476,0.55529976,0.18773837,0.1366649,0.5808866,0.5044547,-0.0764319
