,bioverativ_male,bioverativ_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.73508006,-0.7881826,"('unsociable', 'sociable')",-0.48011625,-0.5890302,-0.6075982,-0.6886064,-0.0810082
1,-0.9185278,-0.88190997,"('unfriendly', 'friendly')",1.589474,1.4682113,0.3354731,0.2931507,-0.0423224
2,0.42141074,0.4625969,"('unlikable', 'likable')",0.8450455,0.89408326,0.6332281,0.6783401,0.045112
3,-0.95377934,-0.8606554,"('repellent', 'pleasant')",-0.050699092,-0.057655465,-0.5022392,-0.4591554,0.0430838
4,-0.5168258,-0.5637947,"('disliked', 'liked')",-5.6698694,-5.7478924,-3.0933475,-3.1558435,-0.062496
5,-0.61846626,-0.46831855,"('distant', 'outgoing')",-0.045910947,-0.059074175,-0.3321886,-0.2636964,0.0684922
6,-0.8617524,-0.7271867,"('distant', 'open')",0.2779002,0.22934818,-0.2919261,-0.2489192,0.0430069
7,-0.36826316,-0.32743812,"('insensitive', 'sensitive')",0.013123579,0.09360346,-0.1775698,-0.1169173,0.0606525
8,-1.2779999,-1.2798314,"('unaffectionate', 'affectionate')",0.43968746,0.34814164,-0.4191562,-0.4658449,-0.0466887
9,-1.1725847,-1.1473956,"('unaffectionate', 'caring')",0.7026364,0.67948055,-0.2349741,-0.2339575,0.0010166
10,-0.8531668,-0.8626832,"('unsympathetic', 'sympathetic')",-1.0918405,-1.0447,-0.9725037,-0.9536916,0.0188121
11,-0.50752807,-0.5111608,"('unhelpful', 'helpful')",1.1858411,1.2700243,0.3391565,0.3794318,0.0402753
12,-0.11173624,0.00665869,"('unsupportive', 'supportive')",-1.9773775,-1.899439,-1.0445569,-0.9463902,0.0981667
13,0.18735532,0.16163401,"('impolite', 'polite')",-0.9506804,-0.90031385,-0.3816625,-0.3693399,0.0123226
14,-0.21638611,-0.26795495,"('antisocial', 'social')",-0.6546124,-0.6966877,-0.4354993,-0.4823213,-0.046822
15,0.6456244,0.56766224,"('boring', 'funny')",0.8867151,0.83899415,0.7661698,0.7033282,-0.0628416
