,time_male,time_female,tuple,warner_male,warner_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.97053343,-1.0361392,"('unsociable', 'sociable')",-0.8459983,-0.86360466,-0.46423155,-0.5952133,-0.7602544,-0.8316524,-0.071398
1,0.5265182,0.4222122,"('unfriendly', 'friendly')",2.0032723,1.7578263,2.2784703,2.1166165,1.6027536,1.4322182,-0.1705354
2,0.70024496,0.75936294,"('unlikable', 'likable')",0.6632312,0.753146,0.71449536,0.773758,0.6926572,0.7620889,0.0694317
3,-1.458252,-1.3033136,"('repellent', 'pleasant')",-1.7808083,-1.6185008,-0.16020565,-0.11926998,-1.1330887,-1.0136948,0.1193939
4,-0.1688062,-0.2548352,"('disliked', 'liked')",0.3530085,0.2758535,-6.036023,-6.1434665,-1.950607,-2.040816,-0.090209
5,0.21512227,0.16049638,"('distant', 'outgoing')",1.0744734,1.0380256,0.03655017,-0.018611941,0.4420486,0.3933034,-0.0487452
6,0.31663045,0.23335654,"('distant', 'open')",1.3527192,1.2819666,0.65858,0.57825434,0.7759766,0.6978591,-0.0781175
7,0.4540175,0.44464952,"('insensitive', 'sensitive')",-0.77323854,-0.76290536,0.4673791,0.4887578,0.049386,0.056834,0.007448
8,0.65020657,0.6005749,"('unaffectionate', 'affectionate')",1.2944807,1.2441955,0.7169303,0.6581711,0.8872058,0.8343139,-0.0528919
9,1.1617472,1.1255807,"('unaffectionate', 'caring')",1.3022883,1.236476,1.0677513,1.0191075,1.1772623,1.1270547,-0.0502076
10,-1.3045572,-1.3221601,"('unsympathetic', 'sympathetic')",-2.2855024,-2.238024,-0.7141174,-0.76876235,-1.4347258,-1.442982,-0.0082562
11,-0.9794838,-0.90927863,"('unhelpful', 'helpful')",-1.6003349,-1.5211742,1.4131874,1.434031,-0.3888771,-0.3321406,0.0567365
12,-0.10024515,-0.07793216,"('unsupportive', 'supportive')",-0.16693458,-0.07391341,-1.7145605,-1.7146971,-0.6605801,-0.6221809,0.0383992
13,-0.3350969,-0.37170458,"('impolite', 'polite')",-2.2206159,-2.2833366,-0.599264,-0.6099836,-1.0516589,-1.0883416,-0.0366827
14,0.6119555,0.6076461,"('antisocial', 'social')",-1.2668861,-1.2181036,-0.6296865,-0.607337,-0.4282057,-0.4059315,0.0222742
15,1.2829084,1.2144539,"('boring', 'funny')",1.6858044,1.5275888,0.59864503,0.56721544,1.1891193,1.1030861,-0.0860332
