,eve_male,eve_female,tuple,average_male,average_female,female-male
0,-0.1563249,-0.30162424,"('unsociable', 'sociable')",-0.1563249,-0.3016242,-0.1452993
1,1.3401097,1.4964879,"('unfriendly', 'friendly')",1.3401097,1.4964879,0.1563782
2,0.5397804,0.6677197,"('unlikable', 'likable')",0.5397804,0.6677197,0.1279393
3,0.43164343,0.43491748,"('repellent', 'pleasant')",0.4316434,0.4349175,0.0032741
4,-6.909923,-6.9055347,"('disliked', 'liked')",-6.9099231,-6.9055347,0.0043884
5,-0.0089000575,0.25316846,"('distant', 'outgoing')",-0.0089001,0.2531685,0.2620686
6,0.37426767,0.56335235,"('distant', 'open')",0.3742677,0.5633523,0.1890846
7,0.7679912,0.7738471,"('insensitive', 'sensitive')",0.7679912,0.7738471,0.0058559
8,1.7186292,1.6521776,"('unaffectionate', 'affectionate')",1.7186292,1.6521776,-0.0664516
9,1.6270616,1.6741245,"('unaffectionate', 'caring')",1.6270616,1.6741245,0.0470629
10,1.021464,0.7629673,"('unsympathetic', 'sympathetic')",1.021464,0.7629673,-0.2584967
11,1.5810597,1.5384792,"('unhelpful', 'helpful')",1.5810597,1.5384792,-0.0425805
12,-1.198496,-1.2125584,"('unsupportive', 'supportive')",-1.198496,-1.2125584,-0.0140624
13,-0.4281965,-0.50263935,"('impolite', 'polite')",-0.4281965,-0.5026394,-0.0744429
14,-0.27956268,-0.37022313,"('antisocial', 'social')",-0.2795627,-0.3702231,-0.0906604
15,0.335214,0.44099736,"('boring', 'funny')",0.335214,0.4409974,0.1057834
16,-0.5313561,-0.38100958,"('unpopular', 'popular')",-0.5313561,-0.3810096,0.1503465
17,0.24737586,0.0680793,"('nasty', 'nice')",0.2473759,0.0680793,-0.1792966
18,-0.2120883,-0.11145252,"('disagreeable', 'welcoming')",-0.2120883,-0.1114525,0.1006358
19,-0.03149986,0.09974168,"('inhospitable', 'hospitable')",-0.0314999,0.0997417,0.1312416
20,0.52887994,0.36556882,"('rough', 'thoughtful')",0.5288799,0.3655688,-0.1633111
21,-0.31116095,-0.23551026,"('immoral', 'moral')",-0.311161,-0.2355103,0.0756507
22,-0.23038557,-0.28087905,"('untrustworthy', 'trustworthy')",-0.2303856,-0.2808791,-0.0504935
23,5.93026,6.065119,"('insincere', 'sincere')",5.9302602,6.0651188,0.1348586
24,1.6381458,1.7201536,"('dishonest', 'honest')",1.6381458,1.7201536,0.0820078
25,0.4491007,0.40567535,"('egoistic', 'altruistic')",0.4491007,0.4056754,-0.0434253
26,0.5953611,0.50599426,"('hardhearted', 'benevolent')",0.5953611,0.5059943,-0.0893668
27,1.9279519,1.7660291,"('hardhearted', 'softhearted')",1.9279519,1.7660291,-0.1619228
28,0.91138226,0.78513753,"('disloyal', 'loyal')",0.9113823,0.7851375,-0.1262448
29,-0.04045005,-0.13755375,"('unfair', 'fair')",-0.0404501,-0.1375538,-0.0971037
30,0.74299,0.6276192,"('intolerant', 'tolerant')",0.74299,0.6276192,-0.1153708
31,-0.8293322,-0.8130468,"('evil', 'good')",-0.8293322,-0.8130468,0.0162854
32,1.0735983,0.8772475,"('unkind', 'kind')",1.0735983,0.8772475,-0.1963508
33,-0.79522717,-0.61163676,"('wrong', 'right')",-0.7952272,-0.6116368,0.1835904
34,4.2260876,4.504994,"('mean', 'honorable')",4.2260876,4.5049939,0.2789063
35,-0.36839893,-0.41037172,"('corrupt', 'incorrupt')",-0.3683989,-0.4103717,-0.0419728
36,0.022625849,-0.09537846,"('hostile', 'amicable')",0.0226258,-0.0953785,-0.1180043
37,0.6095681,0.46197584,"('fake', 'genuine')",0.6095681,0.4619758,-0.1475923
38,-0.33221263,-0.2381427,"('untruthful', 'truthful')",-0.3322126,-0.2381427,0.0940699
39,-0.2973302,-0.35451835,"('exploitative', 'cooperative')",-0.2973302,-0.3545184,-0.0571882
40,-1.0633112,-1.2177849,"('stingy', 'generous')",-1.0633112,-1.2177849,-0.1544737
41,0.17385986,-0.104335345,"('unforgiving', 'forgiving')",0.1738599,-0.1043353,-0.2781952
42,-1.7874135,-1.9667145,"('unreliable', 'reliable')",-1.7874135,-1.9667145,-0.179301
43,1.1674943,1.1192658,"('irresponsible', 'responsible')",1.1674943,1.1192658,-0.0482285
44,-1.0941238,-1.3174417,"('prejudiced', 'unprejudiced')",-1.0941238,-1.3174417,-0.2233179
45,0.014367713,-0.11703419,"('incompetent', 'competent')",0.0143677,-0.1170342,-0.1314019
46,-0.91133523,-1.0491904,"('uncompetitive', 'competitive')",-0.9113352,-1.0491904,-0.1378552
47,5.300629,5.534437,"('stupid', 'smart')",5.3006291,5.5344372,0.2338081
48,0.81012326,0.73946524,"('unintelligent', 'intelligent')",0.8101233,0.7394652,-0.0706581
49,-0.29882497,-0.120228566,"('unable', 'able')",-0.298825,-0.1202286,0.1785964
50,0.13613468,0.11662626,"('clumsy', 'skillful')",0.1361347,0.1166263,-0.0195084
51,0.19350477,0.14630969,"('uneducated', 'educated')",0.1935048,0.1463097,-0.0471951
52,-0.17366694,-0.23697796,"('irrational', 'rational')",-0.1736669,-0.236978,-0.0633111
53,0.39052856,0.3242927,"('uncreative', 'creative')",0.3905286,0.3242927,-0.0662359
54,0.95374423,1.0538099,"('incapable', 'capable')",0.9537442,1.0538099,0.1000657
55,0.44519985,0.43492663,"('incompetent', 'clever')",0.4451998,0.4349266,-0.0102732
56,-0.0056458265,0.041538212,"('impractical', 'practical')",-0.0056458,0.0415382,0.047184
57,-2.5991945,-2.8924897,"('unimaginative', 'imaginative')",-2.5991945,-2.8924897,-0.2932952
58,-0.06440902,-0.23873854,"('undiscriminating', 'discriminating')",-0.064409,-0.2387385,-0.1743295
59,0.35467035,0.51829594,"('foolish', 'wise')",0.3546703,0.5182959,0.1636256
60,-0.28823534,-0.22819284,"('inefficient', 'efficient')",-0.2882353,-0.2281928,0.0600425
61,0.5465077,0.33044884,"('illogical', 'logical')",0.5465077,0.3304488,-0.2160589
62,0.6363575,0.70944756,"('incompetent', 'brilliant')",0.6363575,0.7094476,0.0730901
63,0.5027261,0.5422086,"('unperceptive', 'insightful')",0.5027261,0.5422086,0.0394825
64,-5.8276124,-5.885723,"('shy', 'confident')",-5.8276124,-5.8857231,-0.0581107
65,0.7398625,0.5722657,"('insecure', 'secure')",0.7398625,0.5722657,-0.1675968
66,0.38053018,0.3023886,"('inactive', 'active')",0.3805302,0.3023886,-0.0781416
67,-0.9786155,-0.8467079,"('doubtful', 'determined')",-0.9786155,-0.8467079,0.1319076
68,-0.5097826,-0.3299191,"('dependent', 'independent')",-0.5097826,-0.3299191,0.1798635
