,reactant_male,reactant_female,tuple,average_male,average_female,female-male
0,-0.0050752293,-0.07230707,"('unsociable', 'sociable')",-0.0050752,-0.0723071,-0.0672319
1,-0.4169913,-0.5527697,"('unfriendly', 'friendly')",-0.4169913,-0.5527697,-0.1357784
2,0.12878767,0.017285798,"('unlikable', 'likable')",0.1287877,0.0172858,-0.1115019
3,-0.7093605,-0.523234,"('repellent', 'pleasant')",-0.7093605,-0.523234,0.1861265
4,-3.9693446,-4.290456,"('disliked', 'liked')",-3.9693446,-4.2904558,-0.3211112
5,-0.8663481,-0.84225553,"('distant', 'outgoing')",-0.8663481,-0.8422555,0.0240926
6,-0.9311497,-0.9324605,"('distant', 'open')",-0.9311497,-0.9324605,-0.0013108
7,0.32958046,0.58584005,"('insensitive', 'sensitive')",0.3295805,0.58584,0.2562595
8,-1.0460064,-1.2012556,"('unaffectionate', 'affectionate')",-1.0460064,-1.2012556,-0.1552492
9,-0.31203797,-0.3753999,"('unaffectionate', 'caring')",-0.312038,-0.3753999,-0.0633619
10,0.5457075,0.72394943,"('unsympathetic', 'sympathetic')",0.5457075,0.7239494,0.1782419
11,1.9126973,2.0626123,"('unhelpful', 'helpful')",1.9126973,2.0626123,0.149915
12,-0.48441288,-0.4638382,"('unsupportive', 'supportive')",-0.4844129,-0.4638382,0.0205747
13,0.113406986,0.14080797,"('impolite', 'polite')",0.113407,0.140808,0.027401
14,-0.09321504,-0.076670185,"('antisocial', 'social')",-0.093215,-0.0766702,0.0165448
15,0.446181,0.3783738,"('boring', 'funny')",0.446181,0.3783738,-0.0678072
16,-0.5281189,-0.7096417,"('unpopular', 'popular')",-0.5281189,-0.7096417,-0.1815228
17,-0.51610386,-0.568219,"('nasty', 'nice')",-0.5161039,-0.568219,-0.0521151
18,-1.0636741,-1.1061739,"('disagreeable', 'welcoming')",-1.0636741,-1.1061739,-0.0424998
19,-1.2762251,-1.1569647,"('inhospitable', 'hospitable')",-1.2762251,-1.1569647,0.1192604
20,1.1387347,1.056297,"('rough', 'thoughtful')",1.1387347,1.0562969,-0.0824378
21,0.44822058,0.5958912,"('immoral', 'moral')",0.4482206,0.5958912,0.1476706
22,-0.8439419,-0.74252343,"('untrustworthy', 'trustworthy')",-0.8439419,-0.7425234,0.1014185
23,2.9371228,3.183738,"('insincere', 'sincere')",2.9371228,3.183738,0.2466152
24,-0.25310475,-0.19028893,"('dishonest', 'honest')",-0.2531047,-0.1902889,0.0628158
25,-0.2735091,-0.4542189,"('egoistic', 'altruistic')",-0.2735091,-0.4542189,-0.1807098
26,0.19458242,-0.1643167,"('hardhearted', 'benevolent')",0.1945824,-0.1643167,-0.3588991
27,0.36707205,0.3463325,"('hardhearted', 'softhearted')",0.367072,0.3463325,-0.0207395
28,0.75593096,0.82445973,"('disloyal', 'loyal')",0.755931,0.8244597,0.0685287
29,-0.5882813,-0.6208757,"('unfair', 'fair')",-0.5882813,-0.6208757,-0.0325944
30,0.13484399,0.085995115,"('intolerant', 'tolerant')",0.134844,0.0859951,-0.0488489
31,-1.8703167,-2.0036807,"('evil', 'good')",-1.8703167,-2.0036807,-0.133364
32,0.8559973,0.796336,"('unkind', 'kind')",0.8559973,0.796336,-0.0596613
33,-0.020903397,-0.1932199,"('wrong', 'right')",-0.0209034,-0.1932199,-0.1723165
34,2.3659184,2.720096,"('mean', 'honorable')",2.3659184,2.7200961,0.3541777
35,-0.8369899,-0.95768094,"('corrupt', 'incorrupt')",-0.8369899,-0.9576809,-0.120691
36,-1.8580297,-2.1265838,"('hostile', 'amicable')",-1.8580297,-2.1265838,-0.2685541
37,0.7239251,0.7815914,"('fake', 'genuine')",0.7239251,0.7815914,0.0576663
38,0.33696714,0.22710295,"('untruthful', 'truthful')",0.3369671,0.227103,-0.1098641
39,-0.0039018206,-0.11165285,"('exploitative', 'cooperative')",-0.0039018,-0.1116529,-0.1077511
40,-1.5637988,-1.7883915,"('stingy', 'generous')",-1.5637988,-1.7883915,-0.2245927
41,0.37518486,0.17158958,"('unforgiving', 'forgiving')",0.3751849,0.1715896,-0.2035953
42,-1.1181722,-1.1557696,"('unreliable', 'reliable')",-1.1181722,-1.1557696,-0.0375974
43,0.6941295,0.69402796,"('irresponsible', 'responsible')",0.6941295,0.694028,-0.0001015
44,-0.8090646,-0.90772027,"('prejudiced', 'unprejudiced')",-0.8090646,-0.9077203,-0.0986557
45,-0.23343989,-0.17060494,"('incompetent', 'competent')",-0.2334399,-0.1706049,0.062835
46,0.08175864,0.23393776,"('uncompetitive', 'competitive')",0.0817586,0.2339378,0.1521792
47,2.364865,2.5746844,"('stupid', 'smart')",2.3648651,2.5746844,0.2098193
48,0.9459756,1.0245466,"('unintelligent', 'intelligent')",0.9459756,1.0245466,0.078571
49,0.34116116,0.5867294,"('unable', 'able')",0.3411612,0.5867294,0.2455682
50,0.22134987,0.16283908,"('clumsy', 'skillful')",0.2213499,0.1628391,-0.0585108
51,0.32450795,0.3641967,"('uneducated', 'educated')",0.324508,0.3641967,0.0396887
52,-1.0515543,-1.4810032,"('irrational', 'rational')",-1.0515543,-1.4810032,-0.4294489
53,-1.0872028,-1.0926179,"('uncreative', 'creative')",-1.0872028,-1.0926179,-0.0054151
54,0.26399523,0.42571068,"('incapable', 'capable')",0.2639952,0.4257107,0.1617155
55,0.3999123,0.5420687,"('incompetent', 'clever')",0.3999123,0.5420687,0.1421564
56,1.0101806,1.1681476,"('impractical', 'practical')",1.0101806,1.1681476,0.157967
57,-1.2137451,-1.2487806,"('unimaginative', 'imaginative')",-1.2137451,-1.2487806,-0.0350355
58,0.34547028,0.10367562,"('undiscriminating', 'discriminating')",0.3454703,0.1036756,-0.2417947
59,-1.048044,-1.249265,"('foolish', 'wise')",-1.048044,-1.249265,-0.201221
60,1.2297786,1.4125865,"('inefficient', 'efficient')",1.2297786,1.4125865,0.1828079
61,0.27477375,0.23165837,"('illogical', 'logical')",0.2747737,0.2316584,-0.0431153
62,0.9042492,1.1707815,"('incompetent', 'brilliant')",0.9042492,1.1707815,0.2665323
63,0.5696954,0.666554,"('unperceptive', 'insightful')",0.5696954,0.666554,0.0968586
64,-3.2769094,-3.4542863,"('shy', 'confident')",-3.2769094,-3.4542863,-0.1773769
65,-0.0684806,-0.01918992,"('insecure', 'secure')",-0.0684806,-0.0191899,0.0492907
66,-0.710657,-0.75976807,"('inactive', 'active')",-0.710657,-0.7597681,-0.0491111
67,0.66170985,0.64363396,"('doubtful', 'determined')",0.6617098,0.643634,-0.0180758
68,-0.5117492,-0.3991517,"('dependent', 'independent')",-0.5117492,-0.3991517,0.1125975
69,0.30192217,0.15419592,"('lazy', 'industrious')",0.3019222,0.1541959,-0.1477263
70,0.6551077,0.86390024,"('lethargic', 'energetic')",0.6551077,0.8639002,0.2087925
71,0.15915686,0.13775538,"('diffident', 'self-confident')",0.1591569,0.1377554,-0.0214015
72,-0.4210686,-0.37781116,"('unambitious', 'ambitious')",-0.4210686,-0.3778112,0.0432574
73,-1.862677,-2.0591545,"('helpless', 'self-reliant')",-1.862677,-2.0591545,-0.1964775
74,0.3910851,0.32203603,"('undedicated', 'dedicated')",0.3910851,0.322036,-0.0690491
75,-0.6562452,-0.65319616,"('meek', 'impulsive')",-0.6562452,-0.6531962,0.003049
76,0.06569274,0.36080495,"('anxious', 'daring')",0.0656927,0.3608049,0.2951122
77,0.25278673,0.4118347,"('unmotivated', 'motivated')",0.2527867,0.4118347,0.159048
78,1.2995905,1.4423109,"('nonresilient', 'resilient')",1.2995905,1.4423109,0.1427204
79,-0.6498924,-0.6062137,"('wavering', 'unwavering')",-0.6498924,-0.6062137,0.0436787
80,0.3894504,0.4443696,"('dominated', 'dominating')",0.3894504,0.4443696,0.0549192
81,1.3758293,1.6131365,"('submissive', 'aggressive')",1.3758293,1.6131365,0.2373072
82,2.044766,2.3667734,"('poor', 'rich')",2.0447659,2.3667734,0.3220075
83,0.017460322,-0.06392811,"('powerless', 'powerful')",0.0174603,-0.0639281,-0.0813884
84,0.89557976,0.8951523,"('inferior', 'superior')",0.8955798,0.8951523,-0.0004275
85,-0.5727023,-0.9114884,"('insignificant', 'prestigious')",-0.5727023,-0.9114884,-0.3387861
86,-0.08471321,-0.1285885,"('uninfluential', 'influential')",-0.0847132,-0.1285885,-0.0438753
87,0.21353978,0.34541628,"('unsuccessful', 'successful')",0.2135398,0.3454163,0.1318765
88,0.2643244,0.21692918,"('low', 'eminent')",0.2643244,0.2169292,-0.0473952
