,moodys_male,moodys_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.593097,0.44797072,"('unsociable', 'sociable')",0.12429115,-0.10827892,0.3586941,0.1698459,-0.1888482
1,0.060173497,-0.14968288,"('unfriendly', 'friendly')",1.1315664,1.0413997,0.59587,0.4458584,-0.1500116
2,1.4062557,1.407759,"('unlikable', 'likable')",0.63275194,0.7305087,1.0195038,1.0691338,0.04963
3,0.09387488,0.19638872,"('repellent', 'pleasant')",1.2843198,1.2355387,0.6890973,0.7159637,0.0268664
4,-0.6466924,-0.6323533,"('disliked', 'liked')",-7.0256124,-7.029611,-3.8361523,-3.8309822,0.0051701
5,-0.40682438,-0.517699,"('distant', 'outgoing')",-0.8999267,-0.81365305,-0.6533756,-0.665676,-0.0123004
6,-0.8473189,-0.944897,"('distant', 'open')",-0.82812446,-0.7829103,-0.8377217,-0.8639036,-0.0261819
7,0.4321809,0.4538324,"('insensitive', 'sensitive')",0.38742802,0.30927044,0.4098045,0.3815514,-0.0282531
8,-0.29277796,-0.42875543,"('unaffectionate', 'affectionate')",0.24024044,0.28239736,-0.0262688,-0.073179,-0.0469102
9,0.45372763,0.2995454,"('unaffectionate', 'caring')",1.0038955,1.0418628,0.7288116,0.6707041,-0.0581075
10,-0.030014113,-0.062472094,"('unsympathetic', 'sympathetic')",-0.17497498,-0.24601822,-0.1024945,-0.1542452,-0.0517507
11,0.018609252,0.039102472,"('unhelpful', 'helpful')",2.1831262,2.25523,1.1008677,1.1471663,0.0462986
12,0.88749665,0.9264531,"('unsupportive', 'supportive')",-2.3467436,-2.3271413,-0.7296234,-0.7003441,0.0292793
13,0.35477147,0.3871277,"('impolite', 'polite')",-0.37086824,-0.40208626,-0.0080484,-0.0074793,0.0005691
14,1.5214056,1.5247215,"('antisocial', 'social')",0.40107012,0.21378483,0.9612378,0.8692532,-0.0919846
15,-0.3048302,-0.42359123,"('boring', 'funny')",-0.044468842,-0.07344053,-0.1746495,-0.2485159,-0.0738664
16,-1.1143966,-1.0751663,"('unpopular', 'popular')",0.49909556,0.4243289,-0.3076505,-0.3254187,-0.0177682
17,-0.0065207668,0.063549,"('nasty', 'nice')",-0.24051556,-0.21949989,-0.1235182,-0.0779754,0.0455428
18,-0.22518148,-0.20414568,"('disagreeable', 'welcoming')",-0.7602407,-0.8117629,-0.4927111,-0.5079543,-0.0152432
19,-0.42145997,-0.46744242,"('inhospitable', 'hospitable')",-0.98051655,-0.8593646,-0.7009883,-0.6634035,0.0375848
20,0.58266425,0.56515825,"('rough', 'thoughtful')",0.86877507,0.8599742,0.7257197,0.7125663,-0.0131534
