,clorox_male,clorox_female,tuple,co_male,co_female,average_male,average_female,female-male
0,-0.5964959,-0.6780599,"('unsociable', 'sociable')",0.039312337,-0.06438227,-0.2785918,-0.3712211,-0.0926293
1,-1.3001956,-1.4107584,"('unfriendly', 'friendly')",0.5431608,0.42762303,-0.3785174,-0.4915677,-0.1130503
2,0.5979212,0.61313653,"('unlikable', 'likable')",1.250428,1.3953533,0.9241745,1.0042449,0.0800704
3,-0.63093466,-0.5154737,"('repellent', 'pleasant')",0.64592963,0.64918834,0.0074975,0.0668573,0.0593598
4,-0.07472974,-0.052658122,"('disliked', 'liked')",-6.2481637,-6.221791,-3.1614468,-3.1372244,0.0242224
5,-1.2235447,-1.1734349,"('distant', 'outgoing')",-1.2560949,-1.1342813,-1.2398198,-1.1538581,0.0859617
6,-1.6290529,-1.5650407,"('distant', 'open')",-1.3372151,-1.2328383,-1.483134,-1.3989395,0.0841945
7,-0.7905191,-0.7264136,"('insensitive', 'sensitive')",-0.63854223,-0.59354955,-0.7145307,-0.6599816,0.0545491
8,-1.0762256,-1.1705989,"('unaffectionate', 'affectionate')",-0.08094561,-0.079239175,-0.5785856,-0.624919,-0.0463334
9,-1.404236,-1.4728225,"('unaffectionate', 'caring')",0.6280938,0.6122395,-0.3880711,-0.4302915,-0.0422204
10,-0.4337515,-0.39854577,"('unsympathetic', 'sympathetic')",-0.29573503,-0.3030679,-0.3647433,-0.3508068,0.0139365
11,0.080077216,0.08570024,"('unhelpful', 'helpful')",2.3193133,2.416432,1.1996952,1.2510661,0.0513709
12,-0.76506364,-0.65014845,"('unsupportive', 'supportive')",-2.2616432,-2.0987456,-1.5133533,-1.374447,0.1389063
13,-0.39690962,-0.39836904,"('impolite', 'polite')",-0.17299041,-0.15573205,-0.28495,-0.2770506,0.0078994
14,0.5017382,0.51722443,"('antisocial', 'social')",0.054928135,0.005893085,0.2783332,0.2615588,-0.0167744
15,-0.04729695,-0.1652504,"('boring', 'funny')",0.925809,0.9460113,0.439256,0.3903804,-0.0488756
16,-0.45387784,-0.44133425,"('unpopular', 'popular')",0.5170743,0.4439949,0.0315982,0.0013303,-0.0302679
17,-0.22714776,-0.17072615,"('nasty', 'nice')",0.020837149,0.016725516,-0.1031553,-0.0770003,0.026155
18,-0.5128218,-0.49120057,"('disagreeable', 'welcoming')",-1.3625041,-1.3381554,-0.937663,-0.914678,0.022985
19,-1.8183415,-1.787241,"('inhospitable', 'hospitable')",-0.711132,-0.63135797,-1.2647368,-1.2092994,0.0554374
20,0.09262756,0.08467771,"('rough', 'thoughtful')",0.6363499,0.59091043,0.3644888,0.3377941,-0.0266947
21,0.45039803,0.44290224,"('immoral', 'moral')",-0.1846621,-0.16696188,0.132868,0.1379702,0.0051022
22,0.16548775,0.22134611,"('untrustworthy', 'trustworthy')",-0.3937862,-0.38578117,-0.1141492,-0.0822175,0.0319317
23,-0.67211765,-0.70624465,"('insincere', 'sincere')",5.310062,5.234076,2.3189721,2.2639158,-0.0550563
24,-0.2404773,-0.2896429,"('dishonest', 'honest')",0.5958814,0.6226644,0.1777021,0.1665107,-0.0111914
25,-0.57324934,-0.6374469,"('egoistic', 'altruistic')",1.0675632,0.9051851,0.2471569,0.1338691,-0.1132878
26,-0.17469402,-0.26574582,"('hardhearted', 'benevolent')",1.445791,1.3422855,0.6355485,0.5382699,-0.0972786
27,-0.5253624,-0.4971008,"('hardhearted', 'softhearted')",0.105197586,0.08058277,-0.2100824,-0.208259,0.0018234
28,-0.80190986,-0.94230443,"('disloyal', 'loyal')",0.89964664,0.6779029,0.0488684,-0.1322008,-0.1810692
29,-0.4636274,-0.5258091,"('unfair', 'fair')",-0.6905392,-0.80284584,-0.5770833,-0.6643275,-0.0872442
30,0.62813485,0.64676404,"('intolerant', 'tolerant')",0.936131,1.071351,0.7821329,0.8590575,0.0769246
31,-1.4238628,-1.2791679,"('evil', 'good')",-1.6325793,-1.636809,-1.5282211,-1.4579885,0.0702326
32,0.045936424,-0.053576816,"('unkind', 'kind')",1.281773,1.1504148,0.6638547,0.548419,-0.1154357
