,desire_male,desire_female,tuple,average_male,average_female,female-male
0,-0.18678597,-0.25745142,"('unsociable', 'sociable')",-0.186786,-0.2574514,-0.0706654
1,1.0303038,0.9868173,"('unfriendly', 'friendly')",1.0303038,0.9868173,-0.0434865
2,-0.18442996,-0.12787314,"('unlikable', 'likable')",-0.18443,-0.1278731,0.0565569
3,0.65408677,0.7109121,"('repellent', 'pleasant')",0.6540868,0.7109121,0.0568253
4,-7.296105,-7.4276586,"('disliked', 'liked')",-7.2961049,-7.4276586,-0.1315537
5,-0.76770306,-0.73493683,"('distant', 'outgoing')",-0.7677031,-0.7349368,0.0327663
6,-0.1338457,-0.17176868,"('distant', 'open')",-0.1338457,-0.1717687,-0.037923
7,0.74259585,0.82190645,"('insensitive', 'sensitive')",0.7425959,0.8219064,0.0793105
8,1.042283,0.97824705,"('unaffectionate', 'affectionate')",1.0422831,0.978247,-0.0640361
9,1.3851405,1.428923,"('unaffectionate', 'caring')",1.3851405,1.428923,0.0437825
10,1.1407592,1.1382651,"('unsympathetic', 'sympathetic')",1.1407592,1.1382651,-0.0024941
11,1.6252264,1.674139,"('unhelpful', 'helpful')",1.6252264,1.674139,0.0489126
12,-1.843982,-1.8596922,"('unsupportive', 'supportive')",-1.843982,-1.8596922,-0.0157102
13,-0.32478118,-0.3676033,"('impolite', 'polite')",-0.3247812,-0.3676033,-0.0428221
14,0.1726448,0.12773934,"('antisocial', 'social')",0.1726448,0.1277393,-0.0449055
15,-0.010014579,-0.08032057,"('boring', 'funny')",-0.0100146,-0.0803206,-0.070306
16,-0.61281717,-0.5378113,"('unpopular', 'popular')",-0.6128172,-0.5378113,0.0750059
17,-0.38056344,-0.30225694,"('nasty', 'nice')",-0.3805634,-0.3022569,0.0783065
18,-0.1828494,-0.26849747,"('disagreeable', 'welcoming')",-0.1828494,-0.2684975,-0.0856481
19,-0.91784483,-0.94466865,"('inhospitable', 'hospitable')",-0.9178448,-0.9446687,-0.0268239
20,1.1576073,1.1138839,"('rough', 'thoughtful')",1.1576073,1.1138839,-0.0437234
21,-0.25469303,-0.21156335,"('immoral', 'moral')",-0.254693,-0.2115633,0.0431297
22,-0.53624576,-0.6051851,"('untrustworthy', 'trustworthy')",-0.5362458,-0.6051851,-0.0689393
23,6.419915,6.480622,"('insincere', 'sincere')",6.4199152,6.4806218,0.0607066
