,cod_male,cod_female,tuple,average_male,average_female,female-male
0,0.5051278,0.46121672,"('unsociable', 'sociable')",0.5051278,0.4612167,-0.0439111
1,0.89168423,0.85843384,"('unfriendly', 'friendly')",0.8916842,0.8584338,-0.0332504
2,0.063629776,0.1685978,"('unlikable', 'likable')",0.0636298,0.1685978,0.104968
3,0.8440827,1.0038546,"('repellent', 'pleasant')",0.8440827,1.0038546,0.1597719
4,-7.0473347,-7.176138,"('disliked', 'liked')",-7.0473347,-7.1761379,-0.1288032
5,-0.99113077,-1.0286345,"('distant', 'outgoing')",-0.9911308,-1.0286345,-0.0375037
6,-0.07171972,-0.24906848,"('distant', 'open')",-0.0717197,-0.2490685,-0.1773488
7,1.9477224,1.9372786,"('insensitive', 'sensitive')",1.9477224,1.9372786,-0.0104438
8,0.86552817,0.7530353,"('unaffectionate', 'affectionate')",0.8655282,0.7530353,-0.1124929
9,1.2106725,1.1897429,"('unaffectionate', 'caring')",1.2106725,1.1897429,-0.0209296
10,1.3647548,1.4027685,"('unsympathetic', 'sympathetic')",1.3647548,1.4027685,0.0380137
11,1.6041374,1.7194759,"('unhelpful', 'helpful')",1.6041374,1.7194759,0.1153385
12,-1.2067181,-1.1616001,"('unsupportive', 'supportive')",-1.2067181,-1.1616001,0.045118
13,0.102453314,0.18987323,"('impolite', 'polite')",0.1024533,0.1898732,0.0874199
14,0.3758445,0.4920824,"('antisocial', 'social')",0.3758445,0.4920824,0.1162379
15,1.0367677,0.9033348,"('boring', 'funny')",1.0367677,0.9033348,-0.1334329
16,-0.7565998,-0.7260753,"('unpopular', 'popular')",-0.7565998,-0.7260753,0.0305245
17,-0.30679303,-0.31518465,"('nasty', 'nice')",-0.306793,-0.3151847,-0.0083917
18,-0.7229458,-0.6469926,"('disagreeable', 'welcoming')",-0.7229458,-0.6469926,0.0759532
19,-0.81217784,-0.76690507,"('inhospitable', 'hospitable')",-0.8121778,-0.7669051,0.0452727
20,0.712343,0.5912087,"('rough', 'thoughtful')",0.712343,0.5912087,-0.1211343
21,0.1370418,0.39657748,"('immoral', 'moral')",0.1370418,0.3965775,0.2595357
22,-0.092129126,-0.056278884,"('untrustworthy', 'trustworthy')",-0.0921291,-0.0562789,0.0358502
23,6.0540824,6.3356104,"('insincere', 'sincere')",6.0540824,6.3356104,0.281528
24,1.4185138,1.4553237,"('dishonest', 'honest')",1.4185138,1.4553237,0.0368099
25,0.61918503,0.65484464,"('egoistic', 'altruistic')",0.619185,0.6548446,0.0356596
26,1.4243385,1.1662563,"('hardhearted', 'benevolent')",1.4243385,1.1662563,-0.2580822
27,1.8541629,1.5509537,"('hardhearted', 'softhearted')",1.8541629,1.5509537,-0.3032092
28,1.3675921,1.2480156,"('disloyal', 'loyal')",1.3675921,1.2480156,-0.1195765
29,-0.10366844,-0.31304514,"('unfair', 'fair')",-0.1036684,-0.3130451,-0.2093767
30,1.1099967,1.213689,"('intolerant', 'tolerant')",1.1099967,1.213689,0.1036923
31,-1.3980709,-1.4947455,"('evil', 'good')",-1.3980709,-1.4947455,-0.0966746
32,1.1012291,0.99793905,"('unkind', 'kind')",1.1012291,0.9979391,-0.10329
33,-0.34964377,-0.4201047,"('wrong', 'right')",-0.3496438,-0.4201047,-0.0704609
34,4.067171,4.413278,"('mean', 'honorable')",4.0671711,4.4132781,0.346107
35,-0.6621428,-1.0893186,"('corrupt', 'incorrupt')",-0.6621428,-1.0893186,-0.4271758
36,-0.73011875,-0.9560244,"('hostile', 'amicable')",-0.7301188,-0.9560244,-0.2259056
37,1.1448773,1.1047261,"('fake', 'genuine')",1.1448773,1.1047261,-0.0401512
38,-0.7530508,-0.6003461,"('untruthful', 'truthful')",-0.7530508,-0.6003461,0.1527047
39,0.8133967,0.83227384,"('exploitative', 'cooperative')",0.8133967,0.8322738,0.0188771
40,-0.66517824,-0.71828645,"('stingy', 'generous')",-0.6651782,-0.7182865,-0.0531083
41,0.54309225,0.36839366,"('unforgiving', 'forgiving')",0.5430923,0.3683937,-0.1746986
42,-1.7469442,-1.7396481,"('unreliable', 'reliable')",-1.7469442,-1.7396481,0.0072961
43,1.1593757,1.2806329,"('irresponsible', 'responsible')",1.1593757,1.2806329,0.1212572
44,-1.4207006,-1.4663742,"('prejudiced', 'unprejudiced')",-1.4207006,-1.4663742,-0.0456736
45,0.66673625,0.51118624,"('incompetent', 'competent')",0.6667362,0.5111862,-0.15555
46,-0.06646102,-0.079603665,"('uncompetitive', 'competitive')",-0.066461,-0.0796037,-0.0131427
47,4.6295385,4.799944,"('stupid', 'smart')",4.6295385,4.7999439,0.1704054
48,0.51666594,0.57355857,"('unintelligent', 'intelligent')",0.5166659,0.5735586,0.0568927
49,-0.46055767,-0.30354235,"('unable', 'able')",-0.4605577,-0.3035423,0.1570154
50,-0.580193,-0.5487667,"('clumsy', 'skillful')",-0.580193,-0.5487667,0.0314263
51,0.34584036,0.4064518,"('uneducated', 'educated')",0.3458404,0.4064518,0.0606114
52,-0.35006145,-0.48151612,"('irrational', 'rational')",-0.3500614,-0.4815161,-0.1314547
53,0.22451632,0.11375591,"('uncreative', 'creative')",0.2245163,0.1137559,-0.1107604
54,0.6219206,0.7547142,"('incapable', 'capable')",0.6219206,0.7547142,0.1327936
55,1.1806583,1.3538221,"('incompetent', 'clever')",1.1806583,1.3538221,0.1731638
56,0.43536115,0.55383503,"('impractical', 'practical')",0.4353611,0.553835,0.1184739
57,-1.5317569,-1.6711011,"('unimaginative', 'imaginative')",-1.5317569,-1.6711011,-0.1393442
58,0.5400684,0.49850765,"('undiscriminating', 'discriminating')",0.5400684,0.4985076,-0.0415608
59,-0.2799856,-0.19849813,"('foolish', 'wise')",-0.2799856,-0.1984981,0.0814875
60,0.036468826,0.3773179,"('inefficient', 'efficient')",0.0364688,0.3773179,0.3408491
61,0.556251,0.39051583,"('illogical', 'logical')",0.556251,0.3905158,-0.1657352
62,0.64773566,0.8787693,"('incompetent', 'brilliant')",0.6477357,0.8787693,0.2310336
63,0.18925665,0.30785772,"('unperceptive', 'insightful')",0.1892567,0.3078577,0.118601
64,-6.2741914,-6.079203,"('shy', 'confident')",-6.2741914,-6.0792031,0.1949883
65,0.7300642,1.0185229,"('insecure', 'secure')",0.7300642,1.0185229,0.2884587
66,-0.012365041,-0.20625281,"('inactive', 'active')",-0.012365,-0.2062528,-0.1938878
67,-0.87755394,-0.7655707,"('doubtful', 'determined')",-0.8775539,-0.7655707,0.1119832
68,-1.0670228,-0.8478142,"('dependent', 'independent')",-1.0670228,-0.8478142,0.2192086
69,-1.8382967,-1.9123565,"('lazy', 'industrious')",-1.8382967,-1.9123565,-0.0740598
70,1.8348007,1.8168905,"('lethargic', 'energetic')",1.8348007,1.8168905,-0.0179102
71,-0.032969177,-0.05353994,"('diffident', 'self-confident')",-0.0329692,-0.0535399,-0.0205707
72,0.41044706,0.6610605,"('unambitious', 'ambitious')",0.4104471,0.6610605,0.2506134
73,-2.6655414,-2.5578318,"('helpless', 'self-reliant')",-2.6655414,-2.5578318,0.1077096
74,0.76519436,0.5813881,"('undedicated', 'dedicated')",0.7651944,0.5813881,-0.1838063
